property_id,valuation_uncertainty_risk,developer_risk,locality_quality_risk,market_liquidity_risk,price_volatility_risk,risk_score,risk_band
1188,6.05,33.91,62.03,35.4,11.62,29.52,LOW
1189,18.76,9.3,35.93,38.19,7.67,22.52,LOW
1190,35.23,30.65,40.22,58.67,10.3,36.26,MODERATE
1191,31.34,50.43,49.08,53.12,1.49,38.59,MODERATE
1192,92.51,31.05,34.49,52.59,6.05,47.66,MODERATE
1193,5.23,54.51,27.73,28.53,9.45,24.88,LOW
1194,38.68,55.28,64.25,82.95,6.21,51.1,MODERATE
1195,13.43,13.5,45.17,43.38,7.55,24.9,LOW
1196,48.65,13.5,34.09,22.41,5.31,26.96,LOW
1197,29.96,35.8,41.57,33.83,3.77,30.3,MODERATE
1198,2.56,44.42,55.74,73.6,6.83,36.42,MODERATE
1199,22.16,7.4,41.57,33.83,3.77,22.67,LOW
1200,2.83,67.71,49.79,22.56,7.83,29.9,LOW
1201,9.76,55.28,49.33,36.19,8.62,31.89,MODERATE
1202,2.52,31.05,44.94,41.99,4.2,24.86,LOW
1203,15.49,27.8,50.05,54.59,6.49,31.33,MODERATE
1204,19.76,52.85,37.97,85.55,7.91,41.4,MODERATE
1205,14.47,9.3,63.25,50.14,3.97,28.75,LOW
1206,20.11,30.65,37.2,33.49,4.35,25.95,LOW
1207,17.45,70.78,59.46,42.01,6.98,39.86,MODERATE
1208,7.78,35.8,41.44,31.24,6.52,24.62,LOW
1209,4.36,45.61,38.07,12.64,8.6,21.64,LOW
1210,48.29,39.19,69.63,63.49,5.5,47.36,MODERATE
1211,6.63,41.92,37.2,33.49,4.35,24.83,LOW
1212,12.13,9.17,46.47,69.35,1.31,28.23,LOW
1213,40.08,32.66,34.3,19.13,10.61,28.83,LOW
1214,32.03,33.91,44.65,72.77,3.22,38.76,MODERATE
1215,8.69,45.69,38.77,75.74,3.32,34.71,MODERATE
1216,40.77,30.5,41.57,33.83,3.77,31.94,MODERATE
1217,50.55,27.8,40.07,84.98,2.17,43.53,MODERATE
1218,38.45,31.05,43.87,39.72,19.26,35.43,MODERATE
1219,29.3,38.81,62.96,56.72,14.21,41.15,MODERATE
1220,3.66,67.71,55.74,73.6,6.83,41.35,MODERATE
1221,30.62,50.43,27.39,79.52,5.52,39.95,MODERATE
1222,4.02,52.85,23.77,18.02,4.26,20.57,LOW
1223,28.98,28.79,49.08,53.12,1.49,33.67,MODERATE
1224,4.68,81.78,46.47,69.35,1.31,40.89,MODERATE
1225,70.6,92.37,46.47,69.35,1.31,59.48,ELEVATED
1226,51.22,47.08,56.62,50.18,100.0,58.58,ELEVATED
1227,16.52,13.5,45.96,28.05,13.05,23.59,LOW
1228,0.34,30.65,54.8,54.62,4.34,28.75,LOW
1229,8.39,39.19,52.61,51.56,6.38,31.73,MODERATE
1230,18.83,13.5,61.34,75.53,1.78,35.05,MODERATE
1231,30.51,54.69,34.49,52.59,6.05,36.89,MODERATE
1232,63.18,49.18,43.87,39.72,19.26,45.24,MODERATE
1233,9.55,67.71,64.25,82.95,6.21,46.3,MODERATE
1234,24.65,49.18,38.77,75.74,3.32,39.4,MODERATE
1235,22.66,81.78,46.74,32.43,8.08,39.07,MODERATE
1236,27.27,13.5,37.97,85.55,7.91,35.41,MODERATE
1237,45.43,77.67,52.06,66.65,0.0,50.63,MODERATE
1238,12.42,35.8,61.51,50.38,8.86,33.97,MODERATE
1239,7.96,54.51,47.81,43.54,7.25,32.25,MODERATE
1240,18.1,39.19,69.63,63.49,5.5,39.81,MODERATE
1241,9.15,38.81,54.59,66.05,6.77,35.19,MODERATE
1242,3.82,35.8,33.99,44.43,2.53,24.18,LOW
1243,12.57,35.8,67.09,69.3,9.98,39.08,MODERATE
1244,11.21,30.65,49.28,20.61,8.21,24.14,LOW
1245,1.57,27.8,34.09,22.41,5.31,18.05,LOW
1246,37.49,27.6,45.17,43.38,7.55,33.74,MODERATE
1247,23.54,47.08,27.73,28.53,9.45,27.97,LOW
1248,3.38,70.78,46.47,69.35,1.31,38.36,MODERATE
1249,39.46,28.79,49.08,53.12,1.49,36.29,MODERATE
1250,4.0,9.17,49.33,36.19,8.62,21.23,LOW
1251,34.94,28.79,40.22,58.67,10.3,35.81,MODERATE
1252,15.49,45.61,41.04,21.17,0.05,25.44,LOW
1253,13.51,49.18,38.77,75.74,3.32,36.61,MODERATE
1254,27.87,52.85,64.62,62.23,1.45,43.13,MODERATE
1255,31.22,81.03,54.59,66.05,6.77,49.16,MODERATE
1256,3.02,41.92,37.97,85.55,7.91,35.03,MODERATE
1257,11.49,21.89,55.38,71.74,7.53,33.8,MODERATE
1258,6.51,35.8,37.97,85.55,7.91,34.68,MODERATE
1259,1.33,30.5,46.03,96.31,7.43,36.01,MODERATE
1260,10.94,50.43,49.28,20.61,8.21,28.03,LOW
1261,1.13,9.3,35.93,38.19,7.67,18.11,LOW
1262,6.13,81.03,35.93,38.19,7.67,33.71,MODERATE
1263,17.3,50.43,27.39,79.52,5.52,36.62,MODERATE
1264,26.5,92.37,32.58,28.53,7.36,38.43,MODERATE
1265,11.56,33.91,27.73,28.53,9.45,22.34,LOW
1266,6.66,44.42,26.82,39.87,3.59,24.42,LOW
1267,69.07,45.61,43.21,37.75,6.15,43.5,MODERATE
1268,25.85,44.42,67.09,69.3,9.98,44.12,MODERATE
1269,21.45,39.87,50.05,54.59,6.49,35.24,MODERATE
1270,17.27,44.85,32.58,28.53,7.36,26.61,LOW
1271,9.03,55.29,43.41,62.07,2.53,34.79,MODERATE
1272,100.0,49.18,34.3,19.13,10.61,47.11,MODERATE
1273,40.87,30.5,52.61,51.56,6.38,38.11,MODERATE
1274,28.44,39.19,52.61,51.56,6.38,36.74,MODERATE
1275,10.02,67.71,55.74,73.6,6.83,42.94,MODERATE
1276,33.4,41.92,37.7,35.87,3.28,31.94,MODERATE
1277,14.7,35.8,44.94,41.99,4.2,28.85,LOW
1278,7.29,50.43,32.94,31.9,6.06,25.79,LOW
1279,14.52,79.62,62.83,59.7,4.82,44.78,MODERATE
1280,48.19,79.62,54.8,54.62,4.34,50.5,MODERATE
1281,41.51,45.61,44.39,16.48,3.54,32.21,MODERATE
1282,21.27,39.19,45.68,70.55,5.22,37.18,MODERATE
1283,5.53,54.51,45.17,43.38,7.55,31.13,MODERATE
1284,1.13,81.78,62.23,24.09,4.71,34.61,MODERATE
1285,22.74,45.69,44.94,41.99,4.2,32.84,MODERATE
1286,2.22,81.03,64.25,82.95,6.21,47.13,MODERATE
1287,22.81,9.17,61.63,40.68,4.75,28.71,LOW
1288,44.79,38.81,61.69,65.14,8.5,45.6,MODERATE
1289,4.39,38.81,61.69,65.14,8.5,35.5,MODERATE
1290,21.64,52.85,23.77,18.02,4.26,24.98,LOW
1291,4.15,30.65,54.8,54.62,4.34,29.7,LOW
1292,10.2,30.5,47.75,23.78,2.21,23.29,LOW
1293,34.01,13.5,36.69,13.35,13.11,23.18,LOW
1294,9.61,50.43,64.55,94.57,7.93,45.5,MODERATE
1295,2.23,9.3,46.14,60.26,0.85,23.82,LOW
1296,17.71,55.28,55.38,71.74,7.53,42.03,MODERATE
1297,100.0,52.85,61.4,60.31,7.14,60.98,ELEVATED
1298,25.99,13.5,61.34,75.53,1.78,36.84,MODERATE
1299,20.68,67.71,55.74,73.6,6.83,45.6,MODERATE
1300,14.1,55.28,26.82,39.87,3.59,28.46,LOW
1301,29.59,27.8,64.25,82.95,6.21,43.33,MODERATE
1302,13.18,35.8,67.09,69.3,9.98,39.23,MODERATE
1303,3.77,7.4,41.44,31.24,6.52,17.94,LOW
1304,28.61,35.8,44.39,16.48,3.54,27.02,LOW
1305,36.56,44.85,46.74,32.43,8.08,35.16,MODERATE
1306,13.5,30.5,50.05,54.59,6.49,31.38,MODERATE
1307,27.12,45.69,35.93,38.19,7.67,31.89,MODERATE
1308,26.63,54.51,43.21,37.75,6.15,34.67,MODERATE
1309,25.7,45.61,55.38,71.74,7.53,42.1,MODERATE
1310,35.35,35.8,41.44,31.24,6.52,31.51,MODERATE
1311,33.66,67.71,36.79,73.54,2.69,44.43,MODERATE
1312,20.78,67.71,52.06,66.65,0.0,42.48,MODERATE
1313,10.05,52.85,37.97,85.55,7.91,38.97,MODERATE
1314,51.75,44.85,43.21,37.75,6.15,39.02,MODERATE
1315,14.09,41.92,41.44,31.24,6.52,27.42,LOW
1316,40.13,7.4,62.34,56.72,6.72,36.33,MODERATE
1317,24.76,50.43,32.94,31.9,6.06,30.15,MODERATE
1318,8.9,67.71,67.74,76.58,5.54,45.46,MODERATE
1319,19.88,30.65,33.99,44.43,2.53,27.16,LOW
1320,9.04,7.4,28.14,37.62,28.48,21.17,LOW
1321,17.94,13.5,45.17,43.38,7.55,26.03,LOW
1322,42.66,54.51,47.71,75.92,5.14,47.06,MODERATE
1323,31.88,55.28,28.14,37.62,28.48,36.45,MODERATE
1324,17.49,77.67,38.77,75.74,3.32,43.31,MODERATE
1325,33.33,38.81,45.17,43.38,7.55,34.94,MODERATE
1326,10.47,9.17,74.84,21.52,9.31,25.12,LOW
1327,21.8,28.79,46.43,78.47,6.48,37.16,MODERATE
1328,39.57,54.51,43.21,37.75,6.15,37.91,MODERATE
1329,12.62,33.91,27.73,28.53,9.45,22.61,LOW
1330,55.61,81.78,46.74,32.43,8.08,47.31,MODERATE
1331,3.06,46.27,46.43,78.47,6.48,35.97,MODERATE
1332,0.19,47.08,64.62,62.23,1.45,35.05,MODERATE
1333,9.99,47.08,59.24,22.75,11.82,30.08,MODERATE
1334,43.5,44.85,34.09,22.41,5.31,31.94,MODERATE
1335,13.48,44.42,43.21,37.75,6.15,29.37,LOW
1336,30.05,54.51,47.75,23.78,2.21,33.05,MODERATE
1337,1.84,30.5,43.41,62.07,2.53,28.04,LOW
1338,8.38,30.5,34.09,22.41,5.31,20.29,LOW
1339,27.72,50.98,45.68,70.55,5.22,41.15,MODERATE
1340,5.59,81.78,59.46,42.01,6.98,39.09,MODERATE
1341,2.98,44.42,61.51,50.38,8.86,33.33,MODERATE
1342,26.12,21.89,74.34,80.87,5.45,42.77,MODERATE
1343,21.29,81.78,61.4,60.31,7.14,47.09,MODERATE
1344,100.0,45.61,41.04,21.17,0.05,46.57,MODERATE
1345,54.99,50.43,49.08,53.12,1.49,44.5,MODERATE
1346,25.45,39.19,43.72,62.22,4.4,36.05,MODERATE
1347,2.2,9.17,46.47,69.35,1.31,25.74,LOW
1348,33.85,67.71,52.06,66.65,0.0,45.75,MODERATE
1349,1.14,81.03,36.51,72.54,8.54,39.58,MODERATE
1350,37.85,45.61,38.77,75.74,3.32,41.99,MODERATE
1351,6.79,70.78,63.25,50.14,3.97,39.13,MODERATE
1352,6.81,30.5,34.09,22.41,5.31,19.9,LOW
1353,24.95,39.87,67.09,69.3,9.98,42.98,MODERATE
1354,5.65,70.78,46.47,69.35,1.31,38.93,MODERATE
1355,100.0,28.79,40.22,58.67,10.3,52.08,MODERATE
1356,47.4,55.29,52.06,66.65,0.0,46.65,MODERATE
1357,23.8,92.37,34.3,19.13,10.61,36.7,MODERATE
1358,21.84,81.78,46.47,69.35,1.31,45.18,MODERATE
1359,7.49,44.85,46.74,32.43,8.08,27.89,LOW
1360,2.43,33.91,23.77,18.02,4.26,16.39,LOW
1361,7.75,38.81,61.69,65.14,8.5,36.34,MODERATE
1362,21.44,92.37,43.21,37.75,6.15,40.95,MODERATE
1363,41.45,41.92,41.57,33.83,3.77,34.39,MODERATE
1364,41.4,28.79,40.22,58.67,10.3,37.43,MODERATE
1365,19.34,32.66,23.77,18.02,4.26,20.36,LOW
1366,0.53,27.8,50.05,54.59,6.49,27.6,LOW
1367,51.74,45.61,23.77,18.02,4.26,31.05,MODERATE
1368,5.34,50.43,27.39,79.52,5.52,33.63,MODERATE
1369,23.42,50.98,35.93,38.19,7.67,32.02,MODERATE
1370,12.66,27.6,44.14,84.78,4.01,35.07,MODERATE
1371,1.42,9.3,44.14,84.78,4.01,28.6,LOW
1372,32.37,9.3,55.38,71.74,7.53,36.5,MODERATE
1373,39.7,46.27,32.94,31.9,6.06,33.06,MODERATE
1374,3.81,52.85,37.97,85.55,7.91,37.41,MODERATE
1375,1.2,21.89,42.71,43.66,6.29,22.9,LOW
1376,5.54,9.17,46.03,96.31,7.43,32.8,MODERATE
1377,26.59,9.17,74.84,21.52,9.31,29.15,LOW
1378,12.51,55.29,26.54,32.88,8.7,27.37,LOW
1379,14.09,67.71,36.79,73.54,2.69,39.53,MODERATE
1380,22.2,9.17,34.49,52.59,6.05,25.71,LOW
1381,10.87,30.65,27.39,79.52,5.52,31.06,MODERATE
1382,77.07,41.92,46.14,60.26,0.85,49.06,MODERATE
1383,39.52,50.43,54.79,31.06,8.54,38.42,MODERATE
1384,36.19,81.03,54.59,66.05,6.77,50.4,MODERATE
1385,5.9,27.6,61.51,50.38,8.86,30.7,MODERATE
1386,40.64,50.98,45.68,70.55,5.22,44.39,MODERATE
1387,2.44,21.89,44.65,72.77,3.22,28.96,LOW
1388,4.24,79.62,26.82,39.87,3.59,30.86,MODERATE
1389,4.87,50.98,62.34,56.72,6.72,36.23,MODERATE
1390,9.2,30.65,44.14,84.78,4.01,34.82,MODERATE
1391,32.38,35.8,61.51,50.38,8.86,38.96,MODERATE
1392,15.12,30.65,44.14,84.78,4.01,36.3,MODERATE
1393,45.89,21.89,44.65,72.77,3.22,39.82,MODERATE
1394,62.49,47.08,23.77,18.02,4.26,34.04,MODERATE
1395,24.05,45.61,38.07,12.64,8.6,26.57,LOW
1396,32.93,7.4,64.25,82.95,6.21,40.09,MODERATE
1397,38.32,35.8,41.57,33.83,3.77,32.39,MODERATE
1398,38.43,30.5,41.57,33.83,3.77,31.36,MODERATE
1399,5.36,9.3,44.14,84.78,4.01,29.59,LOW
1400,17.24,67.71,69.63,63.49,5.5,45.3,MODERATE
1401,8.57,54.51,40.22,58.67,10.3,34.37,MODERATE
1402,48.8,27.8,50.05,54.59,6.49,39.66,MODERATE
1403,10.58,50.43,54.79,31.06,8.54,31.18,MODERATE
1404,100.0,70.78,74.84,21.52,9.31,59.83,ELEVATED
1405,23.58,30.65,40.07,84.98,2.17,37.36,MODERATE
1406,19.89,22.06,49.28,20.61,8.21,24.6,LOW
1407,18.21,50.98,49.08,53.12,1.49,35.41,MODERATE
1408,15.93,55.28,34.09,22.41,5.31,27.14,LOW
1409,32.91,13.5,34.09,22.41,5.31,23.02,LOW
1410,11.79,77.67,43.41,62.07,2.53,39.96,MODERATE
1411,16.37,41.92,37.2,33.49,4.35,27.27,LOW
1412,12.3,33.91,37.97,85.55,7.91,35.75,MODERATE
1413,2.07,92.37,44.14,84.78,4.01,45.38,MODERATE
1414,4.43,7.4,62.34,56.72,6.72,27.41,LOW
1415,4.01,77.67,43.41,62.07,2.53,38.01,MODERATE
1416,4.04,30.65,54.59,66.05,6.77,32.28,MODERATE
1417,33.05,38.81,61.69,65.14,8.5,42.67,MODERATE
1418,31.33,55.29,43.87,39.72,19.26,38.5,MODERATE
1419,50.59,30.5,34.09,22.41,5.31,30.85,MODERATE
1420,17.22,54.51,41.57,33.83,3.77,30.86,MODERATE
1421,16.48,27.8,64.25,82.95,6.21,40.05,MODERATE
1422,14.39,31.05,67.09,69.3,9.98,38.58,MODERATE
1423,35.13,31.05,34.49,52.59,6.05,33.31,MODERATE
1424,87.52,47.08,49.08,53.12,1.49,51.96,MODERATE
1425,43.08,30.5,41.57,33.83,3.77,32.52,MODERATE
1426,22.56,27.8,49.06,88.54,1.51,38.95,MODERATE
1427,34.76,67.71,49.79,22.56,7.83,37.88,MODERATE
1428,11.68,81.78,63.25,50.14,3.97,42.55,MODERATE
1429,6.62,22.06,33.99,44.43,2.53,22.13,LOW
1430,9.1,27.8,50.05,54.59,6.49,29.74,LOW
1431,5.63,47.08,56.62,50.18,100.0,47.18,MODERATE
1432,24.96,41.92,43.87,39.72,19.26,34.23,MODERATE
1433,39.95,49.18,36.51,72.54,8.54,42.91,MODERATE
1434,4.09,32.66,27.39,79.52,5.52,29.77,LOW
1435,42.51,31.05,26.54,32.88,8.7,30.03,MODERATE
1436,15.26,28.79,37.7,35.87,3.28,24.78,LOW
1437,18.08,55.29,26.54,32.88,8.7,28.77,LOW
1438,23.74,79.62,45.17,43.38,7.55,40.7,MODERATE
1439,3.22,39.19,56.62,50.18,100.0,45.0,MODERATE
1440,10.95,67.71,69.63,63.49,5.5,43.73,MODERATE
1441,25.67,44.42,44.94,41.99,4.2,33.32,MODERATE
1442,13.5,13.5,45.96,28.05,13.05,22.84,LOW
1443,19.35,28.79,46.43,78.47,6.48,36.55,MODERATE
1444,29.65,55.28,28.14,37.62,28.48,35.89,MODERATE
1445,7.91,50.98,43.42,67.64,5.36,35.19,MODERATE
1446,8.05,9.3,62.34,56.72,6.72,28.69,LOW
1447,24.36,54.69,36.79,73.54,2.69,39.5,MODERATE
1448,1.13,67.71,63.25,50.14,3.97,37.1,MODERATE
1449,14.68,54.69,45.17,43.38,7.55,33.45,MODERATE
1450,23.03,55.28,34.09,22.41,5.31,28.91,LOW
1451,5.68,39.87,50.05,54.59,6.49,31.3,MODERATE
1452,31.79,45.61,34.09,22.41,5.31,29.16,LOW
1453,53.75,52.85,61.4,60.31,7.14,49.42,MODERATE
1454,33.37,22.06,48.0,31.83,2.74,29.13,LOW
1455,10.76,55.28,64.25,82.95,6.21,44.12,MODERATE
1456,37.86,9.17,49.79,22.56,7.83,26.94,LOW
1457,22.99,30.65,43.72,62.22,4.4,33.73,MODERATE
1458,84.07,13.5,56.62,50.18,100.0,60.08,ELEVATED
1459,2.53,28.79,41.04,21.17,0.05,18.84,LOW
1460,0.09,9.17,50.05,54.59,6.49,23.76,LOW
1461,25.69,67.71,36.79,73.54,2.69,42.43,MODERATE
1462,18.72,30.65,54.8,54.62,4.34,33.34,MODERATE
1463,15.84,45.61,34.09,22.41,5.31,25.18,LOW
1464,0.27,30.65,45.96,28.05,13.05,22.96,LOW
1465,21.33,54.51,47.75,23.78,2.21,30.87,MODERATE
1466,17.74,45.61,62.03,35.4,11.62,34.78,MODERATE
1467,13.6,79.62,62.83,59.7,4.82,44.55,MODERATE
1468,24.13,55.29,47.75,23.78,2.21,31.73,MODERATE
1469,13.74,30.5,52.61,51.56,6.38,31.33,MODERATE
1470,2.91,50.43,63.25,50.14,3.97,34.09,MODERATE
1471,9.43,39.19,28.14,37.62,28.48,27.62,LOW
1472,25.74,45.69,41.04,21.17,0.05,28.02,LOW
1473,29.98,30.65,63.25,50.14,3.97,36.9,MODERATE
1474,8.6,92.37,34.3,19.13,10.61,32.9,MODERATE
1475,100.0,32.66,67.09,69.3,9.98,60.31,ELEVATED
1476,23.02,81.78,59.46,42.01,6.98,43.45,MODERATE
1477,14.07,31.05,67.09,69.3,9.98,38.5,MODERATE
1478,100.0,32.66,43.21,37.75,6.15,48.65,MODERATE
1479,3.22,22.06,38.77,75.74,3.32,28.62,LOW
1480,32.03,9.17,40.22,58.67,10.3,31.16,MODERATE
1481,0.59,13.5,66.25,44.11,5.32,25.72,LOW
1482,17.33,45.61,56.62,50.18,100.0,49.81,MODERATE
1483,36.78,45.69,41.04,21.17,0.05,30.78,MODERATE
1484,51.55,28.79,37.7,35.87,3.28,33.85,MODERATE
1485,27.89,41.92,37.7,35.87,3.28,30.56,MODERATE
1486,12.29,38.81,61.69,65.14,8.5,37.48,MODERATE
1487,2.68,39.87,61.4,60.31,7.14,34.06,MODERATE
1488,39.79,7.4,74.34,80.87,5.45,43.29,MODERATE
1489,59.15,50.98,62.34,56.72,6.72,49.8,MODERATE
1490,20.38,30.65,49.28,20.61,8.21,26.44,LOW
1491,8.23,31.05,36.51,72.54,8.54,31.36,MODERATE
1492,0.6,55.28,27.73,28.53,9.45,23.88,LOW
1493,10.17,46.27,46.43,78.47,6.48,37.75,MODERATE
1494,24.62,30.65,37.2,33.49,4.35,27.07,LOW
1495,14.76,79.62,54.8,54.62,4.34,42.15,MODERATE
1496,26.95,50.43,49.79,22.56,7.83,32.47,MODERATE
1497,8.95,50.43,67.09,69.3,9.98,41.1,MODERATE
1498,51.95,31.05,26.54,32.88,8.7,32.39,MODERATE
1499,15.53,33.91,37.97,85.55,7.91,36.55,MODERATE
1500,27.58,31.05,26.54,32.88,8.7,26.29,LOW
1501,43.6,49.18,44.14,84.78,4.01,47.12,MODERATE
1502,20.1,81.78,46.47,69.35,1.31,44.74,MODERATE
1503,55.34,22.06,54.8,54.62,4.34,40.78,MODERATE
1504,39.14,30.65,43.72,62.22,4.4,37.76,MODERATE
1505,32.54,44.85,46.74,32.43,8.08,34.15,MODERATE
1506,6.98,27.6,37.2,33.49,4.35,22.05,LOW
1507,24.82,81.03,40.22,58.67,10.3,43.73,MODERATE
1508,28.73,33.91,44.65,72.77,3.22,37.93,MODERATE
1509,54.85,31.05,47.75,23.78,2.21,34.56,MODERATE
1510,31.49,45.69,38.77,75.74,3.32,40.41,MODERATE
1511,17.63,92.37,61.4,60.31,7.14,48.3,MODERATE
1512,45.6,81.03,36.79,73.54,2.69,50.08,MODERATE
1513,33.92,30.5,41.57,33.83,3.77,30.23,MODERATE
1514,3.92,30.65,43.41,62.07,2.53,28.58,LOW
1515,32.54,30.65,33.99,44.43,2.53,30.33,MODERATE
1516,9.73,13.5,61.51,50.38,8.86,28.84,LOW
1517,50.99,70.78,46.47,69.35,1.31,50.27,MODERATE
1518,30.56,33.91,34.49,52.59,6.05,32.75,MODERATE
1519,23.9,9.17,46.47,69.35,1.31,31.17,MODERATE
1520,19.15,54.69,54.79,31.06,8.54,34.18,MODERATE
1521,1.16,70.78,27.39,79.52,5.52,36.66,MODERATE
1522,15.27,46.27,64.62,62.23,1.45,38.66,MODERATE
1523,30.49,81.03,36.51,72.54,8.54,46.92,MODERATE
1524,9.18,44.85,43.21,37.75,6.15,28.38,LOW
1525,13.51,32.66,49.86,55.73,6.34,31.98,MODERATE
1526,13.03,9.3,32.94,31.9,6.06,18.99,LOW
1527,5.45,67.71,49.79,22.56,7.83,30.55,MODERATE
1528,23.5,41.92,62.83,59.7,4.82,39.49,MODERATE
1529,34.34,32.66,34.3,19.13,10.61,27.4,LOW
1530,9.09,32.66,67.09,69.3,9.98,37.58,MODERATE
1531,64.19,50.43,49.28,20.61,8.21,41.34,MODERATE
1532,40.45,28.79,62.83,59.7,4.82,41.1,MODERATE
1533,7.16,47.08,45.14,30.75,2.65,26.78,LOW
1534,16.37,39.87,44.39,16.48,3.54,24.77,LOW
1535,78.8,31.05,67.09,69.3,9.98,54.68,MODERATE
1536,41.53,33.91,62.03,35.4,11.62,38.39,MODERATE
1537,17.22,31.05,41.04,21.17,0.05,22.96,LOW
1538,9.7,81.03,35.93,38.19,7.67,34.6,MODERATE
1539,10.21,28.79,48.0,31.83,2.74,24.69,LOW
1540,11.27,44.42,26.82,39.87,3.59,25.58,LOW
1541,19.53,7.4,64.25,82.95,6.21,36.74,MODERATE
1542,8.5,39.19,52.61,51.56,6.38,31.75,MODERATE
1543,39.01,50.43,63.25,50.14,3.97,43.11,MODERATE
1544,22.66,35.8,41.57,33.83,3.77,28.47,LOW
1545,26.2,9.3,74.34,80.87,5.45,40.27,MODERATE
1546,6.23,50.98,26.82,39.87,3.59,25.63,LOW
1547,14.71,81.78,56.62,50.18,100.0,56.39,ELEVATED
1548,31.85,7.4,41.57,33.83,3.77,25.09,LOW
1549,6.19,41.92,37.97,85.55,7.91,35.82,MODERATE
1550,19.7,47.08,23.77,18.02,4.26,23.34,LOW
1551,24.11,31.05,34.49,52.59,6.05,30.56,MODERATE
1552,13.7,30.65,64.25,82.95,6.21,39.93,MODERATE
1553,28.26,9.3,64.55,94.57,7.93,41.94,MODERATE
1554,26.57,55.29,43.41,62.07,2.53,39.17,MODERATE
1555,47.81,55.29,43.87,39.72,19.26,42.62,MODERATE
1556,10.19,67.71,69.63,63.49,5.5,43.54,MODERATE
1557,5.9,55.28,28.14,37.62,28.48,29.96,LOW
1558,9.3,41.92,41.44,31.24,6.52,26.22,LOW
1559,5.34,81.03,35.93,38.19,7.67,33.51,MODERATE
1560,28.69,13.5,66.25,44.11,5.32,32.74,MODERATE
1561,11.71,30.65,45.96,28.05,13.05,25.82,LOW
1562,7.31,47.08,45.14,30.75,2.65,26.82,LOW
1563,13.7,30.65,63.25,50.14,3.97,32.83,MODERATE
1564,12.28,44.42,55.74,73.6,6.83,38.85,MODERATE
1565,20.76,30.5,46.03,96.31,7.43,40.87,MODERATE
1566,6.61,47.08,59.24,22.75,11.82,29.24,LOW
1567,31.38,54.69,34.49,52.59,6.05,37.1,MODERATE
1568,42.8,47.08,23.77,18.02,4.26,29.11,LOW
1569,17.0,92.37,38.77,75.74,3.32,46.12,MODERATE
1570,17.96,50.43,32.94,31.9,6.06,28.45,LOW
1571,22.89,50.98,49.08,53.12,1.49,36.58,MODERATE
1572,15.82,92.37,61.4,60.31,7.14,47.84,MODERATE
1573,16.68,30.65,49.08,53.12,1.49,30.96,MODERATE
1574,15.54,81.78,45.96,28.05,13.05,37.0,MODERATE
1575,1.24,27.6,44.14,84.78,4.01,32.22,MODERATE
1576,19.56,32.66,27.39,79.52,5.52,33.63,MODERATE
1577,18.51,27.6,44.14,84.78,4.01,36.53,MODERATE
1578,5.92,21.89,74.34,80.87,5.45,37.72,MODERATE
1579,19.56,30.5,34.09,22.41,5.31,23.09,LOW
1580,18.56,54.69,54.79,31.06,8.54,34.03,MODERATE
1581,0.02,38.81,46.47,69.35,1.31,31.13,MODERATE
1582,8.35,77.67,49.06,88.54,1.51,45.37,MODERATE
1583,29.23,50.43,62.34,56.72,6.72,42.21,MODERATE
1584,4.68,49.18,43.87,39.72,19.26,30.62,MODERATE
1585,79.65,30.65,27.39,79.52,5.52,48.25,MODERATE
1586,24.11,32.66,49.86,55.73,6.34,34.63,MODERATE
1587,31.43,47.08,49.06,88.54,1.51,45.02,MODERATE
1588,18.58,9.3,63.25,50.14,3.97,29.78,LOW
1589,10.41,50.98,44.65,72.77,3.22,36.76,MODERATE
1590,50.69,55.29,46.47,69.35,1.31,47.09,MODERATE
1591,26.12,30.65,64.25,82.95,6.21,43.03,MODERATE
1592,24.6,44.42,63.25,50.14,3.97,38.31,MODERATE
1593,17.27,52.85,47.81,43.54,7.25,34.24,MODERATE
1594,14.69,79.62,46.47,69.35,1.31,42.96,MODERATE
1595,7.88,13.5,34.09,22.41,5.31,16.77,LOW
1596,33.61,41.92,37.7,35.87,3.28,31.99,MODERATE
1597,8.52,50.43,27.39,79.52,5.52,34.43,MODERATE
1598,7.51,45.69,62.96,56.72,14.21,37.08,MODERATE
1599,51.32,54.51,40.22,58.67,10.3,45.06,MODERATE
1600,13.99,28.79,62.83,59.7,4.82,34.48,MODERATE
1601,90.0,46.27,64.62,62.23,1.45,57.34,ELEVATED
1602,9.51,49.18,44.14,84.78,4.01,38.6,MODERATE
1603,33.02,45.61,55.16,54.74,3.55,39.89,MODERATE
1604,75.26,54.69,41.04,21.17,0.05,42.2,MODERATE
1605,14.56,39.87,50.05,54.59,6.49,33.52,MODERATE
1606,39.32,49.18,53.49,50.77,10.04,42.02,MODERATE
1607,37.7,33.91,27.73,28.53,9.45,28.88,LOW
1608,24.85,27.6,43.21,37.75,6.15,28.85,LOW
1609,19.77,9.17,37.97,85.55,7.91,32.67,MODERATE
1610,4.74,45.69,43.87,39.72,19.26,29.93,LOW
1611,14.4,41.92,34.09,22.41,5.31,24.08,LOW
1612,28.01,28.79,48.0,31.83,2.74,29.14,LOW
1613,3.35,45.61,64.25,82.95,6.21,40.33,MODERATE
1614,18.35,92.37,34.49,52.59,6.05,41.38,MODERATE
1615,8.86,50.43,59.24,22.75,11.82,30.47,MODERATE
1616,5.75,55.28,49.86,55.73,6.34,34.56,MODERATE
