listing_id,property_id,listing_date,asking_price,status,days_on_market,price_change_pct
1969,3727,2025-12-13,37810000.0,Sold,32,0.72
1970,3643,2025-11-13,8255000.0,Sold,59,1.07
1971,3994,2024-01-06,11507000.0,Active,5,-0.26
1972,489,2024-06-06,9354000.0,Active,141,-0.14
1973,5658,2025-01-08,12576000.0,Expired,142,3.13
1974,47,2023-10-14,8981000.0,Sold,108,-2.12
1975,3360,2024-01-19,11778000.0,Withdrawn,5,-2.1
1976,4874,2023-11-03,17414000.0,Active,110,-4.17
1977,5136,2023-10-23,12228000.0,Withdrawn,74,3.05
1978,4807,2025-07-23,12266000.0,Active,84,-3.68
1979,401,2024-04-03,14784000.0,Sold,166,0.38
1980,3991,2024-05-25,11983000.0,Active,61,-2.35
1981,5914,2026-03-12,14775000.0,Sold,39,-0.11
1982,7125,2025-07-17,18844000.0,Expired,63,0.91
1983,3158,2025-05-05,8575000.0,Expired,79,-3.63
1984,4346,2024-12-10,11541000.0,Sold,104,-1.82
1985,391,2025-01-18,6217000.0,Active,5,-1.65
1986,3854,2026-03-13,8352000.0,Active,42,-3.64
1987,4431,2025-04-02,11743000.0,Withdrawn,150,-4.29
1988,629,2025-06-21,17232000.0,Sold,88,-4.32
1989,7687,2026-04-16,13519000.0,Withdrawn,37,1.44
1990,4233,2025-02-22,12196000.0,Sold,120,-2.96
1991,2931,2026-04-23,15098000.0,Sold,17,0.39
1992,6832,2026-01-26,8452000.0,Sold,71,-4.69
1993,1522,2025-01-19,5498000.0,Expired,12,1.9
1994,827,2024-04-11,9594000.0,Active,135,-0.69
1995,4823,2026-04-15,10129000.0,Active,10,-3.95
1996,1501,2025-04-30,8676000.0,Sold,169,-0.89
1997,6738,2026-02-16,20304000.0,Sold,92,-2.12
1998,3295,2025-06-10,15261000.0,Sold,47,-7.14
1999,5086,2025-06-11,14747000.0,Expired,163,-1.19
2000,2420,2023-10-06,8086000.0,Withdrawn,79,2.04
2001,935,2024-12-25,6724000.0,Expired,106,-3.4
2002,3043,2023-12-20,14667000.0,Active,33,-5.65
2003,4498,2025-06-08,12279000.0,Active,69,0.86
2004,1467,2024-01-29,10998000.0,Sold,45,0.45
2005,3562,2024-12-15,18483000.0,Sold,118,1.98
2006,615,2025-06-07,8516000.0,Sold,120,-1.97
2007,5393,2025-05-02,2598000.0,Sold,68,-2.25
2008,7694,2025-12-30,14413000.0,Sold,128,-0.9
2009,1183,2024-07-30,16660000.0,Active,94,-5.03
2010,3224,2025-08-21,14153000.0,Active,46,0.04
2011,7139,2023-11-23,11988000.0,Sold,97,-3.29
2012,2668,2024-06-30,20296000.0,Active,83,-10.03
2013,6332,2024-03-05,13589000.0,Sold,50,2.01
2014,7981,2026-01-01,14386000.0,Active,109,-6.66
2015,5218,2023-11-26,14025000.0,Active,111,-1.37
2016,131,2026-06-15,11812000.0,Active,5,-3.63
2017,6949,2024-03-11,7332000.0,Active,42,-0.31
2018,5291,2024-03-01,21830000.0,Expired,129,0.05
2019,2984,2026-02-18,8452000.0,Active,76,1.78
2020,7130,2025-10-01,17526000.0,Active,103,-2.39
2021,4279,2026-03-15,8742000.0,Withdrawn,87,0.76
2022,7127,2025-10-18,20127000.0,Active,5,-4.82
2023,4460,2024-08-10,14384000.0,Active,49,-2.64
2024,39,2023-11-25,17449000.0,Sold,5,-1.48
2025,7695,2023-08-24,11806000.0,Active,84,-1.87
2026,3960,2024-06-17,15882000.0,Sold,76,1.8
2027,6641,2024-05-21,12175000.0,Expired,110,1.62
2028,3588,2024-10-24,7928000.0,Expired,90,-1.62
2029,5469,2026-04-06,16717000.0,Active,65,0.17
2030,7126,2024-10-22,12662000.0,Sold,5,-0.22
2031,921,2024-07-02,18243000.0,Active,5,1.18
2032,7565,2024-04-06,14564000.0,Withdrawn,142,-1.0
2033,2770,2024-02-11,17136000.0,Expired,99,-3.3
2034,7329,2025-12-19,18959000.0,Active,49,-3.84
2035,4112,2026-01-21,8987000.0,Active,114,-1.0
2036,493,2024-11-20,13252000.0,Sold,229,-1.49
2037,5546,2023-11-29,9930000.0,Active,40,0.85
2038,1132,2024-01-28,9135000.0,Active,49,-0.49
2039,7038,2025-09-14,12765000.0,Expired,7,-7.36
2040,3522,2026-07-29,15326000.0,Active,120,-1.33
2041,311,2025-10-03,11237000.0,Sold,58,-6.3
2042,739,2025-07-12,11550000.0,Sold,76,4.22
2043,3242,2025-01-08,13318000.0,Active,82,0.02
2044,546,2024-01-31,11170000.0,Expired,93,-4.53
2045,2462,2026-05-24,18423000.0,Active,54,4.03
2046,4347,2026-07-04,8928000.0,Sold,48,-6.59
2047,4855,2024-10-29,5303000.0,Sold,108,-3.82
2048,1805,2025-02-18,15248000.0,Active,109,2.61
2049,3213,2024-08-03,12612000.0,Sold,57,-2.48
2050,5394,2025-01-07,12421000.0,Withdrawn,62,-6.05
2051,7584,2023-10-10,9838000.0,Sold,52,-2.31
2052,5728,2025-07-07,11932000.0,Sold,22,0.89
2053,3811,2026-05-05,12681000.0,Expired,5,-0.39
2054,6011,2026-05-24,16155000.0,Active,111,-0.88
2055,7207,2026-05-26,14130000.0,Active,116,-4.19
2056,814,2024-08-04,10342000.0,Sold,100,-2.16
2057,4125,2025-01-29,5444000.0,Sold,26,-2.45
2058,5054,2023-10-20,6439000.0,Active,156,-2.2
2059,2033,2026-05-19,14279000.0,Active,81,1.67
2060,4573,2024-03-13,12715000.0,Sold,78,-1.18
2061,4414,2025-11-19,13739000.0,Withdrawn,84,-1.1
2062,245,2024-04-14,7480000.0,Sold,43,-5.3
2063,4844,2023-09-04,15152000.0,Active,91,-5.44
2064,4793,2025-05-25,10164000.0,Active,33,-2.03
2065,272,2026-05-01,11169000.0,Sold,111,-2.01
2066,3512,2025-08-18,14748000.0,Active,70,-4.28
2067,1772,2024-04-08,10996000.0,Sold,173,-5.33
2068,1263,2026-07-24,18018000.0,Withdrawn,149,-8.82
2069,2425,2024-08-28,11086000.0,Active,64,-5.25
2070,4362,2025-10-29,8918000.0,Withdrawn,27,-2.09
2071,7070,2024-11-26,7014000.0,Sold,16,-0.43
2072,921,2026-07-04,18243000.0,Active,47,-3.25
2073,3431,2026-06-06,9198000.0,Sold,140,0.54
2074,4436,2026-04-15,12681000.0,Active,109,-4.94
2075,4485,2024-06-25,17537000.0,Sold,166,-1.21
2076,2625,2024-09-28,11973000.0,Expired,55,-1.82
2077,3761,2024-11-14,14087000.0,Sold,16,1.37
2078,2051,2025-01-26,14474000.0,Active,111,-6.49
2079,3501,2025-04-16,7935000.0,Sold,129,-4.38
2080,1166,2024-07-23,8967000.0,Sold,7,0.52
2081,376,2025-01-07,8487000.0,Sold,95,2.28
2082,7838,2023-09-19,6569000.0,Expired,82,-5.86
2083,2034,2024-07-02,12428000.0,Expired,16,0.8
2084,6468,2026-01-16,12143000.0,Sold,91,-0.17
2085,146,2025-07-18,8957000.0,Active,89,-1.92
2086,6078,2024-04-17,11919000.0,Sold,107,-2.46
2087,4389,2025-10-08,16385000.0,Sold,70,-0.74
2088,7833,2026-02-03,11712000.0,Withdrawn,47,-3.6
2089,432,2024-09-10,10272000.0,Expired,34,-5.45
2090,705,2025-12-31,20351000.0,Active,102,-4.54
2091,7093,2025-11-30,14085000.0,Active,9,-0.53
2092,6095,2024-11-14,13755000.0,Expired,163,0.33
2093,2633,2026-03-23,13592000.0,Expired,118,-2.23
2094,4495,2024-06-27,16509000.0,Sold,149,-1.55
2095,6961,2026-02-06,13044000.0,Expired,114,-2.27
2096,7512,2023-10-30,10433000.0,Sold,90,2.41
2097,964,2024-07-10,9369000.0,Sold,5,1.27
2098,7308,2024-11-12,9832000.0,Sold,105,-1.52
2099,2235,2024-03-26,11281000.0,Active,5,4.15
2100,2042,2023-12-30,24080000.0,Sold,58,-3.74
2101,1829,2024-07-27,16227000.0,Expired,81,-5.65
2102,2109,2024-03-30,17691000.0,Active,30,0.91
2103,4069,2026-07-21,9836000.0,Active,65,-0.14
2104,939,2025-11-25,19916000.0,Withdrawn,78,-5.33
2105,7548,2026-02-01,6499000.0,Active,93,-2.32
2106,4806,2025-03-06,14642000.0,Active,74,-2.29
2107,807,2023-12-16,20482000.0,Sold,91,-2.85
2108,1464,2025-10-27,17881000.0,Active,82,-4.48
2109,7487,2026-08-11,9464000.0,Active,5,-2.57
2110,5422,2024-10-26,10270000.0,Withdrawn,125,-0.13
2111,3416,2025-08-28,20825000.0,Sold,5,2.72
2112,11,2024-09-16,8885000.0,Sold,152,-1.52
2113,5182,2026-01-31,8201000.0,Sold,40,-3.69
2114,1869,2024-09-18,9348000.0,Sold,84,-2.06
2115,6370,2025-05-16,6511000.0,Sold,109,-1.33
2116,7321,2024-08-12,7046000.0,Sold,87,-1.54
2117,7879,2024-11-13,8419000.0,Expired,36,-4.1
2118,6708,2023-10-04,16516000.0,Expired,117,-4.36
2119,4868,2026-06-02,15797000.0,Sold,125,-4.77
2120,5691,2026-05-26,12074000.0,Sold,194,-1.68
2121,5704,2026-05-22,9654000.0,Expired,19,0.54
2122,7828,2024-04-26,7075000.0,Sold,101,1.23
2123,7743,2024-04-15,20532000.0,Expired,110,-1.88
2124,5430,2025-11-12,15764000.0,Withdrawn,6,-2.65
2125,885,2024-02-04,8387000.0,Withdrawn,51,-5.91
2126,7411,2025-05-05,7734000.0,Sold,93,-2.95
2127,3565,2024-10-26,10030000.0,Active,96,-5.44
2128,1390,2024-06-13,10379000.0,Expired,86,-3.55
2129,3402,2024-05-26,13711000.0,Active,100,-4.27
2130,7275,2024-01-20,10165000.0,Withdrawn,39,-3.92
2131,4322,2023-08-29,18503000.0,Expired,60,0.88
2132,825,2024-02-11,17172000.0,Sold,116,-3.41
2133,2266,2026-07-18,5894000.0,Withdrawn,58,1.78
2134,937,2024-01-07,6724000.0,Sold,76,-4.02
2135,2801,2023-11-29,6904000.0,Sold,60,1.43
2136,2554,2024-06-06,10417000.0,Expired,162,-5.94
2137,6403,2024-09-10,10912000.0,Active,55,-3.47
2138,6008,2026-05-21,13102000.0,Active,81,-4.57
2139,3846,2025-07-14,7722000.0,Active,54,-0.87
2140,7685,2026-02-24,18714000.0,Withdrawn,171,2.65
2141,1797,2024-03-23,17907000.0,Withdrawn,95,-3.9
2142,54,2025-07-22,11218000.0,Sold,43,-0.72
2143,7215,2024-04-27,12261000.0,Sold,169,0.77
2144,727,2024-10-27,6429000.0,Active,52,0.67
2145,2737,2023-10-08,10757000.0,Active,47,6.99
2146,5641,2023-11-04,15956000.0,Active,40,-1.58
2147,3171,2024-01-24,13649000.0,Active,93,0.37
2148,5140,2024-12-02,12505000.0,Sold,5,-4.44
2149,1914,2024-04-10,15417000.0,Active,113,5.08
2150,5873,2024-03-09,9454000.0,Expired,123,3.88
2151,1597,2026-03-04,13764000.0,Sold,67,-2.93
2152,1915,2023-10-09,10571000.0,Active,117,-5.33
2153,7658,2023-11-12,13225000.0,Sold,119,-1.09
2154,2467,2026-01-01,21749000.0,Active,141,2.88
2155,2738,2024-02-06,12704000.0,Expired,113,-4.8
2156,850,2025-05-28,10237000.0,Active,30,-2.45
2157,2110,2024-01-23,11095000.0,Active,126,-1.96
2158,7313,2023-09-06,4560000.0,Active,112,-2.49
2159,6360,2025-12-20,8235000.0,Sold,43,-2.34
2160,3,2024-09-19,12757000.0,Active,84,-2.46
2161,4256,2025-11-26,9058000.0,Expired,110,-0.16
2162,7907,2024-07-26,5977000.0,Expired,93,-3.19
2163,4070,2026-07-27,23347000.0,Active,43,0.56
2164,4877,2024-03-15,15748000.0,Expired,28,1.81
2165,7288,2024-02-03,18638000.0,Expired,53,-7.66
2166,893,2025-06-15,12918000.0,Active,101,-1.22
2167,2031,2024-09-27,14785000.0,Active,73,-0.07
2168,3161,2023-11-23,18082000.0,Active,67,5.8
2169,2377,2026-08-08,15759000.0,Sold,131,-1.82
2170,4676,2025-08-20,9127000.0,Expired,175,2.1
2171,1934,2026-06-10,15464000.0,Expired,70,-1.51
2172,1381,2025-05-03,18729000.0,Active,64,1.82
2173,3682,2026-04-29,15969000.0,Active,82,0.92
2174,1291,2025-04-21,16398000.0,Expired,110,2.24
2175,1641,2023-09-17,8947000.0,Sold,78,-6.0
2176,5048,2026-01-18,10936000.0,Sold,79,1.91
2177,7491,2025-08-30,8053000.0,Sold,13,0.44
2178,2683,2025-08-20,8545000.0,Sold,98,-6.21
2179,988,2026-01-23,11048000.0,Withdrawn,6,-2.31
2180,7709,2024-03-24,8023000.0,Withdrawn,55,-0.6
2181,7817,2023-10-18,8920000.0,Sold,71,4.84
2182,1219,2025-04-09,5174000.0,Sold,130,-3.04
2183,5017,2025-04-01,13609000.0,Sold,28,3.53
2184,6882,2024-04-08,8791000.0,Sold,102,-4.46
2185,1356,2026-08-18,10745000.0,Sold,99,-0.66
2186,4266,2024-07-07,12564000.0,Active,46,-5.03
2187,4617,2025-02-16,8173000.0,Withdrawn,140,-2.42
2188,5583,2025-01-02,17506000.0,Active,64,1.34
2189,4136,2025-07-03,16771000.0,Sold,158,-2.89
2190,1561,2023-10-14,4652000.0,Sold,17,1.03
2191,7429,2026-07-25,20357000.0,Active,113,-1.01
2192,1419,2025-02-24,15975000.0,Active,67,1.6
2193,955,2024-07-25,11418000.0,Sold,59,-1.49
2194,7394,2024-10-30,7797000.0,Sold,76,-4.83
2195,984,2026-07-29,12699000.0,Sold,113,4.66
2196,7292,2024-10-06,15185000.0,Active,57,3.45
2197,975,2024-07-23,21838000.0,Expired,10,-2.62
2198,4134,2025-04-26,9621000.0,Expired,152,-0.44
2199,6472,2024-12-04,8342000.0,Sold,104,1.01
2200,5371,2025-09-07,12413000.0,Sold,59,-0.13
2201,3973,2023-08-25,9248000.0,Sold,128,-0.3
2202,5296,2026-07-15,9554000.0,Expired,48,-1.44
2203,5722,2025-07-14,8304000.0,Active,37,-3.65
2204,914,2024-04-06,19113000.0,Active,139,2.06
2205,4550,2024-11-09,11138000.0,Sold,73,-2.59
2206,37,2024-02-10,16343000.0,Active,107,-7.0
2207,3388,2025-09-05,4685000.0,Sold,47,-4.38
2208,1712,2024-09-13,11546000.0,Active,95,-0.85
2209,3021,2025-10-26,6628000.0,Active,119,-8.62
2210,796,2025-03-22,7210000.0,Active,67,-1.53
2211,4037,2024-08-21,9659000.0,Withdrawn,16,-3.7
2212,5069,2024-03-05,16104000.0,Sold,90,-0.59
2213,4689,2025-12-29,10033000.0,Sold,60,0.61
2214,5234,2024-11-30,14755000.0,Sold,82,0.2
2215,3112,2025-05-06,12465000.0,Active,80,-0.15
2216,1325,2026-01-04,7587000.0,Active,92,3.75
2217,6368,2024-10-06,11195000.0,Sold,133,0.11
2218,318,2025-04-30,18748000.0,Sold,74,-4.96
2219,2397,2026-03-08,13827000.0,Active,112,1.52
2220,2163,2024-04-06,22628000.0,Sold,98,-1.57
2221,2746,2026-05-16,10743000.0,Withdrawn,64,-5.96
2222,5443,2024-01-23,19880000.0,Active,8,-4.14
2223,1592,2024-12-22,11317000.0,Active,44,-2.27
2224,3112,2026-01-28,12465000.0,Active,28,-1.22
2225,5986,2025-02-04,15078000.0,Sold,143,0.57
2226,6184,2025-07-12,13909000.0,Expired,23,-3.04
2227,3931,2024-07-18,17133000.0,Sold,41,-7.29
2228,1997,2026-02-12,11690000.0,Sold,24,-2.73
2229,5869,2024-11-14,9969000.0,Sold,51,-8.59
2230,1313,2025-04-03,9982000.0,Active,5,-2.16
2231,1286,2025-10-14,10827000.0,Withdrawn,93,-4.7
2232,4312,2025-10-07,12077000.0,Active,26,-3.59
2233,7315,2025-01-20,9555000.0,Withdrawn,88,1.5
2234,2384,2023-10-19,13031000.0,Active,57,-1.62
2235,3240,2025-09-05,13020000.0,Sold,73,-0.18
2236,2140,2025-01-13,14902000.0,Sold,106,-0.2
2237,6497,2024-03-17,11806000.0,Active,5,-6.76
2238,6715,2025-08-25,16373000.0,Active,82,-3.48
2239,7739,2024-05-10,10181000.0,Sold,105,1.69
2240,6960,2025-07-19,16287000.0,Sold,111,-3.67
2241,1705,2026-04-05,12164000.0,Active,58,-1.99
2242,6925,2026-07-27,8815000.0,Active,103,-2.18
2243,363,2024-11-18,13730000.0,Active,132,-1.33
2244,2605,2023-12-13,15219000.0,Sold,100,-1.01
2245,7513,2024-09-10,16936000.0,Active,77,0.24
2246,1717,2026-06-12,11811000.0,Sold,112,-4.15
2247,5290,2024-07-11,10080000.0,Expired,6,0.03
2248,4452,2025-10-26,10153000.0,Active,10,-0.82
2249,4287,2024-10-16,10096000.0,Sold,26,-1.56
2250,3739,2025-04-10,11739000.0,Expired,84,-0.76
2251,2470,2026-07-29,14051000.0,Sold,170,-2.37
2252,4796,2026-03-30,9645000.0,Active,97,-0.68
2253,6151,2024-10-26,15285000.0,Sold,76,-5.2
2254,6277,2025-02-20,6237000.0,Sold,127,-4.22
2255,7915,2025-04-12,14136000.0,Sold,24,1.92
2256,557,2025-11-27,21977000.0,Active,66,-2.42
2257,826,2025-11-14,3161000.0,Sold,14,-5.82
2258,2809,2025-09-20,9950000.0,Active,91,4.2
2259,5151,2026-07-02,16503000.0,Sold,147,-3.8
2260,6679,2026-06-18,7855000.0,Expired,121,1.52
2261,4522,2025-06-25,10021000.0,Sold,83,-4.6
2262,7562,2024-02-21,8110000.0,Sold,92,-2.47
2263,2720,2026-07-20,20922000.0,Active,57,2.23
2264,6507,2025-06-12,10318000.0,Active,90,-0.71
2265,3509,2026-08-03,9153000.0,Sold,43,-3.74
2266,3742,2026-04-20,10403000.0,Sold,110,-2.11
2267,1575,2025-11-23,6795000.0,Expired,54,-5.9
2268,3999,2025-09-03,11762000.0,Sold,91,0.74
2269,2130,2026-01-08,10951000.0,Active,19,-4.13
2270,2404,2025-08-01,16726000.0,Sold,123,-0.73
2271,3330,2026-05-12,14020000.0,Sold,142,-1.68
2272,7886,2024-09-17,9294000.0,Active,136,2.24
2273,589,2025-03-12,5463000.0,Active,96,-5.07
2274,2013,2024-11-30,14259000.0,Sold,39,-0.44
2275,1548,2025-10-03,12642000.0,Expired,13,-6.69
2276,295,2024-11-19,14129000.0,Expired,71,-5.77
2277,1986,2023-11-22,7928000.0,Sold,128,2.99
2278,5344,2025-08-20,9204000.0,Sold,145,-2.14
2279,5645,2024-06-14,17000000.0,Expired,18,-0.23
2280,3118,2026-03-08,4909000.0,Sold,66,1.84
2281,1691,2026-07-23,22672000.0,Active,120,0.38
2282,1137,2024-04-25,14203000.0,Active,78,3.39
2283,5353,2025-08-07,9017000.0,Expired,57,2.32
2284,2065,2026-03-29,10318000.0,Sold,127,1.47
2285,4456,2025-04-07,21684000.0,Active,73,-2.44
2286,7391,2025-04-07,8788000.0,Sold,5,-1.03
2287,7010,2023-12-30,10786000.0,Active,90,0.74
2288,4796,2025-05-15,9645000.0,Sold,53,-8.85
2289,4544,2024-03-15,12871000.0,Active,85,-6.55
2290,7000,2025-01-14,18566000.0,Sold,43,-2.28
2291,6509,2025-05-22,14525000.0,Expired,73,-6.32
2292,4771,2026-01-17,12757000.0,Sold,46,0.03
2293,1008,2025-07-27,9480000.0,Active,137,3.99
2294,5446,2026-01-01,11309000.0,Sold,5,-1.76
2295,2515,2024-03-30,4932000.0,Active,97,-2.19
2296,6558,2026-07-13,16393000.0,Sold,5,0.42
2297,3527,2025-06-10,14052000.0,Active,27,-1.4
2298,4682,2025-12-27,8254000.0,Sold,103,-2.5
2299,5353,2025-07-12,9017000.0,Sold,114,-5.0
2300,1248,2025-06-18,7514000.0,Sold,58,-2.38
2301,5090,2026-01-20,13889000.0,Sold,140,-1.54
2302,3903,2023-11-27,16231000.0,Sold,47,-1.06
2303,1436,2025-08-27,8831000.0,Sold,113,-5.29
2304,572,2024-02-08,10509000.0,Sold,130,-0.25
2305,2383,2026-06-04,8326000.0,Sold,58,-0.83
2306,1246,2023-09-19,8982000.0,Sold,17,0.24
2307,2085,2024-10-15,9997000.0,Withdrawn,5,-1.26
2308,5085,2023-12-02,10771000.0,Expired,101,-5.36
2309,278,2025-12-04,9957000.0,Withdrawn,196,-0.27
2310,5316,2024-03-04,13516000.0,Withdrawn,5,-3.32
2311,7060,2023-08-26,4411000.0,Active,68,-7.18
2312,1888,2024-02-04,17144000.0,Withdrawn,95,-6.17
2313,4580,2025-05-16,6897000.0,Withdrawn,119,-9.48
2314,1266,2024-09-21,15738000.0,Expired,50,-1.9
2315,7492,2024-04-13,9693000.0,Expired,69,2.36
2316,4827,2026-06-02,7932000.0,Expired,57,-4.9
2317,6336,2024-05-11,12855000.0,Sold,5,2.4
2318,1041,2026-02-10,6922000.0,Withdrawn,81,-4.08
2319,6668,2025-07-18,14253000.0,Expired,73,-2.2
2320,918,2025-09-09,11295000.0,Withdrawn,88,-1.76
2321,6545,2025-09-02,9976000.0,Active,115,-0.05
2322,886,2024-07-04,9099000.0,Expired,152,-2.23
2323,2753,2023-08-25,16834000.0,Expired,20,-3.87
2324,22,2025-04-17,9272000.0,Sold,81,-5.86
2325,4570,2023-11-15,12358000.0,Expired,34,-0.2
2326,3192,2025-02-01,13232000.0,Active,62,-3.55
2327,6354,2024-03-08,18332000.0,Active,128,7.03
2328,2354,2023-12-31,23321000.0,Sold,56,-2.65
2329,7438,2025-06-01,6694000.0,Active,129,-0.43
2330,4800,2024-11-29,21926000.0,Expired,120,-0.91
2331,687,2024-03-12,14498000.0,Sold,34,0.91
2332,285,2026-02-18,9119000.0,Expired,85,-4.04
2333,4812,2024-03-07,16897000.0,Active,123,-0.69
2334,3748,2024-09-04,17202000.0,Active,100,1.53
2335,763,2023-09-08,17424000.0,Active,163,-3.15
2336,5347,2026-03-06,14091000.0,Active,129,-1.44
2337,5044,2024-05-14,8905000.0,Active,79,2.03
2338,2429,2025-08-15,15778000.0,Active,72,-2.36
2339,2508,2025-01-01,6944000.0,Sold,40,-3.5
2340,5127,2025-07-16,6213000.0,Sold,123,3.95
2341,29,2024-10-30,8140000.0,Expired,32,-4.16
2342,907,2025-05-11,14396000.0,Active,106,-3.3
2343,3105,2025-09-13,11139000.0,Sold,68,-2.86
2344,7814,2023-08-28,20526000.0,Expired,89,-5.07
2345,7023,2023-08-26,10409000.0,Active,113,1.84
2346,6223,2023-12-13,13360000.0,Sold,51,1.49
2347,4000,2025-05-18,14257000.0,Expired,59,-6.01
2348,2995,2026-08-17,18070000.0,Active,113,2.23
2349,2507,2025-11-17,10720000.0,Active,86,-0.7
2350,4666,2026-06-27,14908000.0,Sold,65,-0.45
2351,6103,2024-10-05,14522000.0,Sold,5,-0.42
2352,3610,2024-08-29,14097000.0,Sold,54,-4.76
2353,3554,2026-07-06,9960000.0,Sold,124,-0.51
2354,1454,2024-04-08,15432000.0,Sold,151,-5.62
2355,4834,2025-11-27,10149000.0,Active,87,0.31
2356,3357,2026-06-14,14806000.0,Withdrawn,111,-3.5
2357,516,2026-03-08,15615000.0,Sold,41,-1.01
2358,6097,2025-03-22,5395000.0,Active,79,0.36
2359,7267,2024-05-27,15148000.0,Expired,79,-1.54
2360,6541,2024-04-15,17668000.0,Active,5,-4.55
2361,7657,2026-03-23,17275000.0,Expired,128,1.83
2362,39,2026-05-12,17449000.0,Sold,46,-0.29
2363,3343,2025-01-28,11058000.0,Sold,103,-3.22
2364,887,2024-10-01,21397000.0,Active,30,1.01
2365,2845,2023-11-07,13524000.0,Sold,49,-1.68
2366,2205,2024-06-27,18216000.0,Sold,19,-2.75
2367,1099,2025-02-10,17632000.0,Withdrawn,137,2.34
2368,7028,2024-12-09,18889000.0,Withdrawn,91,2.82
2369,1824,2023-12-24,14158000.0,Sold,79,-0.09
2370,3202,2025-01-10,13498000.0,Withdrawn,56,2.11
2371,5807,2025-07-06,10641000.0,Withdrawn,63,-1.46
2372,5070,2026-04-30,16896000.0,Active,45,-1.25
2373,3156,2025-09-14,11629000.0,Sold,110,-5.0
2374,3094,2024-12-27,9790000.0,Withdrawn,98,-1.67
2375,3531,2024-01-13,10549000.0,Active,172,2.25
2376,5659,2024-01-21,10543000.0,Sold,61,-1.79
2377,3779,2026-07-15,7258000.0,Sold,99,-3.71
2378,2897,2026-05-09,10120000.0,Sold,64,-1.45
2379,3454,2026-03-01,6839000.0,Expired,32,-3.86
2380,6892,2023-10-17,7707000.0,Sold,94,2.03
2381,3512,2025-07-03,14748000.0,Active,30,-1.89
2382,7772,2025-08-08,13937000.0,Withdrawn,29,-0.53
2383,989,2025-10-31,11651000.0,Expired,145,1.49
2384,4117,2025-03-11,5875000.0,Active,97,-0.78
2385,6447,2026-03-20,11335000.0,Sold,86,-2.37
2386,4965,2025-04-08,11158000.0,Sold,125,-2.16
2387,4027,2025-10-24,11655000.0,Sold,105,-1.36
2388,4180,2024-06-25,11818000.0,Sold,142,-5.15
2389,7942,2025-10-09,11406000.0,Active,109,1.51
2390,1683,2025-07-23,13052000.0,Expired,55,-5.98
2391,6073,2024-03-02,13984000.0,Sold,28,-1.85
2392,7621,2024-03-31,26426000.0,Sold,117,4.2
2393,5507,2023-12-22,13154000.0,Active,5,-2.47
2394,5627,2025-08-19,12305000.0,Sold,12,-3.81
2395,7425,2023-09-02,6021000.0,Sold,92,-4.95
2396,4666,2024-10-03,14908000.0,Active,81,-2.58
2397,3964,2025-06-07,16138000.0,Active,5,-2.72
2398,934,2025-10-06,16261000.0,Sold,72,0.2
2399,3599,2024-03-02,9601000.0,Active,5,-1.12
2400,3234,2025-09-22,11548000.0,Active,97,-4.19
2401,1981,2025-04-09,11057000.0,Withdrawn,105,-3.58
2402,7331,2024-01-19,14679000.0,Sold,146,-4.22
2403,1856,2025-11-03,11514000.0,Active,76,-2.78
2404,3057,2024-09-06,15145000.0,Sold,57,-2.02
2405,793,2025-10-07,13050000.0,Sold,5,0.83
2406,792,2024-10-14,19256000.0,Active,15,-8.77
2407,7692,2024-09-18,22189000.0,Expired,48,-1.69
2408,1810,2025-08-07,14028000.0,Sold,53,-0.49
2409,5391,2023-10-06,11033000.0,Sold,81,-1.7
2410,6636,2024-02-15,14706000.0,Sold,6,2.95
2411,2256,2024-04-17,12768000.0,Expired,92,-0.74
2412,3611,2023-12-06,11818000.0,Sold,147,-5.32
2413,1608,2025-01-13,14731000.0,Withdrawn,149,0.54
2414,5180,2024-09-02,9004000.0,Active,11,-4.97
2415,6574,2024-07-02,14249000.0,Expired,86,-2.97
2416,985,2025-03-21,11818000.0,Active,5,-0.85
2417,5777,2026-05-08,6215000.0,Sold,15,2.14
2418,3677,2024-04-11,13328000.0,Withdrawn,42,-0.08
2419,3381,2026-04-22,9848000.0,Active,71,0.38
2420,520,2025-02-11,9178000.0,Expired,73,-4.56
2421,591,2023-09-18,14221000.0,Withdrawn,40,-4.69
2422,1051,2025-11-18,6328000.0,Active,60,-6.12
2423,5806,2023-11-19,13280000.0,Sold,32,0.57
2424,3634,2024-12-20,13392000.0,Expired,41,3.67
2425,6132,2023-12-19,15680000.0,Sold,61,8.17
2426,6343,2026-01-16,13220000.0,Active,5,-2.52
2427,6531,2026-08-05,5550000.0,Sold,57,0.57
2428,4445,2025-01-14,15297000.0,Active,64,-2.09
2429,960,2026-02-13,9715000.0,Active,137,-0.36
2430,6060,2025-03-30,7577000.0,Expired,5,-1.95
2431,693,2025-11-04,7007000.0,Expired,119,0.8
2432,5656,2026-06-29,7333000.0,Active,15,-2.68
2433,3900,2023-08-27,10010000.0,Active,83,-4.07
2434,4474,2024-08-04,21928000.0,Expired,139,-3.31
2435,2947,2024-08-19,19511000.0,Sold,93,1.84
2436,7060,2025-02-25,4411000.0,Active,106,-1.78
2437,7726,2026-04-04,15170000.0,Active,127,-6.12
2438,527,2025-11-23,10763000.0,Withdrawn,100,-3.27
2439,3225,2024-12-05,11961000.0,Sold,34,-0.29
2440,6878,2024-05-02,10182000.0,Active,75,-0.37
2441,2254,2023-09-06,14982000.0,Withdrawn,8,-1.58
