rental_id,property_id,rental_date,monthly_rent,vacancy_days,lease_duration
1602,5213,2026-05-07,47200.0,32,12
1603,4865,2024-03-03,53400.0,25,11
1604,2774,2025-12-20,17100.0,9,11
1605,2252,2024-11-19,16600.0,17,12
1606,5711,2024-02-24,8400.0,27,24
1607,3195,2023-04-13,19900.0,11,11
1608,984,2023-04-17,39000.0,31,24
1609,5056,2024-06-10,27200.0,41,12
1610,5318,2023-08-04,16900.0,25,11
1611,3515,2025-09-07,35700.0,27,11
1612,701,2023-07-09,45500.0,53,11
1613,4340,2023-03-18,20000.0,37,11
1614,3787,2025-10-24,22300.0,49,11
1615,344,2025-05-03,38200.0,25,12
1616,6762,2023-10-19,13700.0,33,24
1617,5297,2023-05-11,38600.0,12,12
1618,1762,2023-07-10,41300.0,14,12
1619,5601,2022-12-18,19500.0,38,11
1620,6849,2025-03-12,30300.0,2,24
1621,4526,2026-04-27,27400.0,31,11
1622,1832,2023-03-11,26000.0,15,24
1623,1798,2024-03-07,19100.0,0,11
1624,3292,2022-10-26,23800.0,1,12
1625,1008,2022-09-18,20400.0,21,11
1626,2313,2025-12-11,40100.0,29,11
1627,2536,2025-01-20,31900.0,14,12
1628,969,2024-03-15,36500.0,32,11
1629,735,2026-04-02,22700.0,20,11
1630,3472,2025-05-24,33600.0,34,11
1631,2124,2025-01-12,42100.0,22,11
1632,2778,2024-05-27,30200.0,29,12
1633,2383,2023-01-11,21100.0,48,11
1634,3459,2023-10-25,22000.0,35,11
1635,4628,2023-04-06,47500.0,9,11
1636,1533,2023-03-10,19100.0,38,36
1637,288,2023-02-27,53700.0,42,11
1638,7465,2023-11-04,18800.0,20,24
1639,3579,2024-04-06,7100.0,40,12
1640,7340,2024-10-19,47400.0,18,11
1641,2110,2025-09-16,44600.0,24,11
1642,782,2026-04-03,50800.0,28,11
1643,6878,2024-01-26,31400.0,16,11
1644,5613,2023-08-06,18100.0,47,12
1645,7496,2023-05-04,35700.0,37,12
1646,3129,2024-04-04,52800.0,20,24
1647,4389,2025-01-18,41800.0,6,24
1648,6788,2024-07-13,35300.0,19,11
1649,5197,2026-08-06,21700.0,22,11
1650,5349,2022-08-27,37300.0,13,11
1651,2209,2023-07-09,18100.0,24,11
1652,3374,2023-02-20,59100.0,39,12
1653,5921,2024-01-20,40000.0,12,24
1654,964,2022-10-07,23900.0,0,12
1655,5038,2023-06-30,37200.0,14,11
1656,7972,2025-12-27,26700.0,11,11
1657,6143,2024-12-23,20800.0,0,12
1658,3417,2024-08-19,46000.0,10,11
1659,7220,2023-11-04,38300.0,27,12
1660,4244,2025-10-02,16600.0,39,12
1661,7971,2025-12-01,41000.0,17,12
1662,5007,2022-08-31,29500.0,36,12
1663,4984,2023-03-28,27600.0,2,11
1664,1514,2024-04-21,29200.0,13,11
1665,1944,2025-04-26,22800.0,38,11
1666,6438,2022-10-30,55400.0,0,12
1667,3534,2024-12-09,31600.0,31,11
1668,4158,2025-03-16,22100.0,44,24
1669,6361,2023-06-25,48800.0,13,36
1670,55,2025-02-09,47600.0,34,11
1671,7801,2024-08-04,27400.0,25,11
1672,1865,2024-07-31,23400.0,33,24
1673,5416,2025-01-18,22800.0,15,11
1674,3546,2022-08-23,65300.0,25,24
1675,7672,2025-03-20,58400.0,1,11
1676,3151,2023-05-15,18800.0,41,24
1677,848,2024-12-16,57500.0,26,11
1678,4512,2024-01-01,28000.0,21,11
1679,2869,2023-01-12,20600.0,14,11
1680,6079,2023-03-21,26400.0,23,12
1681,6231,2025-12-31,44300.0,9,11
1682,6230,2024-02-21,28600.0,0,24
1683,2545,2025-07-03,53500.0,14,24
1684,6011,2023-10-04,51300.0,52,12
1685,330,2024-08-08,42800.0,14,11
1686,7375,2024-09-09,39400.0,13,12
1687,7055,2024-02-09,28800.0,16,11
1688,3391,2026-07-06,40400.0,26,11
1689,3381,2023-11-14,31500.0,35,11
1690,6867,2025-07-17,28000.0,21,24
1691,7372,2024-12-13,34800.0,29,12
1692,7935,2025-02-13,47800.0,33,36
1693,3760,2026-03-24,32800.0,33,24
1694,3126,2023-07-17,30600.0,37,11
1695,5504,2023-10-11,19600.0,39,11
1696,7743,2025-10-02,58700.0,1,36
1697,2191,2025-07-17,29500.0,38,24
1698,5323,2026-07-18,45500.0,24,12
1699,7399,2023-03-07,28000.0,33,36
1700,1341,2023-07-28,37400.0,20,11
1701,3269,2026-06-26,20800.0,22,12
1702,7108,2025-03-27,67400.0,16,24
1703,2594,2024-07-04,25000.0,19,11
1704,4076,2026-04-19,31700.0,10,12
1705,4652,2024-10-08,27800.0,24,11
1706,5742,2022-12-08,24200.0,25,24
1707,165,2023-12-17,48600.0,42,11
1708,4377,2023-10-17,27200.0,16,11
1709,6754,2025-07-27,39700.0,45,12
1710,5117,2025-12-26,35400.0,18,24
1711,7028,2024-05-29,32500.0,29,12
1712,838,2025-10-06,28500.0,31,12
1713,961,2023-02-08,53100.0,24,12
1714,6224,2023-10-26,27000.0,18,11
1715,6279,2025-08-29,23100.0,38,12
1716,4529,2023-06-02,34800.0,34,36
1717,788,2025-02-02,29500.0,46,24
1718,2247,2026-04-14,34900.0,34,11
1719,3232,2026-04-25,37100.0,40,24
1720,4339,2025-04-24,28100.0,15,12
1721,3781,2026-07-13,37700.0,42,11
1722,3536,2024-05-06,30100.0,20,11
1723,932,2024-04-25,52400.0,41,24
1724,5790,2024-05-06,31200.0,21,12
1725,1337,2022-11-13,26700.0,24,24
1726,6991,2023-05-05,15400.0,17,11
1727,4271,2024-07-08,52200.0,23,24
1728,522,2026-03-21,20900.0,22,12
1729,1964,2024-04-21,39300.0,33,12
1730,7109,2023-02-18,41600.0,49,11
1731,7001,2025-10-08,46600.0,32,36
1732,6162,2023-04-10,22800.0,5,11
1733,3679,2022-12-24,25700.0,27,36
1734,4949,2025-06-08,27300.0,19,24
1735,7320,2023-12-02,34800.0,41,24
1736,1440,2024-10-27,15400.0,0,12
1737,4910,2024-04-05,50800.0,26,12
1738,4671,2022-12-06,59300.0,33,11
1739,3268,2025-07-08,27000.0,0,12
1740,4595,2022-11-15,34300.0,22,11
1741,1590,2023-02-28,41300.0,41,12
1742,6541,2022-11-29,56700.0,53,11
1743,820,2023-02-02,25000.0,36,12
1744,5142,2024-07-19,19100.0,22,12
1745,1307,2024-10-27,42000.0,12,11
1746,5978,2026-05-05,29600.0,29,12
1747,5112,2022-09-24,12700.0,54,24
1748,7547,2025-02-24,15200.0,39,24
1749,5287,2024-07-18,41800.0,14,36
1750,7235,2024-05-05,37400.0,57,36
1751,6111,2023-12-22,22900.0,23,12
1752,5742,2023-03-05,25900.0,11,11
1753,3662,2023-06-05,28500.0,31,12
1754,2968,2024-07-30,45600.0,30,11
1755,1418,2024-10-15,32300.0,34,12
1756,5520,2024-12-22,44300.0,9,12
1757,4794,2022-12-02,29300.0,22,11
1758,2823,2023-03-09,38700.0,20,12
1759,7479,2025-11-28,26500.0,5,11
1760,2738,2024-09-13,40500.0,51,24
1761,2152,2023-10-09,19800.0,39,36
1762,4319,2024-09-06,20800.0,24,11
1763,4939,2024-04-15,24200.0,36,11
1764,2830,2026-04-12,37300.0,0,36
1765,4045,2022-12-20,19500.0,32,11
1766,3262,2023-10-11,32300.0,4,36
1767,3360,2023-03-30,38000.0,41,11
1768,2630,2023-11-18,52300.0,17,11
1769,4722,2022-09-20,19400.0,9,24
1770,2656,2022-10-01,31000.0,38,24
1771,4127,2025-08-14,22500.0,24,11
1772,238,2024-06-12,15800.0,24,11
1773,1333,2023-12-24,53500.0,20,11
1774,3513,2026-04-08,16700.0,33,12
1775,7522,2024-11-29,24700.0,8,11
1776,6002,2024-10-13,30600.0,43,12
1777,1330,2026-04-07,20000.0,16,24
1778,7556,2023-03-24,53000.0,38,11
1779,2597,2023-08-10,45500.0,46,11
1780,2096,2025-06-03,30300.0,21,11
1781,6955,2023-06-18,27500.0,24,11
1782,445,2023-09-03,30400.0,20,11
1783,2121,2024-01-05,24000.0,21,11
1784,3256,2025-04-08,17000.0,17,11
1785,2715,2024-08-22,36200.0,33,36
1786,3886,2024-02-26,12600.0,36,12
1787,820,2025-01-31,27300.0,41,11
1788,75,2023-02-21,54000.0,0,11
1789,7133,2024-07-19,32800.0,13,11
1790,7467,2026-06-29,56500.0,14,12
1791,2224,2025-06-27,20400.0,34,11
1792,4015,2023-01-17,38500.0,33,12
1793,2134,2025-04-08,20300.0,33,12
1794,5597,2023-06-10,28000.0,0,12
1795,41,2025-05-13,27400.0,18,12
1796,7229,2024-04-14,79900.0,54,36
1797,2126,2024-11-29,34100.0,11,24
1798,7338,2026-03-01,22700.0,18,11
1799,5920,2023-12-30,47100.0,15,24
1800,7474,2023-06-23,21500.0,0,11
1801,7295,2024-09-23,34800.0,22,36
1802,5620,2022-10-19,18100.0,37,11
1803,4789,2023-01-10,42700.0,3,12
1804,1658,2023-09-25,28000.0,30,11
1805,7957,2026-02-12,52900.0,46,36
1806,344,2025-11-22,37700.0,11,11
1807,4146,2025-11-06,51800.0,28,11
1808,2119,2023-04-16,35800.0,28,12
1809,7610,2024-05-06,28700.0,15,24
1810,656,2023-10-21,50200.0,18,11
1811,4934,2024-05-10,14600.0,13,11
1812,4363,2026-02-04,24900.0,14,11
1813,619,2026-02-21,49100.0,29,12
1814,6548,2026-02-13,48500.0,40,36
1815,5993,2024-02-09,37100.0,23,11
1816,6265,2025-11-08,28400.0,0,24
1817,7116,2024-08-01,38600.0,18,11
1818,459,2026-08-10,33100.0,11,12
1819,3023,2023-11-24,9000.0,46,11
1820,1746,2024-01-06,26300.0,53,11
1821,3556,2026-06-25,41100.0,6,24
1822,3040,2026-04-09,29500.0,32,12
1823,3100,2024-08-03,16300.0,29,12
1824,7801,2025-12-21,28300.0,28,11
1825,4905,2025-04-28,25800.0,56,24
1826,2740,2023-11-21,40100.0,40,11
1827,3714,2025-08-21,13200.0,4,12
1828,5818,2025-02-01,47900.0,21,11
1829,4321,2026-07-18,62000.0,8,12
1830,3139,2023-09-04,47900.0,29,11
1831,6066,2024-05-25,36200.0,10,36
1832,1417,2023-10-22,36400.0,15,11
1833,3864,2024-05-03,67500.0,12,36
1834,2932,2023-04-17,23400.0,42,11
1835,4896,2025-11-21,67400.0,29,11
1836,3446,2024-12-11,17400.0,15,11
1837,5613,2025-06-19,18800.0,23,12
1838,5001,2025-12-15,22000.0,53,24
1839,4218,2022-09-20,33700.0,45,11
1840,149,2024-04-05,41300.0,16,12
1841,3941,2023-03-09,15400.0,38,11
1842,5536,2022-08-28,13800.0,40,11
1843,2103,2024-04-14,39700.0,43,11
1844,7837,2023-02-25,37400.0,7,36
1845,6966,2024-11-26,42600.0,24,11
1846,1164,2023-12-10,41900.0,29,11
1847,187,2024-10-07,30000.0,30,11
1848,2918,2023-12-20,53200.0,63,11
1849,7037,2023-01-27,36700.0,18,36
1850,1278,2025-11-27,38800.0,22,24
1851,1364,2022-11-07,27500.0,27,12
1852,4287,2024-04-27,41400.0,28,12
1853,4244,2023-02-20,17000.0,8,24
1854,6911,2024-06-03,72600.0,45,11
1855,2772,2024-04-21,47100.0,17,11
1856,4963,2024-08-08,42400.0,10,12
1857,4605,2025-01-08,33800.0,12,24
1858,6343,2023-07-24,45100.0,0,12
1859,7635,2023-11-29,31100.0,0,24
1860,5529,2022-09-20,37200.0,36,24
1861,1825,2024-05-25,60300.0,41,36
1862,7874,2025-09-29,22300.0,1,11
1863,763,2023-08-31,49700.0,23,11
1864,7469,2026-02-21,54800.0,0,24
1865,7792,2026-02-05,33900.0,39,11
1866,1801,2022-12-04,27200.0,7,12
1867,7566,2024-12-07,48300.0,23,12
1868,7816,2023-11-02,36200.0,1,24
1869,4011,2026-02-09,19400.0,16,11
1870,7254,2025-04-05,69500.0,9,12
1871,7832,2026-03-28,46500.0,28,11
1872,4564,2023-05-18,42800.0,22,12
1873,6251,2025-10-13,35500.0,36,11
1874,489,2023-10-21,33000.0,21,12
1875,6477,2024-08-09,17000.0,33,12
1876,154,2024-10-31,22900.0,40,36
1877,7775,2026-01-23,38600.0,28,24
1878,1559,2026-05-16,47400.0,24,36
1879,2167,2025-06-06,36000.0,23,11
1880,7005,2025-07-21,41400.0,25,24
1881,2394,2022-08-29,35500.0,42,11
1882,5251,2026-04-11,44100.0,28,12
1883,5884,2026-07-10,17300.0,16,11
1884,1268,2025-07-11,16500.0,61,12
1885,61,2024-06-27,19100.0,30,11
1886,956,2026-02-21,23800.0,44,24
1887,1676,2024-02-16,31200.0,16,36
1888,6314,2026-02-02,44300.0,10,11
1889,4214,2023-10-19,23200.0,5,11
1890,5273,2025-04-03,53500.0,22,11
1891,4322,2024-06-20,68600.0,34,12
1892,3653,2023-06-13,43100.0,31,36
1893,1280,2025-03-26,19000.0,27,11
1894,4299,2024-10-01,21000.0,31,11
1895,172,2023-01-03,25100.0,16,11
1896,1490,2024-06-11,57700.0,14,12
1897,3633,2025-05-10,40600.0,58,11
1898,4293,2026-06-03,68800.0,35,11
1899,7161,2026-07-29,26600.0,54,12
1900,6811,2023-03-18,31700.0,24,11
1901,2373,2023-08-10,51900.0,43,24
1902,1673,2024-05-30,47400.0,26,12
1903,3190,2025-07-23,17700.0,15,24
1904,4184,2023-04-05,17200.0,13,11
1905,7111,2022-11-09,38000.0,42,12
1906,3075,2024-11-25,57500.0,0,11
1907,5251,2025-06-12,45500.0,6,12
1908,332,2023-11-25,22800.0,21,11
1909,3725,2025-07-03,17400.0,22,36
1910,3985,2024-03-18,27000.0,30,11
1911,5739,2024-03-26,22900.0,37,24
1912,4201,2025-07-21,18700.0,27,24
1913,1372,2022-09-06,23700.0,26,12
1914,3748,2023-06-04,40100.0,1,12
1915,216,2025-02-25,50600.0,6,11
1916,341,2025-04-26,17100.0,21,24
1917,6020,2026-01-10,57500.0,31,11
1918,4156,2025-10-08,21600.0,32,11
1919,2768,2025-11-12,33600.0,42,36
1920,3228,2024-05-03,32000.0,37,24
1921,1789,2022-08-26,33300.0,8,12
1922,5727,2022-11-26,41400.0,19,11
1923,2474,2023-03-10,28900.0,16,11
1924,7273,2025-10-22,24800.0,34,11
1925,722,2023-03-29,25500.0,0,11
1926,5438,2025-12-02,31300.0,32,11
1927,7863,2025-12-30,23000.0,44,11
1928,6751,2026-03-14,38300.0,47,11
1929,5324,2025-07-06,60800.0,36,11
1930,5508,2024-09-14,46200.0,6,36
1931,3813,2024-08-24,21700.0,35,24
1932,3727,2023-09-16,42000.0,23,11
1933,4087,2024-03-08,27500.0,45,11
1934,496,2023-08-24,25500.0,22,11
1935,5780,2026-06-29,23900.0,5,12
1936,47,2024-10-21,27800.0,36,11
1937,3442,2023-06-14,25800.0,59,11
1938,4984,2025-08-23,27100.0,28,36
1939,5250,2024-04-28,45900.0,46,24
1940,4914,2024-06-09,52800.0,27,11
1941,404,2024-12-08,33700.0,19,11
1942,4083,2022-09-22,19900.0,26,11
1943,6038,2025-10-17,30200.0,9,11
1944,7278,2023-04-20,55700.0,27,11
1945,3233,2026-07-17,32900.0,15,11
1946,4449,2024-10-17,16100.0,13,36
1947,394,2024-04-03,32000.0,32,11
1948,3944,2025-07-12,36500.0,26,24
1949,4534,2025-03-09,22800.0,28,24
1950,638,2025-06-03,43600.0,26,12
1951,7845,2024-02-27,36200.0,10,24
1952,4328,2026-01-15,32300.0,35,12
1953,3000,2025-03-12,30600.0,30,12
1954,6978,2023-08-24,42800.0,26,36
1955,1556,2026-04-21,27200.0,19,12
1956,842,2026-03-13,66900.0,27,12
1957,4930,2026-02-20,18000.0,22,11
1958,1533,2025-01-11,17700.0,28,12
1959,6882,2022-09-24,21200.0,44,24
1960,3375,2026-07-29,35000.0,6,24
1961,5199,2026-04-21,32700.0,0,11
1962,2472,2023-10-02,28100.0,8,24
1963,952,2025-06-29,12600.0,22,12
1964,3114,2022-11-03,75600.0,2,11
1965,4601,2026-02-06,26600.0,40,12
1966,1498,2023-03-20,30600.0,28,11
1967,3645,2025-02-13,39700.0,42,12
1968,624,2025-09-08,62600.0,52,11
1969,5513,2023-01-03,44200.0,31,24
1970,7852,2024-11-20,29000.0,33,11
1971,1210,2023-06-30,27400.0,8,11
1972,3303,2022-10-31,31800.0,43,24
1973,7292,2025-03-31,46800.0,51,11
1974,2726,2026-03-12,20600.0,40,36
1975,6464,2022-08-21,24400.0,36,12
1976,5333,2023-01-25,24600.0,34,11
1977,131,2023-12-17,48700.0,41,36
1978,7099,2024-03-13,17900.0,10,36
1979,5409,2024-07-14,42100.0,47,12
1980,3054,2025-10-12,49400.0,56,11
1981,7283,2024-10-03,34900.0,35,11
1982,4378,2025-05-25,45100.0,22,12
1983,7280,2025-06-20,40900.0,14,11
1984,4563,2022-11-15,25400.0,0,12
1985,39,2026-02-22,50600.0,36,12
1986,7853,2023-07-02,29100.0,24,11
1987,4051,2024-09-23,19400.0,44,11
1988,6783,2024-09-02,65000.0,0,11
1989,3672,2025-03-10,46900.0,23,12
1990,5589,2025-07-18,22400.0,25,12
1991,7279,2022-10-11,30000.0,31,12
1992,938,2023-08-27,22100.0,18,11
1993,7721,2022-11-27,64600.0,32,24
1994,2831,2023-10-05,39800.0,21,12
1995,7482,2023-09-21,41000.0,15,12
1996,4205,2022-11-21,28400.0,14,24
1997,500,2024-04-03,33000.0,30,11
1998,5668,2026-03-17,42000.0,18,36
1999,1159,2023-12-29,41600.0,32,11
2000,7189,2025-05-19,15800.0,0,36
2001,3605,2025-12-19,39700.0,37,11
2002,313,2023-05-25,16800.0,28,12
2003,751,2025-03-03,22200.0,29,11
2004,3321,2023-01-17,36200.0,28,11
2005,554,2024-09-10,28200.0,42,36
2006,2515,2023-07-03,13300.0,18,12
2007,4450,2023-11-16,30300.0,57,24
2008,4964,2023-11-30,20200.0,16,12
2009,1845,2024-08-27,18800.0,23,36
2010,3292,2023-06-03,24500.0,28,11
2011,5514,2025-02-17,43400.0,15,11
2012,7741,2022-09-06,33800.0,26,24
2013,5851,2026-04-28,48500.0,18,12
2014,3898,2024-09-12,22000.0,47,36
2015,6137,2023-11-27,52500.0,2,11
2016,7360,2023-10-05,31100.0,31,12
2017,829,2023-01-27,41000.0,20,12
2018,4218,2025-12-30,31800.0,27,11
2019,5167,2024-06-08,40900.0,8,24
2020,2076,2023-09-07,41800.0,16,11
2021,4677,2022-12-31,22400.0,18,11
2022,4517,2026-05-05,25200.0,32,11
2023,246,2022-10-13,42200.0,9,12
2024,4951,2026-03-10,21900.0,28,36
2025,4900,2025-10-17,39000.0,17,24
2026,274,2025-04-05,43400.0,16,11
2027,3595,2024-04-02,25500.0,17,36
2028,1810,2025-01-21,51000.0,47,12
2029,1290,2025-05-29,40600.0,38,36
2030,2477,2025-03-20,49800.0,10,36
2031,4465,2023-06-14,25200.0,0,11
2032,7221,2025-06-10,28300.0,44,11
2033,938,2024-05-17,22700.0,47,36
2034,3513,2023-01-22,17900.0,17,12
2035,4539,2024-09-11,45000.0,29,11
2036,4588,2024-03-10,17600.0,24,12
2037,2682,2026-07-23,28300.0,35,12
2038,3848,2024-09-13,29900.0,23,24
2039,2095,2024-04-28,42100.0,19,11
2040,3584,2022-12-22,45700.0,29,12
2041,1193,2024-12-01,18200.0,0,11
2042,379,2025-12-09,48500.0,36,11
2043,7998,2024-03-05,51100.0,17,12
2044,2077,2024-01-22,25400.0,8,11
2045,6605,2025-07-30,55400.0,28,11
2046,146,2024-09-19,32900.0,21,36
2047,6204,2025-04-16,43800.0,26,11
2048,4492,2023-04-10,23900.0,7,11
2049,7993,2022-11-23,33300.0,25,24
2050,435,2026-02-10,32000.0,31,12
2051,717,2025-07-06,52000.0,6,11
2052,7244,2026-02-03,27000.0,17,12
2053,6221,2023-12-19,21700.0,17,24
2054,2690,2026-07-20,31500.0,8,24
2055,4598,2023-06-18,41800.0,27,11
2056,7111,2023-05-23,39800.0,32,24
2057,7667,2024-01-22,41200.0,0,11
2058,981,2024-10-15,19900.0,33,11
2059,7461,2024-12-26,44600.0,8,11
2060,2284,2024-04-27,21400.0,10,11
2061,2086,2024-05-23,19800.0,38,11
2062,1870,2023-03-27,31100.0,25,36
2063,2154,2024-02-11,40400.0,45,11
2064,4162,2024-02-03,24200.0,29,36
2065,956,2023-08-04,23400.0,19,11
2066,7703,2023-08-16,26900.0,31,24
2067,4913,2025-04-04,34500.0,40,11
2068,822,2025-09-18,42200.0,30,12
2069,1495,2024-09-01,26900.0,58,24
2070,7642,2023-10-06,50700.0,27,12
2071,5542,2024-03-08,37300.0,28,12
2072,3498,2025-04-09,26400.0,18,11
2073,11,2023-01-04,27300.0,8,11
2074,5296,2026-04-03,24800.0,36,11
2075,1910,2025-06-08,39600.0,19,24
2076,6503,2023-12-22,33100.0,38,11
2077,7474,2022-10-22,22700.0,25,24
2078,6852,2025-05-11,21500.0,30,24
2079,4977,2024-10-16,24400.0,5,11
2080,5813,2023-09-15,20100.0,30,12
2081,5826,2024-05-02,24000.0,19,24
2082,7988,2024-10-28,48600.0,21,36
2083,7901,2025-01-19,41900.0,18,11
2084,5550,2023-06-19,26200.0,19,11
2085,902,2025-11-22,24400.0,22,12
2086,7565,2025-09-27,36700.0,6,12
2087,3648,2022-08-29,42100.0,38,12
2088,1420,2025-10-15,29100.0,14,12
2089,3484,2023-12-31,52300.0,52,12
2090,7428,2023-04-07,28700.0,42,11
2091,4424,2025-12-08,34800.0,51,11
2092,840,2023-05-08,42600.0,47,11
2093,2316,2025-08-25,46900.0,9,12
2094,954,2024-05-09,72500.0,18,12
2095,2863,2024-11-15,24100.0,28,11
2096,2609,2025-03-22,46800.0,10,11
2097,6539,2023-08-27,26300.0,33,12
2098,6134,2022-11-29,50500.0,14,36
2099,3936,2024-02-12,56300.0,37,12
2100,7843,2025-08-03,24000.0,19,11
2101,1837,2022-11-17,23600.0,19,12
2102,54,2023-11-30,25400.0,49,24
2103,7368,2026-02-18,69100.0,18,11
2104,739,2024-02-12,21800.0,36,36
2105,2797,2023-11-01,25000.0,40,24
2106,5763,2023-01-22,48300.0,33,11
2107,3246,2023-08-03,34000.0,15,12
2108,5254,2025-11-06,33300.0,50,12
2109,1957,2024-07-02,41000.0,27,12
2110,5997,2023-05-25,61700.0,39,36
2111,1632,2026-04-18,28100.0,47,11
2112,1958,2024-10-09,38900.0,0,36
2113,7815,2024-11-21,37300.0,20,36
2114,2520,2024-07-09,58200.0,31,11
2115,2798,2026-03-06,14800.0,14,11
2116,865,2026-01-01,16600.0,32,12
2117,2155,2025-03-10,30800.0,42,24
2118,7466,2025-09-11,36300.0,35,12
2119,6493,2023-07-12,31500.0,12,12
2120,3,2026-02-03,52600.0,1,11
2121,4355,2026-01-04,43000.0,29,11
2122,4163,2026-06-08,45800.0,29,12
2123,4987,2025-10-22,32500.0,37,11
2124,7441,2024-07-05,56400.0,5,11
2125,910,2026-04-24,33300.0,28,12
2126,2074,2026-06-08,49500.0,33,12
2127,3236,2023-02-05,50100.0,0,12
2128,2428,2026-02-23,42100.0,2,12
2129,4781,2024-08-21,49300.0,0,11
2130,1977,2023-03-12,56800.0,33,12
2131,1411,2023-02-23,36300.0,18,12
2132,3767,2025-07-25,75400.0,38,11
2133,1318,2025-03-30,42300.0,24,11
2134,1677,2026-04-27,29600.0,11,36
2135,5160,2023-06-05,64500.0,8,11
2136,7646,2025-10-02,7700.0,22,11
2137,2741,2022-11-17,26600.0,0,11
2138,1006,2024-05-27,25600.0,55,24
2139,7867,2022-12-19,25500.0,6,24
2140,7977,2022-12-04,46700.0,20,11
2141,1246,2025-12-10,22800.0,12,36
2142,5128,2025-07-01,29300.0,33,24
2143,7031,2023-10-01,46200.0,44,11
2144,1386,2023-05-29,24700.0,40,11
2145,4365,2025-05-02,23000.0,9,24
2146,4722,2024-08-03,21400.0,26,12
2147,5705,2026-03-10,48700.0,20,11
2148,4229,2026-06-28,9600.0,28,12
2149,1595,2024-01-11,49300.0,20,12
2150,7583,2025-04-08,48500.0,23,11
2151,1449,2026-01-11,49600.0,45,11
2152,972,2025-05-26,55200.0,21,12
2153,7547,2024-06-03,15200.0,39,11
2154,1001,2024-07-06,39400.0,20,12
2155,7445,2025-08-30,37600.0,12,11
2156,992,2025-12-20,50700.0,23,24
2157,4227,2025-10-07,59900.0,41,12
2158,6609,2026-03-31,34000.0,2,11
2159,5491,2026-05-16,19700.0,23,11
2160,4065,2025-05-06,11600.0,23,24
2161,5414,2024-12-18,42300.0,36,36
2162,5845,2024-07-13,37900.0,42,12
2163,931,2024-02-20,45100.0,34,11
2164,4654,2025-06-21,19400.0,40,12
2165,37,2024-05-15,52800.0,17,11
2166,3470,2025-09-20,20100.0,25,11
2167,1749,2024-03-30,32800.0,28,24
2168,3092,2024-06-15,28300.0,26,24
2169,810,2023-10-26,18500.0,41,36
2170,4130,2025-01-23,64600.0,0,12
2171,5182,2025-07-11,10600.0,37,12
2172,4794,2024-02-22,26300.0,18,24
2173,5350,2026-01-19,37300.0,46,24
2174,3186,2023-05-31,48100.0,30,11
2175,1355,2025-10-01,23600.0,53,11
2176,6501,2022-09-12,24900.0,11,11
2177,320,2025-02-03,64700.0,33,12
2178,2448,2024-02-06,53300.0,60,24
2179,2210,2023-04-12,27600.0,14,12
2180,2806,2025-12-06,6700.0,0,12
2181,5563,2023-10-05,24800.0,16,11
2182,1627,2023-03-10,46200.0,9,11
2183,3186,2025-05-01,50400.0,32,11
2184,6110,2025-05-12,32600.0,0,11
2185,6312,2024-02-03,19200.0,31,36
2186,4022,2025-10-03,28100.0,8,11
2187,2040,2025-02-16,29800.0,23,11
2188,5993,2026-06-18,41000.0,11,11
2189,1342,2023-05-13,47400.0,13,36
2190,1313,2025-12-26,24700.0,5,11
2191,4412,2024-12-13,16800.0,16,11
2192,7468,2025-09-03,47900.0,15,12
2193,2435,2023-08-11,17500.0,32,12
2194,3319,2025-02-16,28900.0,24,11
2195,2187,2022-09-08,59500.0,28,36
2196,6634,2022-09-20,22700.0,6,24
2197,6859,2025-05-28,27600.0,37,24
2198,7897,2024-07-18,20800.0,13,24
2199,7110,2023-08-10,32300.0,27,12
2200,1742,2022-11-01,32500.0,38,12
2201,7075,2023-02-02,34900.0,20,11
2202,366,2024-08-09,22400.0,23,11
2203,2661,2025-03-12,21900.0,2,11
2204,7668,2023-02-02,47500.0,13,24
2205,1754,2026-04-07,45900.0,25,11
2206,5408,2023-12-13,40800.0,16,12
2207,4555,2025-08-12,38000.0,15,24
2208,4386,2023-01-07,40100.0,0,12
2209,3826,2022-11-29,21900.0,52,11
2210,2523,2025-06-20,48200.0,26,24
2211,4903,2026-04-09,27300.0,36,11
2212,6279,2024-04-23,23000.0,9,24
2213,6408,2022-10-03,58800.0,0,11
2214,565,2022-10-06,26900.0,48,24
2215,841,2024-03-28,38900.0,18,24
2216,2871,2024-11-15,22100.0,39,12
2217,5265,2025-07-03,28500.0,20,12
2218,6822,2025-04-24,18200.0,25,11
2219,4625,2026-01-05,49400.0,31,11
2220,7718,2026-04-10,14000.0,20,24
2221,2780,2025-01-09,34000.0,42,24
2222,6644,2026-02-01,24200.0,34,11
2223,3592,2026-04-22,14900.0,37,36
2224,3829,2023-06-13,52700.0,39,12
2225,1609,2023-11-28,48900.0,16,12
2226,4092,2024-08-30,44800.0,36,24
2227,2177,2025-06-27,63000.0,50,11
2228,2455,2024-01-25,43600.0,23,12
2229,3411,2026-03-18,58900.0,26,36
2230,598,2025-01-12,24200.0,39,12
2231,2056,2023-01-24,20300.0,9,12
2232,1582,2024-11-30,32600.0,35,24
2233,297,2024-07-09,35900.0,27,11
2234,2029,2022-12-31,54500.0,4,12
2235,5463,2023-08-23,26500.0,44,12
2236,5767,2023-08-09,26700.0,0,36
2237,3192,2026-03-21,39700.0,17,11
2238,1728,2024-08-27,22300.0,19,11
2239,1164,2024-04-14,42800.0,9,24
