property_id,project_id,property_type,bedrooms,bathrooms,area_sqft,floor,total_floors,age_years,parking,furnishing,asking_price,monthly_rent
2266,127,Apartment,2,1,651,11,4,2,0,Fully-Furnished,5894000.0,18600.0
2267,214,Apartment,1,1,642,23,20,4,2,Semi-Furnished,6001000.0,13200.0
2268,411,Apartment,1,1,1061,14,14,0,1,Unfurnished,7158000.0,20700.0
2269,38,Studio,3,3,1109,22,6,2,0,Unfurnished,12767000.0,42600.0
2270,188,Apartment,3,2,1160,7,5,2,1,Semi-Furnished,10177000.0,30400.0
2271,83,Apartment,2,2,704,15,24,2,1,Semi-Furnished,6933000.0,17700.0
2272,217,Studio,3,3,1509,7,7,4,1,Semi-Furnished,17536000.0,50200.0
2273,441,Apartment,2,1,1033,5,27,4,0,Fully-Furnished,13577000.0,47800.0
2274,104,Penthouse,1,1,576,2,9,1,1,Semi-Furnished,7831000.0,26800.0
2275,294,Row House,3,2,1365,22,23,2,1,Semi-Furnished,11303000.0,24900.0
2276,167,Penthouse,5,4,1869,19,28,1,2,Semi-Furnished,19780000.0,58100.0
2277,130,Apartment,1,1,841,7,11,5,1,Semi-Furnished,9110000.0,24600.0
2278,364,Villa,2,1,1244,21,12,0,1,Unfurnished,15112000.0,45800.0
2279,342,Apartment,2,1,826,19,27,4,1,Semi-Furnished,8969000.0,15200.0
2280,78,Apartment,1,1,792,17,27,4,0,Fully-Furnished,8337000.0,20800.0
2281,116,Penthouse,1,1,764,9,19,3,0,Fully-Furnished,7516000.0,23400.0
2282,80,Penthouse,3,2,1310,27,18,5,1,Semi-Furnished,12076000.0,33600.0
2283,40,Apartment,3,2,1331,15,20,3,2,Semi-Furnished,17046000.0,54200.0
2284,117,Apartment,4,4,1408,25,19,2,1,Fully-Furnished,14406000.0,22000.0
2285,134,Apartment,2,1,891,23,26,3,1,Unfurnished,8157000.0,20000.0
2286,308,Studio,2,2,1242,11,13,4,2,Semi-Furnished,13195000.0,49700.0
2287,435,Penthouse,1,1,983,21,12,3,1,Semi-Furnished,10181000.0,26200.0
2288,238,Apartment,3,3,952,9,25,2,1,Semi-Furnished,11588000.0,37100.0
2289,307,Apartment,2,2,1101,29,15,4,2,Unfurnished,11108000.0,33300.0
2290,396,Apartment,4,3,1483,14,28,2,1,Fully-Furnished,16203000.0,53100.0
2291,81,Apartment,2,2,1069,12,29,4,1,Unfurnished,11172000.0,27500.0
2292,129,Apartment,1,1,446,21,15,1,1,Semi-Furnished,4078000.0,11500.0
2293,416,Apartment,2,1,448,4,25,0,0,Semi-Furnished,4515000.0,8100.0
2294,73,Row House,1,1,869,6,26,3,1,Unfurnished,8248000.0,14500.0
2295,361,Apartment,5,5,1943,16,14,0,1,Semi-Furnished,19467000.0,64900.0
2296,273,Villa,3,3,769,3,14,2,1,Unfurnished,7275000.0,9600.0
2297,231,Villa,3,3,1274,15,16,4,1,Unfurnished,12571000.0,32000.0
2298,258,Apartment,2,2,1141,13,28,5,1,Fully-Furnished,10947000.0,29000.0
2299,411,Apartment,2,2,1275,18,10,0,1,Semi-Furnished,12397000.0,36700.0
2300,352,Apartment,3,2,1060,19,11,1,0,Fully-Furnished,12334000.0,25600.0
2301,15,Apartment,1,1,671,15,16,3,1,Fully-Furnished,5303000.0,21000.0
2302,127,Apartment,5,5,1700,8,24,2,0,Unfurnished,14938000.0,43600.0
2303,495,Row House,2,1,1188,8,27,1,1,Unfurnished,11612000.0,
2304,360,Apartment,3,2,822,17,31,2,1,Unfurnished,8874000.0,25100.0
2305,422,Row House,2,2,863,11,14,5,1,Semi-Furnished,9085000.0,32100.0
2306,414,Apartment,3,2,1304,11,25,5,1,Unfurnished,13328000.0,43000.0
2307,269,Apartment,1,1,486,0,11,2,1,Semi-Furnished,6008000.0,21500.0
2308,434,Apartment,2,2,1002,15,32,5,1,Unfurnished,9666000.0,30300.0
2309,265,Apartment,3,3,1424,25,21,1,1,Semi-Furnished,14881000.0,42600.0
2310,237,Penthouse,1,1,665,26,27,5,2,Semi-Furnished,9178000.0,20400.0
2311,137,Apartment,3,2,1584,26,15,1,1,Unfurnished,17878000.0,58700.0
2312,78,Apartment,4,3,1419,17,18,4,1,Semi-Furnished,15130000.0,39700.0
2313,259,Apartment,4,3,1689,18,24,2,1,Unfurnished,17650000.0,38900.0
2314,471,Studio,3,2,751,11,13,4,2,Unfurnished,6170000.0,16300.0
2315,53,Apartment,3,2,1423,2,7,4,1,Unfurnished,13404000.0,31700.0
2316,270,Apartment,3,2,1254,24,6,3,1,Unfurnished,14899000.0,44300.0
2317,374,Apartment,4,4,1870,9,9,1,1,Semi-Furnished,19222000.0,43400.0
2318,87,Apartment,3,2,1792,5,18,2,2,Semi-Furnished,18221000.0,47300.0
2319,429,Apartment,2,2,905,12,16,5,1,Fully-Furnished,8852000.0,27500.0
2320,133,Row House,2,1,1344,1,5,3,1,Semi-Furnished,16347000.0,38500.0
2321,221,Apartment,5,4,1340,14,16,4,1,Unfurnished,14493000.0,39000.0
2322,490,Apartment,3,2,1546,12,9,5,1,Unfurnished,15393000.0,53000.0
2323,160,Apartment,1,1,698,0,15,1,2,Semi-Furnished,5986000.0,15300.0
2324,90,Apartment,2,2,1397,20,22,2,1,Unfurnished,12411000.0,37900.0
2325,170,Apartment,2,2,1042,18,16,0,1,Semi-Furnished,12197000.0,35000.0
2326,263,Apartment,3,3,1365,1,10,3,0,Semi-Furnished,15465000.0,34900.0
2327,148,Row House,1,1,1214,14,27,2,1,Semi-Furnished,14072000.0,39100.0
2328,305,Apartment,3,2,1090,7,24,1,1,Semi-Furnished,13433000.0,37400.0
2329,382,Studio,5,5,1953,2,9,1,1,Semi-Furnished,23188000.0,74000.0
2330,395,Apartment,5,5,1798,16,30,0,1,Unfurnished,17992000.0,54800.0
2331,87,Apartment,4,4,1665,3,13,2,1,Unfurnished,20838000.0,42300.0
2332,50,Apartment,4,3,1579,13,7,3,2,Unfurnished,16136000.0,33200.0
2333,167,Penthouse,2,2,1224,14,5,1,1,Semi-Furnished,13268000.0,36800.0
2334,194,Apartment,2,1,1217,7,26,4,1,Semi-Furnished,12270000.0,40800.0
2335,487,Apartment,2,1,971,3,34,3,1,Fully-Furnished,10299000.0,23500.0
2336,237,Apartment,4,3,1438,22,5,5,2,Fully-Furnished,18936000.0,57600.0
2337,239,Apartment,1,1,775,19,10,1,1,Semi-Furnished,9877000.0,21800.0
2338,339,Apartment,1,1,1092,24,29,3,1,Unfurnished,12654000.0,45800.0
2339,178,Penthouse,1,1,805,24,5,4,1,Semi-Furnished,11409000.0,36200.0
2340,142,Villa,3,2,1218,4,31,3,2,Semi-Furnished,12855000.0,34300.0
2341,468,Apartment,2,1,1017,12,31,1,1,Fully-Furnished,12634000.0,40100.0
2342,319,Apartment,2,2,869,17,21,2,1,Semi-Furnished,9410000.0,23900.0
2343,19,Penthouse,4,4,1260,25,20,4,2,Unfurnished,10753000.0,35300.0
2344,169,Penthouse,3,2,1195,6,6,1,1,Semi-Furnished,14612000.0,33400.0
2345,221,Studio,4,4,1361,10,34,4,1,Semi-Furnished,14733000.0,37700.0
2346,316,Apartment,4,4,1467,25,25,2,2,Unfurnished,15365000.0,44600.0
2347,168,Apartment,1,1,654,8,26,2,2,Fully-Furnished,7482000.0,27300.0
2348,468,Apartment,2,1,1022,5,23,1,1,Unfurnished,13628000.0,35700.0
2349,179,Apartment,3,2,1087,29,26,2,2,Unfurnished,14120000.0,29400.0
2350,381,Apartment,4,3,1598,0,6,0,1,Fully-Furnished,17812000.0,47000.0
2351,389,Studio,2,2,1023,28,20,5,1,Semi-Furnished,9995000.0,17200.0
2352,325,Row House,2,1,788,4,33,5,0,Semi-Furnished,9129000.0,26200.0
2353,28,Villa,3,2,1369,4,30,1,1,Semi-Furnished,13549000.0,26500.0
2354,21,Row House,5,4,1767,18,30,4,0,Unfurnished,23321000.0,73100.0
2355,392,Apartment,4,4,1564,9,33,2,1,Unfurnished,16705000.0,33800.0
2356,261,Studio,4,3,1558,27,22,2,0,Unfurnished,19318000.0,41500.0
2357,92,Penthouse,2,2,784,13,16,2,1,Semi-Furnished,8475000.0,25800.0
2358,222,Apartment,1,1,860,16,28,4,1,Semi-Furnished,10112000.0,32400.0
2359,32,Apartment,3,2,1467,13,22,5,2,Fully-Furnished,12510000.0,36300.0
2360,106,Apartment,3,2,1312,28,29,0,2,Fully-Furnished,16139000.0,45800.0
2361,158,Apartment,5,4,1628,25,18,5,0,Unfurnished,19253000.0,60000.0
2362,215,Row House,3,3,1235,16,33,4,2,Fully-Furnished,11977000.0,32900.0
2363,311,Row House,1,1,529,27,29,1,1,Unfurnished,6078000.0,19200.0
2364,409,Studio,2,1,1544,8,23,5,2,Semi-Furnished,16180000.0,49700.0
2365,333,Apartment,4,4,1600,7,12,1,1,Semi-Furnished,16346000.0,54900.0
2366,42,Apartment,3,3,1373,10,4,5,1,Unfurnished,16156000.0,51000.0
2367,115,Apartment,3,2,1354,22,7,0,2,Unfurnished,18857000.0,52900.0
2368,473,Apartment,4,3,1035,12,10,4,0,Semi-Furnished,10133000.0,17500.0
2369,361,Row House,2,2,1444,4,21,0,0,Unfurnished,15068000.0,35500.0
2370,295,Apartment,4,4,1640,5,28,5,1,Unfurnished,15133000.0,51800.0
2371,255,Studio,3,3,1180,6,16,3,1,Semi-Furnished,16598000.0,50800.0
2372,173,Penthouse,3,3,1329,23,30,3,1,Semi-Furnished,10532000.0,41400.0
2373,39,Penthouse,5,5,1848,2,32,2,1,Semi-Furnished,21155000.0,51000.0
2374,343,Apartment,2,2,964,3,29,3,1,Semi-Furnished,11118000.0,27700.0
2375,186,Villa,2,1,1057,13,7,5,1,Unfurnished,9151000.0,24100.0
2376,99,Studio,2,2,974,13,33,3,2,Semi-Furnished,9867000.0,30800.0
2377,380,Apartment,4,4,1536,2,4,0,0,Unfurnished,15759000.0,37300.0
2378,437,Studio,2,2,1224,13,13,3,2,Semi-Furnished,14608000.0,45900.0
2379,397,Row House,4,3,1659,14,14,1,2,Fully-Furnished,21092000.0,64300.0
2380,102,Apartment,3,3,1290,28,23,5,1,Fully-Furnished,9715000.0,24800.0
2381,285,Apartment,1,1,801,6,15,2,1,Unfurnished,10994000.0,29800.0
2382,400,Studio,2,2,890,12,16,4,2,Unfurnished,6478000.0,12000.0
2383,432,Studio,1,1,783,18,31,2,1,Unfurnished,8326000.0,20800.0
2384,447,Studio,3,2,1321,26,27,4,2,Fully-Furnished,13031000.0,29700.0
2385,399,Apartment,2,1,1206,3,33,5,1,Fully-Furnished,12545000.0,41200.0
2386,161,Apartment,3,3,1089,8,9,1,1,Fully-Furnished,16446000.0,41900.0
2387,194,Apartment,4,3,1265,12,30,4,1,Unfurnished,13001000.0,24800.0
2388,19,Row House,3,2,1454,20,25,4,2,Semi-Furnished,9419000.0,26400.0
2389,399,Apartment,5,5,1753,3,13,5,1,Semi-Furnished,19441000.0,41600.0
2390,282,Villa,3,3,1236,10,4,4,0,Unfurnished,14037000.0,32200.0
2391,217,Villa,4,3,1644,29,13,4,1,Semi-Furnished,17590000.0,64700.0
2392,242,Apartment,1,1,696,2,27,4,1,Fully-Furnished,5784000.0,18600.0
2393,271,Apartment,4,3,1464,23,25,0,2,Unfurnished,12652000.0,33000.0
2394,130,Villa,3,3,1496,15,13,5,2,Unfurnished,13875000.0,33600.0
2395,46,Apartment,1,1,1057,23,20,5,1,Semi-Furnished,14095000.0,29200.0
2396,485,Studio,2,2,1077,29,32,4,2,Unfurnished,8357000.0,14300.0
2397,64,Apartment,3,2,1490,3,20,4,2,Unfurnished,13827000.0,41900.0
2398,3,Studio,4,3,1400,2,16,4,1,Fully-Furnished,12178000.0,44700.0
2399,5,Villa,3,3,1654,10,10,5,1,Fully-Furnished,10784000.0,35700.0
2400,159,Apartment,1,1,937,21,26,4,1,Semi-Furnished,10406000.0,32300.0
2401,123,Apartment,4,3,1880,21,26,1,1,Semi-Furnished,24646000.0,85100.0
2402,334,Apartment,1,1,1023,1,10,2,1,Fully-Furnished,9032000.0,35000.0
2403,309,Apartment,5,4,1862,26,20,4,0,Unfurnished,18172000.0,56800.0
2404,141,Villa,4,3,1571,26,28,3,1,Fully-Furnished,16726000.0,53400.0
2405,489,Apartment,5,4,2231,25,34,1,1,Unfurnished,24026000.0,83600.0
2406,199,Apartment,4,4,1469,7,25,1,2,Unfurnished,14401000.0,
2407,254,Apartment,4,4,1018,25,18,0,2,Unfurnished,12686000.0,37300.0
2408,321,Apartment,2,1,830,2,12,3,1,Unfurnished,9313000.0,35900.0
2409,323,Row House,2,1,991,3,33,1,1,Semi-Furnished,11539000.0,40100.0
2410,82,Apartment,2,2,979,22,13,5,0,Unfurnished,12062000.0,26100.0
2411,54,Penthouse,3,3,1423,21,5,1,0,Unfurnished,15119000.0,41200.0
2412,153,Apartment,5,5,1617,7,23,3,0,Unfurnished,23758000.0,56800.0
2413,185,Apartment,3,2,915,19,32,2,0,Unfurnished,8380000.0,27700.0
2414,328,Villa,2,2,759,11,5,4,2,Unfurnished,6535000.0,21700.0
2415,162,Apartment,3,3,1165,19,5,4,1,Unfurnished,12854000.0,43300.0
2416,41,Apartment,3,3,1379,8,29,1,2,Fully-Furnished,13720000.0,34800.0
2417,223,Apartment,3,3,1372,24,25,5,2,Unfurnished,13258000.0,38900.0
2418,426,Apartment,1,1,1190,11,22,4,2,Unfurnished,12997000.0,25400.0
2419,323,Apartment,2,1,864,6,30,1,2,Semi-Furnished,10870000.0,26800.0
2420,86,Apartment,1,1,759,13,31,2,2,Unfurnished,8086000.0,22400.0
2421,363,Apartment,1,1,740,0,11,4,1,Unfurnished,7529000.0,19600.0
2422,316,Penthouse,2,2,788,24,19,2,2,Fully-Furnished,10905000.0,23600.0
2423,246,Apartment,3,3,1159,20,8,2,2,Semi-Furnished,6878000.0,21000.0
2424,221,Villa,1,1,541,29,12,4,2,Unfurnished,7127000.0,25000.0
2425,234,Penthouse,2,2,1141,17,28,2,1,Fully-Furnished,11086000.0,27100.0
2426,322,Apartment,3,3,1180,15,28,5,1,Unfurnished,9854000.0,19200.0
2427,231,Studio,4,4,1387,23,22,4,2,Unfurnished,13302000.0,44800.0
2428,176,Penthouse,3,3,1325,27,26,1,2,Semi-Furnished,13121000.0,43800.0
2429,384,Apartment,2,1,1107,11,8,0,1,Unfurnished,15778000.0,34600.0
2430,303,Apartment,3,3,1494,18,6,3,1,Unfurnished,17396000.0,44800.0
2431,130,Studio,3,3,1731,29,21,5,0,Fully-Furnished,17856000.0,53700.0
2432,379,Apartment,4,3,1579,11,34,1,2,Unfurnished,14807000.0,39300.0
2433,88,Villa,4,3,1789,5,10,3,1,Unfurnished,19768000.0,63000.0
2434,109,Studio,3,2,1255,24,34,3,2,Semi-Furnished,11405000.0,28100.0
2435,278,Studio,1,1,667,3,6,3,2,Unfurnished,6667000.0,18200.0
2436,212,Villa,3,2,1401,0,7,4,1,Semi-Furnished,11484000.0,42200.0
2437,82,Apartment,5,5,2002,26,20,5,1,Semi-Furnished,21996000.0,45200.0
2438,183,Apartment,4,4,1757,15,25,3,0,Semi-Furnished,17401000.0,40800.0
2439,359,Row House,3,3,1459,3,7,5,0,Semi-Furnished,18611000.0,34700.0
2440,288,Studio,2,1,688,21,31,2,2,Semi-Furnished,7237000.0,14900.0
2441,219,Apartment,3,3,1219,12,26,2,1,Semi-Furnished,16669000.0,37200.0
2442,252,Apartment,4,3,1527,12,33,2,1,Unfurnished,17497000.0,50500.0
2443,10,Villa,2,1,987,9,21,3,1,Unfurnished,7353000.0,22900.0
2444,180,Row House,3,3,1200,7,24,3,1,Unfurnished,15721000.0,38900.0
2445,117,Apartment,3,2,1415,10,24,2,1,Fully-Furnished,14694000.0,45900.0
2446,367,Villa,2,2,1080,26,15,2,1,Fully-Furnished,9373000.0,27000.0
2447,478,Apartment,3,3,1282,29,27,5,1,Unfurnished,12918000.0,46400.0
2448,475,Apartment,4,4,1512,21,16,2,2,Semi-Furnished,18883000.0,53900.0
2449,303,Apartment,3,2,1254,7,18,3,1,Semi-Furnished,13773000.0,35900.0
2450,455,Apartment,2,2,1132,3,20,3,1,Fully-Furnished,11763000.0,25100.0
2451,499,Apartment,3,3,1273,7,30,5,2,Semi-Furnished,11015000.0,27300.0
2452,245,Penthouse,3,2,1207,19,12,2,1,Unfurnished,14825000.0,47800.0
2453,396,Apartment,3,3,1551,25,7,2,1,Semi-Furnished,14304000.0,38100.0
2454,54,Apartment,4,4,1502,22,7,1,1,Unfurnished,16115000.0,44300.0
2455,474,Apartment,3,3,1339,20,33,5,1,Unfurnished,17762000.0,41600.0
2456,389,Villa,3,2,1184,12,4,5,2,Unfurnished,10718000.0,18000.0
2457,239,Apartment,3,2,1226,18,11,1,0,Unfurnished,13849000.0,39400.0
2458,20,Villa,2,2,945,21,19,4,0,Unfurnished,10418000.0,32300.0
2459,348,Apartment,1,1,557,22,30,3,1,Unfurnished,7444000.0,20500.0
2460,244,Row House,4,4,1534,25,14,0,0,Fully-Furnished,15423000.0,49600.0
2461,195,Row House,1,1,822,26,34,2,0,Semi-Furnished,8603000.0,18000.0
2462,425,Apartment,5,4,1858,7,15,1,2,Semi-Furnished,18423000.0,54000.0
2463,464,Apartment,3,2,922,8,18,1,2,Semi-Furnished,10801000.0,26600.0
2464,228,Apartment,1,1,721,12,23,2,1,Unfurnished,10242000.0,20500.0
2465,186,Apartment,2,1,1021,4,7,5,0,Semi-Furnished,10665000.0,21800.0
2466,232,Apartment,2,2,1229,11,20,5,0,Semi-Furnished,10606000.0,
2467,266,Row House,5,4,1770,25,11,2,2,Unfurnished,21749000.0,47200.0
2468,484,Apartment,2,2,1026,13,20,5,1,Semi-Furnished,8386000.0,20800.0
2469,53,Studio,2,2,609,2,22,4,2,Fully-Furnished,4712000.0,12400.0
2470,266,Apartment,3,3,1336,3,5,2,2,Semi-Furnished,14051000.0,31500.0
2471,36,Apartment,5,4,1857,25,34,1,2,Semi-Furnished,19514000.0,56600.0
2472,500,Studio,3,2,1130,20,26,0,2,Unfurnished,12120000.0,27100.0
2473,461,Penthouse,4,3,1502,24,23,5,1,Unfurnished,17253000.0,46800.0
2474,61,Apartment,3,2,1653,25,32,5,2,Unfurnished,15267000.0,29400.0
2475,363,Row House,3,3,1312,20,23,4,1,Semi-Furnished,11589000.0,29700.0
2476,172,Villa,3,2,1071,7,5,2,1,Semi-Furnished,29347500.0,30500.0
2477,368,Apartment,4,3,1557,12,16,4,2,Unfurnished,16623000.0,49700.0
2478,387,Apartment,2,2,1033,0,22,0,2,Unfurnished,11504000.0,34100.0
2479,274,Apartment,2,2,1036,13,33,0,0,Unfurnished,9386000.0,
2480,227,Row House,3,2,1135,21,4,5,0,Unfurnished,8441000.0,23700.0
2481,327,Apartment,1,1,823,29,33,5,2,Unfurnished,9269000.0,28600.0
2482,184,Apartment,2,1,658,21,19,2,1,Fully-Furnished,7427000.0,18000.0
2483,442,Penthouse,1,1,383,12,20,5,1,Fully-Furnished,3259000.0,6200.0
2484,407,Apartment,2,2,1440,1,19,1,1,Semi-Furnished,14861000.0,35000.0
2485,50,Apartment,4,4,1801,8,19,3,1,Unfurnished,20421000.0,56900.0
2486,45,Penthouse,3,2,1383,17,22,2,1,Semi-Furnished,17078000.0,56500.0
2487,253,Villa,2,1,931,21,32,5,2,Unfurnished,11405000.0,30700.0
2488,488,Apartment,1,1,655,5,30,1,2,Unfurnished,5913000.0,16300.0
2489,126,Apartment,3,2,1092,3,4,4,1,Fully-Furnished,11016000.0,31200.0
2490,378,Apartment,2,1,1505,16,5,3,1,Fully-Furnished,13244000.0,41900.0
2491,453,Apartment,3,3,1271,1,16,1,0,Unfurnished,15914000.0,45900.0
2492,374,Apartment,1,1,725,23,32,1,1,Unfurnished,8378000.0,25300.0
2493,60,Apartment,3,3,1263,27,30,1,2,Fully-Furnished,15509000.0,48000.0
2494,79,Apartment,3,3,1519,2,7,3,1,Semi-Furnished,12179000.0,50800.0
2495,288,Row House,2,1,1090,28,21,2,1,Fully-Furnished,11074000.0,36400.0
2496,131,Apartment,3,2,1467,17,24,3,1,Fully-Furnished,10706000.0,42900.0
2497,452,Apartment,5,5,1842,6,18,2,2,Unfurnished,19441000.0,64900.0
2498,181,Apartment,2,2,883,12,23,5,1,Semi-Furnished,8092000.0,23900.0
2499,409,Villa,2,1,1245,25,29,5,1,Fully-Furnished,13745000.0,52500.0
2500,312,Penthouse,2,2,1160,22,10,3,0,Unfurnished,11450000.0,34600.0
2501,489,Apartment,3,2,1507,29,28,1,1,Unfurnished,34265000.0,38200.0
2502,124,Apartment,2,1,952,26,31,1,0,Fully-Furnished,9411000.0,26600.0
2503,190,Villa,3,2,1575,15,23,3,2,Fully-Furnished,17070000.0,49400.0
2504,373,Penthouse,3,3,1515,8,9,1,0,Semi-Furnished,17348000.0,49500.0
2505,251,Penthouse,3,3,1149,11,5,4,2,Unfurnished,11968000.0,33300.0
2506,494,Row House,2,1,1390,15,13,3,1,Fully-Furnished,20087000.0,44500.0
2507,369,Studio,3,2,909,15,20,2,0,Fully-Furnished,10720000.0,23900.0
2508,14,Villa,1,1,625,13,9,2,1,Unfurnished,6944000.0,20100.0
2509,220,Studio,1,1,305,29,33,1,2,Unfurnished,2404000.0,8600.0
2510,283,Studio,3,2,1075,24,10,0,2,Unfurnished,12366000.0,44800.0
2511,153,Villa,2,2,947,2,7,3,1,Unfurnished,13717000.0,48600.0
2512,430,Studio,4,4,1708,23,4,5,0,Unfurnished,18898000.0,36500.0
2513,267,Apartment,3,3,1210,16,15,5,1,Semi-Furnished,13794000.0,35700.0
2514,296,Apartment,5,4,2165,16,13,3,2,Unfurnished,24131000.0,64500.0
2515,95,Apartment,1,1,617,13,28,4,1,Fully-Furnished,4932000.0,12500.0
2516,139,Apartment,4,3,1694,7,29,4,1,Unfurnished,15423000.0,41700.0
2517,301,Apartment,2,2,857,15,15,0,1,Semi-Furnished,10246000.0,27500.0
2518,300,Studio,2,1,807,19,10,3,0,Fully-Furnished,11302000.0,33100.0
2519,64,Apartment,3,3,1260,22,32,4,1,Semi-Furnished,13491000.0,26600.0
2520,2,Villa,5,5,1834,25,27,3,1,Semi-Furnished,16128000.0,53900.0
2521,126,Apartment,3,2,1214,17,15,4,1,Semi-Furnished,14334000.0,31300.0
2522,299,Apartment,1,1,793,19,5,3,1,Fully-Furnished,6510000.0,16400.0
2523,368,Studio,4,3,1638,24,24,4,1,Fully-Furnished,19702000.0,44900.0
2524,47,Apartment,1,1,740,8,26,2,1,Unfurnished,9341000.0,34300.0
2525,458,Villa,5,4,2107,9,20,4,2,Unfurnished,24073000.0,58400.0
2526,178,Apartment,2,1,596,21,22,4,1,Semi-Furnished,8497000.0,19200.0
2527,148,Villa,3,3,1472,25,28,2,0,Fully-Furnished,15665000.0,29200.0
2528,328,Studio,1,1,857,20,21,4,1,Semi-Furnished,7994000.0,14200.0
2529,380,Penthouse,3,3,1378,19,33,0,2,Semi-Furnished,14811000.0,43600.0
2530,347,Studio,3,3,1196,1,23,2,1,Semi-Furnished,8979000.0,26500.0
2531,424,Apartment,3,3,1387,10,32,4,0,Unfurnished,11565000.0,41800.0
2532,129,Penthouse,2,1,1025,21,22,1,1,Semi-Furnished,13618000.0,44100.0
2533,110,Penthouse,3,3,1552,22,22,5,0,Fully-Furnished,15014000.0,46800.0
2534,487,Apartment,4,3,1685,18,34,3,1,Fully-Furnished,21653000.0,82000.0
2535,8,Apartment,3,2,1504,2,6,1,1,Semi-Furnished,15686000.0,45000.0
2536,370,Villa,2,1,703,29,16,2,0,Unfurnished,9135000.0,30000.0
2537,346,Apartment,3,2,1257,20,11,2,2,Unfurnished,14528000.0,48500.0
2538,249,Apartment,4,3,1470,10,4,3,2,Fully-Furnished,15456000.0,46700.0
2539,376,Studio,2,1,1074,9,11,4,2,Semi-Furnished,13122000.0,34800.0
2540,80,Apartment,2,1,1341,14,24,5,1,Semi-Furnished,12260000.0,36700.0
2541,267,Studio,4,4,1589,19,17,5,2,Unfurnished,20036000.0,30600.0
2542,2,Apartment,2,2,926,11,21,3,1,Unfurnished,9155000.0,22600.0
2543,467,Apartment,2,1,836,18,18,4,1,Unfurnished,9186000.0,
2544,343,Apartment,4,4,1806,25,13,3,1,Semi-Furnished,24537000.0,76500.0
2545,194,Apartment,3,2,1528,2,7,4,1,Unfurnished,43717500.0,51600.0
2546,471,Penthouse,2,2,926,26,11,4,1,Semi-Furnished,5968000.0,18500.0
2547,363,Apartment,3,3,1265,16,14,4,2,Fully-Furnished,12812000.0,36500.0
2548,276,Apartment,1,1,977,24,19,4,1,Unfurnished,7292000.0,18600.0
2549,255,Studio,4,3,1501,7,31,3,1,Semi-Furnished,17466000.0,52900.0
2550,365,Penthouse,5,4,1937,27,13,1,2,Semi-Furnished,20705000.0,51900.0
2551,207,Apartment,3,2,1398,20,22,5,1,Unfurnished,14089000.0,44300.0
2552,426,Apartment,2,1,1089,5,8,4,1,Unfurnished,10912000.0,29500.0
2553,155,Apartment,1,1,557,8,20,4,2,Fully-Furnished,5459000.0,17900.0
2554,153,Apartment,2,1,763,13,5,3,1,Semi-Furnished,10417000.0,22900.0
2555,359,Apartment,3,2,1310,8,15,5,0,Unfurnished,14994000.0,23500.0
2556,80,Apartment,3,2,1492,9,6,5,1,Semi-Furnished,15264000.0,38100.0
2557,221,Apartment,2,1,792,12,18,4,1,Fully-Furnished,8426000.0,22300.0
2558,394,Apartment,1,1,376,1,12,3,1,Semi-Furnished,3429000.0,12200.0
2559,249,Row House,3,2,1339,5,9,3,1,Semi-Furnished,13936000.0,29700.0
2560,300,Studio,3,2,981,12,32,3,1,Unfurnished,12443000.0,35000.0
2561,51,Row House,1,1,639,15,10,2,0,Fully-Furnished,6200000.0,19300.0
2562,86,Apartment,1,1,603,26,16,2,1,Unfurnished,6481000.0,22600.0
2563,447,Studio,2,1,1002,10,33,4,0,Semi-Furnished,10511000.0,36100.0
2564,158,Apartment,3,3,1191,5,29,5,2,Semi-Furnished,13556000.0,42300.0
2565,224,Villa,2,1,1406,9,12,0,1,Unfurnished,14148000.0,32400.0
2566,273,Apartment,3,2,1209,15,32,2,2,Semi-Furnished,14265000.0,54900.0
2567,56,Apartment,1,1,753,8,23,4,2,Semi-Furnished,8582000.0,24100.0
2568,371,Apartment,3,3,1301,6,19,4,1,Unfurnished,17259000.0,37000.0
2569,317,Apartment,4,3,1845,29,12,1,2,Unfurnished,14887000.0,50000.0
2570,389,Apartment,3,2,1624,15,24,5,1,Semi-Furnished,18583000.0,61200.0
2571,496,Apartment,3,3,1448,12,17,4,1,Unfurnished,13440000.0,43500.0
2572,80,Apartment,2,2,1060,14,9,5,0,Fully-Furnished,9592000.0,25100.0
2573,450,Villa,1,1,821,26,4,3,2,Semi-Furnished,9879000.0,31500.0
2574,293,Apartment,3,3,1439,20,14,2,1,Semi-Furnished,15420000.0,36400.0
2575,312,Apartment,2,1,796,14,9,3,1,Fully-Furnished,6818000.0,18800.0
2576,46,Apartment,2,1,1097,22,21,5,1,Unfurnished,10386000.0,38600.0
2577,288,Villa,2,2,1223,7,20,2,1,Fully-Furnished,13592000.0,33000.0
2578,223,Apartment,2,2,1231,28,10,5,2,Semi-Furnished,11672000.0,28800.0
2579,154,Apartment,1,1,826,12,24,1,2,Unfurnished,7799000.0,21100.0
2580,472,Studio,2,1,1055,18,9,4,2,Semi-Furnished,10598000.0,25800.0
2581,31,Apartment,3,2,1465,1,14,2,1,Semi-Furnished,14709000.0,37300.0
2582,162,Apartment,3,2,1069,24,29,4,2,Unfurnished,12896000.0,31800.0
2583,456,Apartment,1,1,1148,23,30,3,1,Unfurnished,12835000.0,
2584,312,Apartment,2,1,499,10,19,3,1,Fully-Furnished,4253000.0,10200.0
