locality_id,month,average_price_sqft,median_price_sqft,demand_index,supply_index,units_sold,available_inventory,absorption_rate,average_days_on_market
24,2022-08,9719.9,9733.5,41.1,48.5,50,135,0.37,117
24,2022-09,9725.1,9844.3,39.3,45.5,39,147,0.265,116
24,2022-10,9680.8,9504.5,40.7,45.9,56,190,0.295,135
24,2022-11,9735.7,9251.3,42.4,44.7,48,269,0.178,107
24,2022-12,9783.5,9940.3,43.6,44.7,60,118,0.508,131
24,2023-01,9766.6,9231.7,45.5,47.0,47,182,0.258,110
24,2023-02,9741.8,9159.2,47.5,48.6,62,137,0.453,91
24,2023-03,9724.1,9603.9,51.1,49.5,61,107,0.57,100
24,2023-04,9710.1,9477.0,49.5,51.1,63,106,0.594,108
24,2023-05,9721.6,9806.4,51.3,50.6,60,155,0.387,117
24,2023-06,9707.6,9841.7,51.0,51.4,47,152,0.309,110
24,2023-07,9695.6,9446.1,49.4,53.0,61,138,0.442,107
24,2023-08,9633.8,9823.6,48.5,52.7,67,186,0.36,109
24,2023-09,9608.5,9195.6,49.3,51.8,61,117,0.521,95
24,2023-10,9553.5,9645.2,48.5,53.4,71,172,0.413,119
24,2023-11,9572.5,9082.9,47.0,53.9,38,151,0.252,98
24,2023-12,9555.8,9466.6,47.0,52.7,51,190,0.268,109
24,2024-01,9590.0,9344.9,47.9,50.9,57,106,0.538,122
24,2024-02,9639.0,9466.4,48.0,49.5,56,127,0.441,113
24,2024-03,9674.0,9589.0,50.0,49.5,47,84,0.56,95
24,2024-04,9603.5,9102.6,52.0,51.0,55,119,0.462,86
24,2024-05,9553.4,9675.9,52.6,50.2,72,78,0.923,91
24,2024-06,9580.2,9148.2,52.1,48.5,70,69,1.014,99
24,2024-07,9515.0,9174.0,50.9,47.3,57,149,0.383,108
24,2024-08,9494.3,8960.3,51.4,49.5,72,158,0.456,122
24,2024-09,9518.7,9704.8,51.4,48.8,46,189,0.243,105
24,2024-10,9512.4,9016.5,52.4,49.3,49,152,0.322,100
24,2024-11,9479.4,9138.3,50.4,48.2,53,153,0.346,115
24,2024-12,9466.9,9242.3,52.5,48.6,59,123,0.48,101
24,2025-01,9429.3,9236.5,54.8,49.4,69,119,0.58,112
24,2025-02,9439.5,9026.5,55.3,50.1,70,93,0.753,108
24,2025-03,9441.1,9035.5,55.3,49.7,70,148,0.473,98
24,2025-04,9439.2,8909.4,54.8,47.8,56,154,0.364,95
24,2025-05,9454.5,9538.3,55.2,47.8,60,128,0.469,89
24,2025-06,9400.2,9058.3,55.1,48.9,91,127,0.717,96
24,2025-07,9436.9,9236.9,53.7,49.7,63,102,0.618,109
24,2025-08,9419.4,9206.8,55.8,49.6,66,155,0.426,99
24,2025-09,9468.3,9551.2,55.7,48.6,54,145,0.372,104
24,2025-10,9496.8,9454.5,59.7,46.5,96,173,0.555,96
24,2025-11,9548.4,9513.7,58.8,46.2,63,120,0.525,84
24,2025-12,9677.4,9648.2,59.5,46.5,95,137,0.693,112
25,2020-01,9394.7,9310.3,57.5,69.9,62,85,0.729,124
25,2020-02,9418.0,9046.0,59.3,69.2,67,124,0.54,101
25,2020-03,9379.1,8867.7,58.8,67.6,74,60,1.233,92
25,2020-04,9363.5,9454.5,60.7,67.9,66,149,0.443,100
25,2020-05,9381.0,9271.8,61.9,68.1,75,119,0.63,117
25,2020-06,9345.5,8949.1,60.3,70.0,55,110,0.5,100
25,2020-07,9320.9,8833.5,61.1,67.5,70,123,0.569,94
25,2020-08,9295.1,8886.2,61.4,67.1,81,145,0.559,88
25,2020-09,9328.6,8807.4,62.2,69.0,81,163,0.497,114
25,2020-10,9339.0,9460.3,64.1,68.0,60,107,0.561,91
25,2020-11,9311.4,9392.5,66.0,68.0,66,89,0.742,98
25,2020-12,9325.0,8862.5,65.9,67.2,86,170,0.506,95
25,2021-01,9355.1,9449.0,66.0,69.1,76,45,1.689,98
25,2021-02,9332.7,8883.8,67.0,70.0,95,117,0.812,92
25,2021-03,9308.7,8812.3,66.6,69.5,79,141,0.56,107
25,2021-04,9250.1,9350.4,64.9,69.8,62,101,0.614,104
25,2021-05,9263.9,8871.9,64.3,68.9,66,137,0.482,110
25,2021-06,9242.8,9226.8,65.7,69.0,64,135,0.474,90
25,2021-07,9164.6,8634.4,62.5,68.9,71,92,0.772,122
25,2021-08,9200.1,9343.8,62.7,66.6,95,147,0.646,103
25,2021-09,9183.6,9212.4,62.3,67.6,75,126,0.595,119
25,2021-10,9184.0,8716.8,62.7,68.6,73,95,0.768,107
25,2021-11,9223.1,8751.0,64.7,70.6,60,172,0.349,109
25,2021-12,9214.6,8991.6,63.1,71.3,75,99,0.758,109
25,2022-01,9205.3,9115.3,61.9,72.7,86,211,0.408,105
25,2022-02,9191.7,9074.6,60.5,72.1,62,142,0.437,95
25,2022-03,9206.2,8837.7,62.2,70.8,53,137,0.387,110
25,2022-04,9207.9,8972.5,60.7,70.4,88,72,1.222,97
25,2022-05,9229.1,8686.8,59.7,70.7,48,141,0.34,115
25,2022-06,9185.9,9242.3,58.7,71.8,57,79,0.722,100
25,2022-07,9103.2,8746.4,56.5,72.6,73,111,0.658,108
25,2022-08,9112.1,8703.6,54.4,73.6,67,126,0.532,113
25,2022-09,9127.1,9060.4,54.6,74.2,70,121,0.579,93
25,2022-10,9109.1,9031.7,52.6,71.8,55,140,0.393,131
25,2022-11,9018.3,8714.5,49.7,70.7,50,155,0.323,112
25,2022-12,8929.4,8949.3,49.9,71.2,52,111,0.468,117
25,2023-01,8896.1,8998.8,50.9,70.0,46,135,0.341,121
25,2023-02,8806.4,8621.6,50.4,69.7,61,163,0.374,116
25,2023-03,8816.6,8763.7,52.7,68.6,66,230,0.287,105
25,2023-04,8795.5,8505.2,53.6,69.5,74,125,0.592,109
25,2023-05,8771.6,8739.7,53.2,68.7,70,105,0.667,119
25,2023-06,8772.8,8547.7,56.1,67.7,85,142,0.599,105
25,2023-07,8708.2,8218.5,59.3,66.9,60,188,0.319,112
25,2023-08,8724.5,8698.2,59.7,67.8,59,121,0.488,92
25,2023-09,8711.8,8333.0,58.2,65.2,56,156,0.359,107
25,2023-10,8653.9,8700.9,58.3,66.9,80,106,0.755,87
25,2023-11,8602.7,8408.3,58.2,67.9,63,48,1.312,122
25,2023-12,8566.1,8100.9,60.0,68.4,74,98,0.755,104
25,2024-01,8601.0,8597.3,59.9,70.3,75,131,0.573,91
25,2024-02,8577.4,8291.2,58.4,70.6,66,141,0.468,127
25,2024-03,8513.7,8301.8,58.7,70.4,67,104,0.644,101
25,2024-04,8551.1,8489.6,61.2,68.7,89,102,0.873,117
25,2024-05,8533.4,8036.8,61.6,69.7,79,111,0.712,102
25,2024-06,8460.7,8466.5,62.9,69.4,74,115,0.643,92
25,2024-07,8411.7,8024.9,63.0,67.8,72,135,0.533,103
25,2024-08,8396.6,8543.1,62.0,69.6,85,38,2.237,83
25,2024-09,8383.9,7960.6,63.8,69.3,68,107,0.636,104
25,2024-10,8349.5,8129.3,62.8,70.1,69,58,1.19,95
25,2024-11,8389.4,8437.0,60.0,73.2,66,103,0.641,103
25,2024-12,8373.1,7924.3,59.5,73.3,72,101,0.713,110
25,2025-01,8356.7,8077.9,62.1,76.1,91,134,0.679,117
25,2025-02,8393.4,8410.3,60.8,75.9,73,177,0.412,103
25,2025-03,8368.9,8005.7,59.0,78.3,95,112,0.848,114
25,2025-04,8371.4,8268.4,59.4,78.2,81,109,0.743,119
25,2025-05,8387.2,8503.7,59.7,78.0,70,111,0.631,114
25,2025-06,8321.7,8173.6,59.6,77.1,67,185,0.362,105
25,2025-07,8331.0,8183.4,61.5,76.5,87,168,0.518,121
25,2025-08,8356.3,8461.9,60.7,74.5,75,95,0.789,119
25,2025-09,8365.1,8352.6,58.7,75.0,71,61,1.164,123
25,2025-10,8336.6,8022.5,56.6,74.8,54,67,0.806,111
25,2025-11,8239.3,8028.1,54.9,75.9,63,181,0.348,128
25,2025-12,8168.5,8084.0,55.7,77.8,62,106,0.585,108
26,2020-01,11748.5,11671.7,78.4,44.6,98,20,4.9,66
26,2020-02,11852.6,11897.4,77.5,44.7,96,30,3.2,93
26,2020-03,12008.6,12027.1,78.3,43.4,94,46,2.043,64
26,2020-04,12134.2,11964.2,77.2,42.4,94,20,4.7,71
26,2020-05,12290.3,11889.6,75.6,41.9,106,46,2.304,91
26,2020-06,12513.9,12453.6,74.7,37.6,95,75,1.267,83
26,2020-07,12717.3,12477.6,73.9,39.2,93,69,1.348,78
26,2020-08,12844.9,12220.6,74.6,40.5,90,113,0.796,91
26,2020-09,12986.1,12289.4,72.9,42.4,80,22,3.636,86
26,2020-10,13097.2,13284.2,73.4,40.8,81,48,1.688,95
26,2020-11,13258.4,13169.0,75.3,40.5,90,45,2.0,67
26,2020-12,13408.3,13488.1,76.6,39.9,95,75,1.267,58
26,2021-01,13610.9,13192.1,78.0,40.8,99,20,4.95,102
26,2021-02,13818.4,13309.3,79.6,41.6,94,74,1.27,78
26,2021-03,13990.6,13259.9,80.2,41.2,72,84,0.857,75
26,2021-04,14187.9,14351.6,81.1,42.0,102,61,1.672,82
26,2021-05,14469.1,14140.7,82.9,41.4,92,32,2.875,68
26,2021-06,14627.9,14001.6,85.1,43.0,111,20,5.55,82
26,2021-07,14716.4,14146.8,82.9,42.0,88,78,1.128,78
26,2021-08,14946.7,14813.1,83.0,42.8,110,76,1.447,71
26,2021-09,15137.4,14387.4,80.9,42.6,98,37,2.649,69
26,2021-10,15377.2,15448.8,85.1,42.7,103,20,5.15,72
26,2021-11,15621.1,15334.1,84.8,41.6,128,20,6.4,89
26,2021-12,15858.2,15537.0,83.4,44.5,106,39,2.718,65
26,2022-01,15978.6,16225.8,85.9,45.7,97,85,1.141,60
26,2022-02,16143.3,15218.4,85.3,45.7,112,61,1.836,64
26,2022-03,16360.2,15798.7,84.0,44.8,116,31,3.742,63
26,2022-04,16633.5,16166.0,85.9,46.4,95,61,1.557,74
26,2022-05,16862.1,16556.0,85.1,46.8,120,84,1.429,81
26,2022-06,17119.4,17251.0,85.1,45.2,87,56,1.554,74
26,2022-07,17368.1,16901.3,83.8,44.5,114,111,1.027,78
26,2022-08,17582.2,17248.5,83.1,44.2,106,22,4.818,74
26,2022-09,17882.9,18173.8,83.5,45.6,92,121,0.76,83
26,2022-10,18070.5,18027.9,83.6,46.0,102,20,5.1,98
26,2022-11,18384.6,18609.7,84.3,47.0,108,81,1.333,67
26,2022-12,18603.6,17570.0,84.1,48.7,106,20,5.3,85
26,2023-01,18832.8,18382.5,86.6,48.6,99,91,1.088,79
26,2023-02,19096.5,18609.6,84.7,48.9,81,34,2.382,65
26,2023-03,19322.7,18317.2,86.6,48.5,110,63,1.746,67
26,2023-04,19558.3,19357.1,88.9,48.5,106,58,1.828,75
26,2023-05,19892.0,20027.7,90.4,47.7,99,31,3.194,79
26,2023-06,20170.1,19264.4,90.9,50.5,100,75,1.333,81
26,2023-07,20286.3,20690.3,90.3,51.1,98,20,4.9,73
26,2023-08,20486.1,19364.4,91.0,52.8,98,75,1.307,74
26,2023-09,20685.6,19889.6,90.6,52.0,125,55,2.273,79
26,2023-10,20920.4,21157.9,90.5,52.1,92,20,4.6,78
26,2023-11,21096.8,20947.6,91.5,53.6,114,40,2.85,84
26,2023-12,21312.1,20157.8,89.7,54.1,118,21,5.619,74
26,2024-01,21639.4,21362.6,88.9,56.1,113,22,5.136,75
26,2024-02,21770.5,21881.9,87.1,56.7,118,20,5.9,95
26,2024-03,21854.7,21411.3,85.0,55.2,94,20,4.7,75
26,2024-04,22128.8,20945.7,84.0,55.5,97,20,4.85,83
26,2024-05,22505.9,21819.6,82.4,54.8,105,34,3.088,67
26,2024-06,22670.6,22955.0,83.9,52.8,104,22,4.727,95
26,2024-07,22846.7,23005.8,84.0,53.2,100,50,2.0,74
26,2024-08,23239.2,23039.1,85.2,54.9,103,20,5.15,80
26,2024-09,23451.7,23081.0,86.6,55.3,98,112,0.875,91
26,2024-10,23572.6,23669.7,87.8,55.6,105,148,0.709,58
26,2024-11,23646.9,23641.0,89.2,55.1,112,101,1.109,76
26,2024-12,23938.9,23259.0,87.9,58.8,89,51,1.745,94
26,2025-01,24064.6,23689.9,86.6,58.2,120,20,6.0,76
26,2025-02,24247.4,22890.8,87.3,58.8,113,75,1.507,91
26,2025-03,24422.1,24268.0,89.4,57.7,104,60,1.733,73
26,2025-04,24682.8,23618.2,90.9,56.8,127,20,6.35,83
26,2025-05,24960.9,24946.5,91.3,56.8,110,28,3.929,91
26,2025-06,25125.8,25119.6,92.1,57.3,105,89,1.18,73
26,2025-07,25438.4,24597.4,90.7,56.9,98,20,4.9,62
26,2025-08,25774.3,24807.8,90.1,59.7,106,20,5.3,82
26,2025-09,26076.3,26429.6,90.4,59.4,116,78,1.487,83
26,2025-10,26161.2,24680.5,92.0,59.7,125,85,1.471,70
26,2025-11,26432.8,26066.4,93.2,58.9,103,38,2.711,78
26,2025-12,26689.1,26154.8,95.2,58.2,112,63,1.778,87
27,2020-01,10989.8,10519.5,47.1,38.3,59,167,0.353,103
27,2020-02,11036.4,10807.4,47.7,38.4,56,211,0.265,105
27,2020-03,11112.9,11119.5,47.5,39.4,65,166,0.392,93
27,2020-04,11128.2,10674.3,47.9,39.2,67,151,0.444,107
27,2020-05,11110.4,10756.4,48.3,38.2,66,201,0.328,96
27,2020-06,11209.4,11184.0,46.6,37.4,58,223,0.26,108
27,2020-07,11344.6,11332.9,47.2,36.9,35,203,0.172,102
27,2020-08,11435.1,10791.8,45.3,36.4,47,242,0.194,106
27,2020-09,11513.8,10946.7,47.2,38.2,56,260,0.215,113
27,2020-10,11678.8,11827.2,48.5,39.9,32,172,0.186,114
27,2020-11,11728.3,11186.3,46.3,38.7,44,212,0.208,117
27,2020-12,11837.5,12012.6,49.4,38.9,46,132,0.348,98
27,2021-01,12036.0,11818.2,50.1,39.2,70,146,0.479,105
27,2021-02,12139.2,12326.6,51.8,37.7,50,144,0.347,101
27,2021-03,12168.0,12326.8,51.0,36.9,42,97,0.433,87
27,2021-04,12221.8,11698.8,49.7,37.1,67,151,0.444,87
27,2021-05,12265.6,11553.1,49.9,39.0,65,202,0.322,101
27,2021-06,12320.5,12415.5,51.2,39.6,74,189,0.392,95
27,2021-07,12449.4,11812.3,50.2,37.3,59,158,0.373,116
27,2021-08,12437.7,12437.3,49.9,36.9,59,223,0.265,90
27,2021-09,12567.1,12642.4,48.8,36.5,61,100,0.61,116
27,2021-10,12618.9,12395.5,47.3,37.6,53,66,0.803,117
27,2021-11,12716.6,12618.4,48.6,38.4,71,99,0.717,111
27,2021-12,12712.9,12909.8,47.5,39.0,43,204,0.211,99
27,2022-01,12878.4,13094.7,48.2,39.6,44,111,0.396,110
27,2022-02,12901.3,13039.1,47.1,36.9,60,191,0.314,103
27,2022-03,13030.0,12955.1,45.1,35.5,63,158,0.399,102
27,2022-04,13188.4,12437.9,48.1,36.3,43,206,0.209,86
27,2022-05,13263.9,13483.1,46.5,35.9,54,126,0.429,83
27,2022-06,13256.7,12770.6,46.5,36.2,71,205,0.346,104
27,2022-07,13329.5,13007.2,47.2,36.2,63,179,0.352,97
27,2022-08,13469.4,13172.3,46.5,36.4,41,216,0.19,97
27,2022-09,13507.1,13622.8,48.2,38.1,59,149,0.396,107
27,2022-10,13536.8,13751.0,47.9,39.8,58,162,0.358,87
27,2022-11,13488.0,13379.7,47.6,40.1,65,120,0.542,105
27,2022-12,13541.0,12996.3,46.0,40.2,30,148,0.203,106
27,2023-01,13599.6,13122.8,45.5,41.7,60,194,0.309,102
27,2023-02,13547.2,13443.8,44.2,41.4,56,181,0.309,119
27,2023-03,13498.4,12853.6,47.5,41.2,63,175,0.36,105
27,2023-04,13565.1,12756.2,46.9,42.0,66,152,0.434,101
27,2023-05,13678.0,13349.9,52.3,42.4,52,126,0.413,84
27,2023-06,13721.1,13566.1,51.9,42.2,62,152,0.408,98
27,2023-07,13767.9,13779.8,52.3,42.9,59,195,0.303,95
27,2023-08,13750.3,13479.8,54.5,41.9,74,227,0.326,103
27,2023-09,13905.5,13632.1,54.3,41.1,73,163,0.448,92
27,2023-10,13981.1,14201.8,54.4,40.6,84,131,0.641,87
27,2023-11,14006.6,13898.0,54.0,41.4,75,73,1.027,81
27,2023-12,14167.1,13347.6,53.5,41.6,64,89,0.719,103
27,2024-01,14278.0,13894.9,54.3,42.5,75,147,0.51,104
27,2024-02,14398.1,13640.9,57.2,41.8,58,91,0.637,115
27,2024-03,14559.0,14560.9,58.3,43.2,64,158,0.405,85
27,2024-04,14759.0,15046.3,59.9,41.5,82,136,0.603,98
27,2024-05,14909.9,15035.5,58.2,40.8,69,185,0.373,91
27,2024-06,15016.0,14795.7,58.7,40.7,56,126,0.444,88
27,2024-07,15109.6,14508.4,59.2,39.1,76,150,0.507,83
27,2024-08,15179.4,15122.2,57.1,38.4,64,94,0.681,82
27,2024-09,15378.6,15183.7,58.6,37.5,71,115,0.617,87
27,2024-10,15515.9,14969.0,57.8,37.7,77,102,0.755,81
27,2024-11,15714.2,15688.9,57.7,37.1,71,124,0.573,85
27,2024-12,15895.6,15868.6,63.4,37.7,78,125,0.624,72
27,2025-01,16054.1,16115.1,64.3,38.7,79,145,0.545,97
27,2025-02,16105.6,15388.5,62.9,40.9,66,112,0.589,94
27,2025-03,16316.3,16211.8,64.0,40.3,71,134,0.53,71
27,2025-04,16419.1,15980.0,64.1,40.4,68,132,0.515,96
27,2025-05,16696.7,16699.6,63.0,39.0,58,83,0.699,106
27,2025-06,16838.6,16400.3,65.7,42.5,68,105,0.648,95
27,2025-07,17093.5,16077.2,66.6,40.9,85,159,0.535,75
27,2025-08,17291.1,17572.6,67.6,39.8,80,93,0.86,71
27,2025-09,17523.7,17145.1,67.1,38.6,74,133,0.556,84
27,2025-10,17711.8,17619.9,69.7,36.9,83,170,0.488,75
27,2025-11,17898.0,17640.3,71.6,37.7,84,84,1.0,91
27,2025-12,18199.7,18034.0,74.9,37.5,90,96,0.938,88
28,2020-01,13592.2,13658.9,73.0,14.0,83,70,1.186,59
28,2020-02,14301.5,13992.7,73.3,15.0,100,38,2.632,56
28,2020-03,15158.3,15244.1,71.3,13.9,104,56,1.857,80
28,2020-04,16108.5,15264.3,70.8,13.1,65,128,0.508,84
28,2020-05,17033.1,17336.8,72.1,14.2,72,122,0.59,73
28,2020-06,18044.1,17238.8,73.3,15.6,96,26,3.692,54
28,2020-07,19072.9,18612.7,72.9,15.7,84,147,0.571,76
28,2020-08,20105.0,19047.1,72.0,15.7,115,69,1.667,84
28,2020-09,21405.3,20323.2,70.5,13.8,89,133,0.669,84
28,2020-10,22575.7,21488.0,71.8,13.9,79,71,1.113,65
28,2020-11,24032.3,23516.9,69.3,13.2,80,124,0.645,59
28,2020-12,25609.4,25675.0,68.7,13.6,71,110,0.645,82
28,2021-01,27166.0,26381.1,67.1,14.7,80,130,0.615,61
28,2021-02,28499.1,26962.3,69.0,15.5,76,65,1.169,75
28,2021-03,29865.5,28269.6,68.4,15.7,88,87,1.011,73
28,2021-04,31394.5,31871.2,70.2,15.9,95,113,0.841,64
28,2021-05,33094.6,31300.8,70.2,14.8,95,80,1.188,75
28,2021-06,34747.1,35302.0,69.5,16.1,89,107,0.832,86
28,2021-07,36422.3,34427.1,70.1,17.1,98,53,1.849,60
28,2021-08,38106.3,37169.9,69.6,17.1,75,91,0.824,74
28,2021-09,39856.8,39667.5,69.4,16.5,90,68,1.324,65
28,2021-10,41493.6,40865.2,70.0,19.6,109,99,1.101,65
28,2021-11,43671.9,42802.6,73.5,17.1,85,132,0.644,64
28,2021-12,46026.5,46341.5,73.4,15.4,90,67,1.343,70
28,2022-01,49438.5,47073.5,76.0,13.0,84,44,1.909,86
28,2022-02,52399.3,53274.3,75.3,14.3,90,68,1.324,72
28,2022-03,55620.7,54746.7,75.2,14.7,90,91,0.989,58
28,2022-04,59428.5,58306.4,75.1,14.3,64,79,0.81,71
28,2022-05,62908.1,62303.6,78.1,14.8,112,63,1.778,50
28,2022-06,67073.2,66384.5,79.7,15.7,116,60,1.933,43
28,2022-07,70670.0,71490.0,79.4,15.7,92,63,1.46,55
28,2022-08,75670.3,76275.3,80.1,14.0,102,20,5.1,62
28,2022-09,81444.0,79850.3,82.6,13.9,89,20,4.45,64
28,2022-10,88206.1,84125.2,82.7,12.1,104,75,1.387,53
28,2022-11,96717.7,94050.0,85.5,11.5,102,80,1.275,55
28,2022-12,106095.7,104051.1,86.5,11.2,105,64,1.641,35
28,2023-01,115700.5,111077.2,86.4,12.7,105,20,5.25,55
28,2023-02,126914.5,123666.6,88.0,11.9,105,66,1.591,43
28,2023-03,139092.3,141105.6,90.2,12.2,111,36,3.083,69
28,2023-04,150623.7,147908.4,90.3,13.7,97,23,4.217,32
28,2023-05,163038.0,160000.1,88.0,13.9,104,20,5.2,69
28,2023-06,177489.3,168030.5,88.0,12.6,112,64,1.75,61
28,2023-07,192737.4,194292.9,86.6,14.2,107,20,5.35,55
28,2023-08,209334.7,213017.1,85.1,13.1,109,66,1.652,56
28,2023-09,225736.9,227198.5,83.4,12.9,101,69,1.464,58
28,2023-10,245262.8,247807.1,83.4,13.2,112,22,5.091,45
28,2023-11,262972.1,265538.6,84.2,14.6,100,42,2.381,68
28,2023-12,282387.1,284851.8,83.5,15.1,91,45,2.022,70
28,2024-01,299257.0,285243.4,84.3,15.7,97,20,4.85,76
28,2024-02,321984.2,303857.6,85.6,14.6,115,20,5.75,53
28,2024-03,340321.6,337545.8,84.5,16.1,98,62,1.581,62
28,2024-04,364120.0,369047.3,85.1,15.7,91,142,0.641,52
28,2024-05,387379.8,370408.2,87.2,15.9,110,20,5.5,61
28,2024-06,412858.7,410924.8,90.7,17.6,107,35,3.057,48
28,2024-07,439759.6,444422.4,87.8,17.0,89,47,1.894,65
28,2024-08,472288.5,448494.4,87.9,14.4,122,49,2.49,54
28,2024-09,502749.0,508243.3,87.5,16.0,124,35,3.543,20
28,2024-10,539400.2,515385.0,86.8,15.0,93,47,1.979,76
28,2024-11,579578.2,553538.7,88.5,14.6,102,48,2.125,51
28,2024-12,621443.7,626796.9,89.8,15.7,112,99,1.131,50
28,2025-01,668666.8,674325.5,88.0,14.9,102,55,1.855,63
28,2025-02,722650.3,696906.7,90.8,14.5,103,45,2.289,62
28,2025-03,787377.2,795234.2,90.8,12.3,121,37,3.27,60
28,2025-04,881268.6,890513.1,91.3,10.8,119,20,5.95,52
28,2025-05,972281.2,985121.6,93.7,11.7,99,58,1.707,45
28,2025-06,1073673.9,1037298.5,94.0,12.4,110,38,2.895,58
28,2025-07,1186934.8,1141041.1,93.1,11.3,113,20,5.65,51
28,2025-08,1310897.4,1280360.6,93.3,11.8,102,80,1.275,46
28,2025-09,1449289.2,1462223.1,92.2,11.8,93,20,4.65,59
28,2025-10,1599508.4,1561331.9,92.3,11.3,101,30,3.367,62
28,2025-11,1767937.4,1803007.7,90.0,11.6,111,111,1.0,61
28,2025-12,1923519.5,1947236.6,88.0,12.4,115,64,1.797,53
29,2020-01,11115.3,10630.9,65.8,41.0,73,176,0.415,78
29,2020-02,11147.6,10647.0,68.9,42.3,86,59,1.458,80
29,2020-03,11247.2,11117.9,69.1,45.1,83,106,0.783,90
29,2020-04,11268.3,10676.7,68.2,46.6,78,85,0.918,98
29,2020-05,11468.6,11230.9,70.3,47.0,71,92,0.772,101
29,2020-06,11530.7,11248.0,67.9,44.9,96,53,1.811,94
29,2020-07,11563.8,11516.5,69.5,46.9,90,20,4.5,79
29,2020-08,11577.6,11397.4,70.0,46.1,83,20,4.15,90
29,2020-09,11707.6,11197.0,69.7,47.0,84,21,4.0,91
29,2020-10,11747.6,11873.9,69.3,46.7,88,109,0.807,98
29,2020-11,11896.2,11961.2,69.5,44.8,91,138,0.659,102
29,2020-12,11951.3,11804.6,69.5,41.8,83,130,0.638,70
29,2021-01,12107.2,11577.8,68.3,40.2,87,83,1.048,95
29,2021-02,12200.2,12157.9,67.3,40.0,78,102,0.765,90
29,2021-03,12268.8,11832.5,65.9,38.2,84,85,0.988,106
29,2021-04,12405.2,12004.9,67.8,39.7,80,104,0.769,81
29,2021-05,12505.5,12711.4,66.4,38.1,84,102,0.824,86
29,2021-06,12515.4,12265.1,65.7,39.7,81,66,1.227,102
29,2021-07,12679.0,12809.5,64.8,40.0,75,87,0.862,92
29,2021-08,12783.3,12833.0,67.4,40.8,85,95,0.895,91
29,2021-09,12993.2,12594.2,68.8,38.3,67,20,3.35,104
29,2021-10,13228.9,12452.4,69.2,36.9,101,126,0.802,92
29,2021-11,13366.7,12980.7,66.3,38.5,68,65,1.046,79
29,2021-12,13477.1,13094.3,68.3,39.3,84,63,1.333,81
29,2022-01,13702.4,12908.2,69.3,37.9,87,100,0.87,77
29,2022-02,13882.4,13805.0,71.3,35.3,82,86,0.953,56
29,2022-03,14062.3,13970.8,73.0,36.2,100,137,0.73,71
29,2022-04,14284.5,13456.0,72.8,34.6,102,59,1.729,82
29,2022-05,14512.2,14471.2,71.6,32.8,97,25,3.88,66
29,2022-06,14771.6,14645.5,70.7,35.4,70,60,1.167,74
29,2022-07,14965.7,15023.4,71.4,35.0,87,130,0.669,64
29,2022-08,15326.0,15156.1,71.2,35.7,76,42,1.81,87
29,2022-09,15492.0,14678.5,69.5,35.1,60,112,0.536,65
29,2022-10,15743.0,15274.4,72.5,35.6,78,55,1.418,74
29,2022-11,15908.1,15393.7,73.9,36.3,67,45,1.489,76
29,2022-12,16098.6,15481.6,73.6,37.4,118,46,2.565,79
29,2023-01,16200.0,16299.9,73.2,37.0,82,89,0.921,64
29,2023-02,16513.2,15551.8,74.6,37.2,96,170,0.565,79
29,2023-03,16748.2,16257.3,77.6,38.6,78,38,2.053,71
29,2023-04,17057.7,16677.8,77.3,38.5,80,127,0.63,72
29,2023-05,17164.2,16694.2,77.2,40.4,81,20,4.05,74
29,2023-06,17417.8,17695.5,77.8,40.8,92,20,4.6,77
29,2023-07,17556.7,17218.2,78.5,42.4,105,20,5.25,84
29,2023-08,17641.6,16655.7,76.7,41.3,65,68,0.956,91
29,2023-09,17919.4,17679.2,78.5,42.2,99,115,0.861,89
29,2023-10,18104.7,17576.5,78.6,41.9,87,129,0.674,76
29,2023-11,18299.1,17510.7,80.7,40.3,121,37,3.27,77
29,2023-12,18578.4,18223.1,81.2,38.0,104,20,5.2,63
29,2024-01,18930.7,19020.7,80.9,36.5,90,71,1.268,88
29,2024-02,19340.7,19582.0,82.8,36.9,114,92,1.239,95
29,2024-03,19816.1,19157.2,83.8,35.6,95,59,1.61,48
29,2024-04,20266.8,19638.4,82.5,34.3,93,124,0.75,67
29,2024-05,20755.6,20085.9,80.7,35.1,93,105,0.886,64
29,2024-06,21144.2,21254.5,79.9,34.0,88,67,1.313,48
29,2024-07,21443.7,21712.9,80.1,34.3,99,34,2.912,75
29,2024-08,21826.8,21768.7,80.2,36.1,87,54,1.611,64
29,2024-09,22337.9,21321.3,78.7,36.3,85,20,4.25,89
29,2024-10,22689.1,22638.6,81.1,39.7,95,122,0.779,76
29,2024-11,23054.6,22395.0,82.1,41.1,95,50,1.9,73
29,2024-12,23146.5,21968.9,80.9,43.1,91,52,1.75,66
29,2025-01,23547.9,22725.3,85.0,42.8,95,68,1.397,76
29,2025-02,24019.2,23405.3,86.0,41.9,109,20,5.45,73
29,2025-03,24487.4,23898.3,86.7,39.1,105,54,1.944,59
29,2025-04,25154.2,25632.7,88.2,38.7,85,20,4.25,64
29,2025-05,25536.0,24826.4,86.8,37.7,104,61,1.705,61
29,2025-06,26162.0,26510.2,88.4,36.0,101,20,5.05,72
29,2025-07,26806.1,26317.2,90.1,36.0,123,20,6.15,71
29,2025-08,27501.0,26115.5,89.8,36.5,104,81,1.284,70
