rental_id,property_id,rental_date,monthly_rent,vacancy_days,lease_duration,monthly_rent_is_outlier
1287,937,2022-12-24,23400.0,31,11,False
1288,5462,2024-08-12,25300.0,38,11,False
1289,6,2023-06-12,42900.0,12,11,False
1290,7645,2023-03-05,59400.0,34,12,False
1291,473,2025-06-15,20500.0,14,12,False
1292,5976,2024-12-18,22200.0,4,11,False
1293,4264,2023-11-15,22700.0,8,36,False
1294,4,2026-01-09,36500.0,38,11,False
1295,6091,2022-09-12,36100.0,37,24,False
1296,656,2023-03-05,47600.0,23,11,False
1297,118,2026-04-04,27400.0,24,11,False
1298,2998,2025-04-23,65000.0,21,12,False
1299,5849,2022-08-26,43400.0,59,12,False
1300,2607,2026-07-08,42400.0,22,11,False
1301,6246,2024-09-18,22500.0,21,11,False
1302,5155,2025-11-05,35100.0,56,11,False
1303,6862,2022-12-26,46900.0,5,24,False
1304,5683,2023-01-01,77700.0,14,11,True
1305,4389,2023-03-01,39000.0,11,12,False
1306,862,2024-10-07,48400.0,15,11,False
1307,2824,2026-01-14,31000.0,28,11,False
1308,5634,2023-10-30,25800.0,0,11,False
1309,7347,2023-03-07,22600.0,20,11,False
1310,5677,2024-07-27,39500.0,11,24,False
1311,6449,2025-06-03,51600.0,3,12,False
1312,7623,2025-09-21,33800.0,28,36,False
1313,5888,2025-01-23,36500.0,21,11,False
1314,6607,2026-07-06,32200.0,38,11,False
1315,5652,2024-07-16,22600.0,38,12,False
1316,1169,2024-09-03,41700.0,52,36,False
1317,7131,2024-08-06,34100.0,26,36,False
1318,1852,2023-10-24,53600.0,3,11,False
1319,736,2024-05-07,19100.0,13,11,False
1320,226,2025-01-20,29200.0,30,12,False
1321,4733,2023-08-03,55600.0,10,11,False
1322,4304,2025-10-15,47100.0,5,36,False
1323,6415,2022-12-14,16000.0,27,36,False
1324,4760,2026-04-22,32300.0,49,11,False
1325,2093,2024-08-18,28500.0,28,11,False
1326,6364,2025-02-03,22600.0,17,12,False
1327,4856,2023-01-29,24700.0,29,11,False
1328,4519,2026-07-30,33300.0,28,24,False
1329,1608,2023-02-14,45700.0,17,12,False
1330,1870,2024-12-10,31400.0,14,11,False
1331,1961,2023-10-12,31500.0,3,11,False
1332,4330,2023-08-19,36100.0,8,12,False
1333,7836,2023-03-29,20000.0,28,36,False
1334,7140,2024-01-10,30300.0,11,12,False
1335,2070,2026-02-21,37300.0,14,11,False
1336,6539,2022-12-09,26700.0,30,36,False
1337,3832,2023-08-01,28400.0,27,12,False
1338,919,2026-04-25,35400.0,16,11,False
1339,4893,2023-07-04,21700.0,20,24,False
1340,2084,2022-11-03,20200.0,27,11,False
1341,10,2025-01-07,53000.0,25,11,False
1342,262,2024-05-14,41100.0,47,11,False
1343,6165,2025-04-13,26300.0,16,11,False
1344,1711,2024-03-09,28100.0,23,11,False
1345,2269,2024-04-04,42100.0,45,11,False
1346,7193,2023-08-25,9400.0,18,12,False
1347,2105,2024-01-05,29800.0,22,11,False
1348,5406,2023-04-21,26600.0,38,11,False
1349,3799,2023-12-05,42300.0,4,11,False
1350,1655,2025-08-30,22400.0,15,11,False
1351,323,2024-08-14,30100.0,34,24,False
1352,1373,2023-11-18,32400.0,43,11,False
1353,5856,2022-12-07,42000.0,15,36,False
1354,2428,2023-03-10,42000.0,39,12,False
1355,2896,2024-02-01,20200.0,9,11,False
1356,2888,2024-07-30,24700.0,15,11,False
1357,2038,2025-11-13,35800.0,52,12,False
1358,3029,2026-05-15,43800.0,30,12,False
1359,6166,2024-07-01,46400.0,32,24,False
1360,7876,2024-10-21,44300.0,9,11,False
1361,2083,2025-06-14,38000.0,36,24,False
1362,3574,2023-09-27,61000.0,5,11,False
1363,3763,2024-09-26,25400.0,28,12,False
1364,1146,2026-04-10,27200.0,27,12,False
1365,1640,2024-05-03,33000.0,30,36,False
1366,6599,2025-01-19,42100.0,15,11,False
1367,4121,2024-08-29,33800.0,34,11,False
1368,237,2026-07-24,39500.0,43,11,False
1369,2013,2025-01-09,27600.0,20,11,False
1370,4533,2026-07-23,39000.0,29,11,False
1371,1952,2022-10-03,33000.0,26,12,False
1372,379,2023-01-21,48200.0,48,11,False
1373,3614,2026-08-05,22600.0,33,36,False
1374,5374,2025-06-08,69600.0,31,11,False
1375,2693,2023-12-30,31200.0,20,11,False
1376,1605,2024-06-09,31900.0,20,11,False
1377,2617,2026-05-22,34800.0,51,11,False
1378,5536,2026-04-20,13300.0,26,11,False
1379,3474,2023-06-20,24300.0,8,11,False
1380,3036,2024-02-02,45600.0,37,11,False
1381,3728,2024-08-26,40500.0,22,24,False
1382,6076,2026-03-07,40000.0,33,11,False
1383,5589,2026-01-15,23400.0,0,11,False
1384,3941,2023-05-16,14500.0,33,11,False
1385,890,2025-03-09,49700.0,19,36,False
1386,1280,2022-12-24,20000.0,35,11,False
1387,6550,2023-04-05,19100.0,24,11,False
1388,6072,2024-04-01,42700.0,49,12,False
1389,7092,2025-09-03,65900.0,27,11,False
1390,1344,2024-01-30,20900.0,47,11,False
1391,4928,2024-02-07,35400.0,29,11,False
1392,7486,2023-09-02,35800.0,5,11,False
1393,6277,2026-02-16,17100.0,4,36,False
1394,2965,2024-07-16,36700.0,11,11,False
1395,7702,2025-04-15,40100.0,38,11,False
1396,78,2022-12-19,30500.0,29,11,False
1397,7735,2026-01-26,18700.0,21,24,False
1398,2678,2025-04-01,21200.0,25,12,False
1399,4323,2023-09-24,14500.0,27,11,False
1400,610,2025-12-27,48900.0,35,11,False
1401,5993,2022-08-27,39400.0,38,36,False
1402,1091,2025-11-27,5100.0,33,11,False
1403,2184,2024-09-02,15400.0,39,24,False
1404,2503,2026-06-16,51600.0,16,12,False
1405,2394,2024-04-26,35300.0,19,11,False
1406,1905,2023-05-10,52200.0,10,11,False
1407,1349,2022-10-18,48300.0,30,24,False
1408,4818,2025-06-08,16900.0,19,11,False
1409,3682,2024-05-31,44900.0,13,11,False
1410,7094,2025-11-12,21300.0,0,12,False
1411,3850,2026-02-21,29600.0,28,24,False
1412,7965,2022-08-25,54900.0,11,11,False
1413,6705,2025-03-09,33000.0,34,24,False
1414,6109,2025-11-19,45800.0,0,36,False
1415,5257,2024-04-08,18400.0,11,24,False
1416,4776,2025-01-11,29200.0,42,12,False
1417,2239,2025-04-28,43300.0,27,11,False
1418,1012,2026-08-02,43700.0,2,12,False
1419,2773,2025-11-06,55900.0,17,11,False
1420,2241,2023-01-13,30500.0,32,24,False
1421,1276,2023-03-06,26300.0,34,12,False
1422,3126,2023-03-13,29200.0,30,12,False
1423,4703,2024-07-09,39700.0,0,36,False
1424,4127,2023-04-23,22600.0,34,24,False
1425,2041,2024-08-21,42800.0,25,11,False
1426,5028,2023-01-29,16900.0,28,11,False
1427,3773,2024-01-15,31600.0,61,11,False
1428,2199,2025-10-21,42100.0,16,36,False
1429,4112,2023-04-12,20900.0,39,12,False
1430,3185,2023-07-21,15800.0,39,11,False
1431,2014,2024-11-03,73100.0,42,11,True
1432,198,2023-05-11,46900.0,19,11,False
1433,5889,2024-11-09,49600.0,22,12,False
1434,2684,2023-10-08,53900.0,19,36,False
1435,6673,2024-10-11,45700.0,14,11,False
1436,1230,2024-07-08,44800.0,6,24,False
1437,6842,2026-02-05,31800.0,42,12,False
1438,5690,2024-09-26,22100.0,8,36,False
1439,7825,2024-01-24,28400.0,0,24,False
1440,7336,2025-01-21,32300.0,37,11,False
1441,5866,2025-01-06,39800.0,41,11,False
1442,5912,2022-10-05,35300.0,49,12,False
1443,5529,2023-09-22,41600.0,25,12,False
1444,2079,2022-10-15,64000.0,30,11,False
1445,483,2025-08-21,67900.0,36,11,False
1446,1282,2023-09-15,19100.0,22,12,False
1447,940,2025-01-20,47600.0,15,12,False
1448,423,2023-02-05,35500.0,34,11,False
1449,2254,2024-02-15,44200.0,44,24,False
1450,2654,2025-10-05,21600.0,30,11,False
1451,7766,2025-06-14,43300.0,0,12,False
1452,1148,2026-05-18,18500.0,24,11,False
1453,3140,2024-01-09,53200.0,42,12,False
1454,7294,2022-10-02,15100.0,25,11,False
1455,7736,2026-01-17,54700.0,30,36,False
1456,968,2025-09-24,31900.0,45,11,False
1457,2387,2023-05-30,24100.0,27,11,False
1458,5494,2026-07-03,21100.0,33,24,False
1459,2293,2026-05-29,7900.0,16,11,False
1460,2703,2026-05-06,27900.0,2,12,False
1461,1899,2023-04-17,27400.0,46,24,False
1462,7848,2025-03-16,48400.0,29,11,False
1463,4718,2024-12-31,39100.0,11,11,False
1464,5878,2026-04-30,36600.0,44,11,False
1465,1907,2022-08-31,24900.0,23,36,False
1466,2979,2026-05-08,19900.0,13,11,False
1467,5354,2023-10-16,21600.0,17,36,False
1468,2917,2025-03-11,15600.0,0,12,False
1469,6155,2026-05-18,50600.0,6,36,False
1470,7480,2024-01-27,34300.0,0,11,False
1471,5022,2024-08-03,20400.0,39,36,False
1472,6505,2026-07-22,27300.0,5,11,False
1473,6121,2025-01-10,27900.0,46,12,False
1474,6493,2024-06-28,30700.0,34,11,False
1475,7243,2023-08-06,31300.0,30,11,False
1476,6287,2023-02-22,13100.0,60,36,False
1477,3308,2024-10-17,26100.0,29,36,False
1478,3805,2026-01-15,40900.0,31,11,False
1479,7583,2022-09-23,50700.0,31,24,False
1480,3308,2023-11-01,26400.0,11,11,False
1481,6321,2025-02-13,24700.0,28,12,False
1482,2423,2026-04-10,22600.0,33,12,False
1483,2958,2025-06-25,39000.0,30,36,False
1484,3844,2023-12-14,41400.0,0,11,False
1485,4321,2023-11-03,61900.0,20,12,False
1486,7736,2025-01-31,57900.0,16,12,False
1487,95,2026-02-13,33900.0,31,36,False
1488,2733,2023-02-20,41400.0,38,11,False
1489,7049,2025-09-06,46800.0,42,11,False
1490,1999,2025-09-04,31800.0,32,12,False
1491,7615,2023-01-06,43000.0,28,11,False
1492,808,2025-04-04,38600.0,34,11,False
1493,1876,2023-10-14,21500.0,22,11,False
1494,7606,2024-11-08,59800.0,43,11,False
1495,2162,2025-10-31,23100.0,11,24,False
1496,5903,2023-10-14,25000.0,20,12,False
1497,4200,2026-03-03,37400.0,17,36,False
1498,3407,2023-02-24,37000.0,26,12,False
1499,6086,2022-10-12,25800.0,38,11,False
1500,2986,2022-12-22,34200.0,50,11,False
1501,2654,2024-09-03,20700.0,25,11,False
1502,3283,2024-11-08,29300.0,38,12,False
1503,4915,2025-01-27,33500.0,12,24,False
1504,6295,2022-09-21,31000.0,21,11,False
1505,830,2023-07-10,60600.0,25,12,False
1506,348,2024-01-05,25900.0,35,11,False
1507,2400,2026-07-23,31300.0,10,12,False
1508,366,2024-11-14,21800.0,0,24,False
1509,2497,2025-06-22,65500.0,42,24,False
1510,2316,2022-09-25,46800.0,26,12,False
1511,2237,2026-08-13,25800.0,27,12,False
1512,7944,2024-06-28,35100.0,7,24,False
1513,3076,2024-12-21,24600.0,21,24,False
1514,3361,2023-02-04,21300.0,0,12,False
1515,1002,2023-03-21,29500.0,23,24,False
1516,7290,2023-07-10,44700.0,37,24,False
1517,7951,2025-04-11,30800.0,20,12,False
1518,1676,2025-07-14,32000.0,24,11,False
1519,843,2025-07-05,32600.0,16,36,False
1520,2791,2023-08-21,54300.0,18,12,False
1521,3615,2026-04-21,36000.0,45,11,False
1522,7301,2023-08-04,49700.0,27,11,False
1523,4555,2025-07-07,37800.0,30,11,False
1524,7305,2025-01-07,45700.0,20,36,False
1525,5564,2022-09-09,40800.0,18,11,False
1526,7454,2025-11-21,32300.0,34,11,False
1527,3005,2024-11-04,29200.0,31,12,False
1528,3967,2026-06-19,38400.0,53,11,False
1529,6084,2026-04-17,45300.0,34,11,False
1530,127,2025-10-08,37000.0,24,24,False
1531,3253,2025-01-01,24500.0,28,11,False
1532,3128,2023-11-10,34700.0,39,24,False
1533,613,2025-09-15,27700.0,19,12,False
1534,3532,2024-10-23,42600.0,52,12,False
1535,6151,2023-09-30,58800.0,13,11,False
1536,5224,2024-12-08,39100.0,28,11,False
1537,4240,2025-07-31,19400.0,60,24,False
1538,7350,2025-12-20,42800.0,45,11,False
1539,3617,2025-01-16,20000.0,23,12,False
1540,3450,2024-05-09,34200.0,12,36,False
1541,3451,2025-03-08,19100.0,33,12,False
1542,3885,2025-05-23,20100.0,43,12,False
1543,7073,2024-01-26,46900.0,15,11,False
1544,5649,2023-03-31,30600.0,19,12,False
1545,1832,2025-01-23,26700.0,42,11,False
1546,2926,2024-10-21,38800.0,25,11,False
1547,5856,2022-09-10,47200.0,1,11,False
1548,3560,2022-11-25,28900.0,32,36,False
1549,3500,2022-10-29,25200.0,21,12,False
1550,1683,2023-12-17,40800.0,0,11,False
1551,6702,2024-06-21,46400.0,15,12,False
1552,1233,2023-07-27,29000.0,33,11,False
1553,3102,2025-08-28,30200.0,27,11,False
1554,2938,2024-02-13,48800.0,35,11,False
1555,3144,2026-03-17,18900.0,38,11,False
1556,1896,2022-12-19,43100.0,0,11,False
1557,4115,2023-11-28,29100.0,20,11,False
1558,4768,2024-05-29,18400.0,40,11,False
1559,6652,2023-01-03,18700.0,23,12,False
1560,5144,2023-07-11,21900.0,45,12,False
1561,6157,2025-04-15,36300.0,7,11,False
1562,2768,2022-11-28,32400.0,56,11,False
1563,3586,2024-12-25,24500.0,27,11,False
1564,7266,2024-11-03,57800.0,60,11,False
1565,1363,2023-03-12,37800.0,4,12,False
1566,7458,2023-07-07,29600.0,12,11,False
1567,202,2022-09-18,31300.0,19,24,False
1568,3591,2023-10-03,55300.0,14,11,False
1569,6593,2024-07-19,32500.0,24,24,False
1570,4308,2024-03-24,31900.0,0,11,False
1571,7994,2025-02-01,35600.0,48,24,False
1572,5145,2025-03-12,32800.0,19,11,False
1573,583,2026-01-11,16600.0,40,12,False
1574,6524,2023-10-26,38800.0,29,36,False
1575,545,2023-11-03,34500.0,16,11,False
1576,1661,2025-09-23,25000.0,45,11,False
1577,2169,2024-08-17,34800.0,27,36,False
1578,389,2026-04-09,46400.0,32,12,False
1579,3361,2023-12-05,21400.0,37,12,False
1580,480,2026-02-20,26100.0,12,11,False
1581,421,2022-09-02,22300.0,0,11,False
1582,6628,2023-10-05,35400.0,35,12,False
1583,3685,2023-05-16,19500.0,10,36,False
1584,6928,2025-08-10,40100.0,39,24,False
1585,5147,2026-03-28,30900.0,1,11,False
1586,972,2023-05-01,48800.0,27,12,False
1587,5083,2023-11-03,23400.0,31,36,False
1588,4968,2022-08-26,43000.0,19,11,False
1589,5417,2022-10-05,31000.0,13,36,False
1590,1233,2022-12-14,27200.0,32,36,False
1591,4867,2025-06-21,60500.0,19,11,False
1592,4214,2023-11-12,23300.0,5,11,False
1593,2034,2025-07-07,44900.0,21,12,False
1594,5418,2024-01-01,18300.0,24,24,False
1595,4913,2026-05-27,36400.0,19,24,False
1596,3656,2024-03-23,16800.0,44,11,False
1597,6100,2023-01-24,15600.0,34,24,False
1598,5398,2024-10-09,36200.0,0,11,False
1599,6453,2023-11-23,36600.0,2,24,False
1600,4484,2023-10-05,41800.0,20,11,False
1601,4252,2026-06-17,24600.0,2,11,False
1602,5213,2026-05-07,47200.0,32,12,False
1603,4865,2024-03-03,53400.0,25,11,False
1604,2774,2025-12-20,17100.0,9,11,False
1605,2252,2024-11-19,16600.0,17,12,False
1606,5711,2024-02-24,8400.0,27,24,False
1607,3195,2023-04-13,19900.0,11,11,False
1608,984,2023-04-17,39000.0,31,24,False
1609,5056,2024-06-10,27200.0,41,12,False
1610,5318,2023-08-04,16900.0,25,11,False
1611,3515,2025-09-07,35700.0,27,11,False
1612,701,2023-07-09,45500.0,53,11,False
1613,4340,2023-03-18,20000.0,37,11,False
1614,3787,2025-10-24,22300.0,49,11,False
1615,344,2025-05-03,38200.0,25,12,False
1616,6762,2023-10-19,13700.0,33,24,False
1617,5297,2023-05-11,38600.0,12,12,False
1618,1762,2023-07-10,41300.0,14,12,False
1619,5601,2022-12-18,19500.0,38,11,False
1620,6849,2025-03-12,30300.0,2,24,False
1621,4526,2026-04-27,27400.0,31,11,False
1622,1832,2023-03-11,26000.0,15,24,False
1623,1798,2024-03-07,19100.0,0,11,False
1624,3292,2022-10-26,23800.0,1,12,False
1625,1008,2022-09-18,20400.0,21,11,False
1626,2313,2025-12-11,40100.0,29,11,False
1627,2536,2025-01-20,31900.0,14,12,False
1628,969,2024-03-15,36500.0,32,11,False
1629,735,2026-04-02,22700.0,20,11,False
1630,3472,2025-05-24,33600.0,34,11,False
1631,2124,2025-01-12,42100.0,22,11,False
1632,2778,2024-05-27,30200.0,29,12,False
1633,2383,2023-01-11,21100.0,48,11,False
1634,3459,2023-10-25,22000.0,35,11,False
1635,4628,2023-04-06,47500.0,9,11,False
1636,1533,2023-03-10,19100.0,38,36,False
1637,288,2023-02-27,53700.0,42,11,False
1638,7465,2023-11-04,18800.0,20,24,False
1639,3579,2024-04-06,7100.0,40,12,False
1640,7340,2024-10-19,47400.0,18,11,False
1641,2110,2025-09-16,44600.0,24,11,False
1642,782,2026-04-03,50800.0,28,11,False
1643,6878,2024-01-26,31400.0,16,11,False
1644,5613,2023-08-06,18100.0,47,12,False
1645,7496,2023-05-04,35700.0,37,12,False
1646,3129,2024-04-04,52800.0,20,24,False
1647,4389,2025-01-18,41800.0,6,24,False
1648,6788,2024-07-13,35300.0,19,11,False
1649,5197,2026-08-06,21700.0,22,11,False
1650,5349,2022-08-27,37300.0,13,11,False
1651,2209,2023-07-09,18100.0,24,11,False
1652,3374,2023-02-20,59100.0,39,12,False
1653,5921,2024-01-20,40000.0,12,24,False
1654,964,2022-10-07,23900.0,0,12,False
1655,5038,2023-06-30,37200.0,14,11,False
1656,7972,2025-12-27,26700.0,11,11,False
1657,6143,2024-12-23,20800.0,0,12,False
1658,3417,2024-08-19,46000.0,10,11,False
1659,7220,2023-11-04,38300.0,27,12,False
1660,4244,2025-10-02,16600.0,39,12,False
1661,7971,2025-12-01,41000.0,17,12,False
1662,5007,2022-08-31,29500.0,36,12,False
1663,4984,2023-03-28,27600.0,2,11,False
1664,1514,2024-04-21,29200.0,13,11,False
1665,1944,2025-04-26,22800.0,38,11,False
1666,6438,2022-10-30,55400.0,0,12,False
1667,3534,2024-12-09,31600.0,31,11,False
1668,4158,2025-03-16,22100.0,44,24,False
1669,6361,2023-06-25,48800.0,13,36,False
1670,55,2025-02-09,47600.0,34,11,False
1671,7801,2024-08-04,27400.0,25,11,False
1672,1865,2024-07-31,23400.0,33,24,False
1673,5416,2025-01-18,22800.0,15,11,False
1674,3546,2022-08-23,65300.0,25,24,False
1675,7672,2025-03-20,58400.0,1,11,False
1676,3151,2023-05-15,18800.0,41,24,False
1677,848,2024-12-16,57500.0,26,11,False
1678,4512,2024-01-01,28000.0,21,11,False
1679,2869,2023-01-12,20600.0,14,11,False
1680,6079,2023-03-21,26400.0,23,12,False
1681,6231,2025-12-31,44300.0,9,11,False
1682,6230,2024-02-21,28600.0,0,24,False
1683,2545,2025-07-03,53500.0,14,24,False
1684,6011,2023-10-04,51300.0,52,12,False
1685,330,2024-08-08,42800.0,14,11,False
1686,7375,2024-09-09,39400.0,13,12,False
1687,7055,2024-02-09,28800.0,16,11,False
1688,3391,2026-07-06,40400.0,26,11,False
1689,3381,2023-11-14,31500.0,35,11,False
1690,6867,2025-07-17,28000.0,21,24,False
1691,7372,2024-12-13,34800.0,29,12,False
1692,7935,2025-02-13,47800.0,33,36,False
1693,3760,2026-03-24,32800.0,33,24,False
1694,3126,2023-07-17,30600.0,37,11,False
1695,5504,2023-10-11,19600.0,39,11,False
1696,7743,2025-10-02,58700.0,1,36,False
1697,2191,2025-07-17,29500.0,38,24,False
1698,5323,2026-07-18,45500.0,24,12,False
1699,7399,2023-03-07,28000.0,33,36,False
1700,1341,2023-07-28,37400.0,20,11,False
1701,3269,2026-06-26,20800.0,22,12,False
1702,7108,2025-03-27,67400.0,16,24,False
1703,2594,2024-07-04,25000.0,19,11,False
1704,4076,2026-04-19,31700.0,10,12,False
1705,4652,2024-10-08,27800.0,24,11,False
1706,5742,2022-12-08,24200.0,25,24,False
1707,165,2023-12-17,48600.0,42,11,False
1708,4377,2023-10-17,27200.0,16,11,False
1709,6754,2025-07-27,39700.0,45,12,False
1710,5117,2025-12-26,35400.0,18,24,False
1711,7028,2024-05-29,32500.0,29,12,False
1712,838,2025-10-06,28500.0,31,12,False
1713,961,2023-02-08,53100.0,24,12,False
1714,6224,2023-10-26,27000.0,18,11,False
1715,6279,2025-08-29,23100.0,38,12,False
1716,4529,2023-06-02,34800.0,34,36,False
1717,788,2025-02-02,29500.0,46,24,False
1718,2247,2026-04-14,34900.0,34,11,False
1719,3232,2026-04-25,37100.0,40,24,False
1720,4339,2025-04-24,28100.0,15,12,False
1721,3781,2026-07-13,37700.0,42,11,False
1722,3536,2024-05-06,30100.0,20,11,False
1723,932,2024-04-25,52400.0,41,24,False
1724,5790,2024-05-06,31200.0,21,12,False
1725,1337,2022-11-13,26700.0,24,24,False
1726,6991,2023-05-05,15400.0,17,11,False
1727,4271,2024-07-08,52200.0,23,24,False
1728,522,2026-03-21,20900.0,22,12,False
1729,1964,2024-04-21,39300.0,33,12,False
1730,7109,2023-02-18,41600.0,49,11,False
1731,7001,2025-10-08,46600.0,32,36,False
1732,6162,2023-04-10,22800.0,5,11,False
1733,3679,2022-12-24,25700.0,27,36,False
1734,4949,2025-06-08,27300.0,19,24,False
1735,7320,2023-12-02,34800.0,41,24,False
1736,1440,2024-10-27,15400.0,0,12,False
1737,4910,2024-04-05,50800.0,26,12,False
1738,4671,2022-12-06,59300.0,33,11,False
1739,3268,2025-07-08,27000.0,0,12,False
1740,4595,2022-11-15,34300.0,22,11,False
1741,1590,2023-02-28,41300.0,41,12,False
1742,6541,2022-11-29,56700.0,53,11,False
1743,820,2023-02-02,25000.0,36,12,False
1744,5142,2024-07-19,19100.0,22,12,False
1745,1307,2024-10-27,42000.0,12,11,False
1746,5978,2026-05-05,29600.0,29,12,False
1747,5112,2022-09-24,12700.0,54,24,False
1748,7547,2025-02-24,15200.0,39,24,False
1749,5287,2024-07-18,41800.0,14,36,False
1750,7235,2024-05-05,37400.0,57,36,False
1751,6111,2023-12-22,22900.0,23,12,False
1752,5742,2023-03-05,25900.0,11,11,False
1753,3662,2023-06-05,28500.0,31,12,False
1754,2968,2024-07-30,45600.0,30,11,False
1755,1418,2024-10-15,32300.0,34,12,False
1756,5520,2024-12-22,44300.0,9,12,False
1757,4794,2022-12-02,29300.0,22,11,False
1758,2823,2023-03-09,38700.0,20,12,False
1759,7479,2025-11-28,26500.0,5,11,False
1760,2738,2024-09-13,40500.0,51,24,False
1761,2152,2023-10-09,19800.0,39,36,False
1762,4319,2024-09-06,20800.0,24,11,False
1763,4939,2024-04-15,24200.0,36,11,False
1764,2830,2026-04-12,37300.0,0,36,False
1765,4045,2022-12-20,19500.0,32,11,False
1766,3262,2023-10-11,32300.0,4,36,False
1767,3360,2023-03-30,38000.0,41,11,False
1768,2630,2023-11-18,52300.0,17,11,False
1769,4722,2022-09-20,19400.0,9,24,False
1770,2656,2022-10-01,31000.0,38,24,False
1771,4127,2025-08-14,22500.0,24,11,False
1772,238,2024-06-12,15800.0,24,11,False
1773,1333,2023-12-24,53500.0,20,11,False
1774,3513,2026-04-08,16700.0,33,12,False
1775,7522,2024-11-29,24700.0,8,11,False
1776,6002,2024-10-13,30600.0,43,12,False
1777,1330,2026-04-07,20000.0,16,24,False
1778,7556,2023-03-24,53000.0,38,11,False
1779,2597,2023-08-10,45500.0,46,11,False
1780,2096,2025-06-03,30300.0,21,11,False
1781,6955,2023-06-18,27500.0,24,11,False
1782,445,2023-09-03,30400.0,20,11,False
1783,2121,2024-01-05,24000.0,21,11,False
1784,3256,2025-04-08,17000.0,17,11,False
1785,2715,2024-08-22,36200.0,33,36,False
1786,3886,2024-02-26,12600.0,36,12,False
1787,820,2025-01-31,27300.0,41,11,False
1788,75,2023-02-21,54000.0,0,11,False
1789,7133,2024-07-19,32800.0,13,11,False
1790,7467,2026-06-29,56500.0,14,12,False
1791,2224,2025-06-27,20400.0,34,11,False
1792,4015,2023-01-17,38500.0,33,12,False
1793,2134,2025-04-08,20300.0,33,12,False
1794,5597,2023-06-10,28000.0,0,12,False
1795,41,2025-05-13,27400.0,18,12,False
1796,7229,2024-04-14,79900.0,54,36,True
1797,2126,2024-11-29,34100.0,11,24,False
1798,7338,2026-03-01,22700.0,18,11,False
1799,5920,2023-12-30,47100.0,15,24,False
1800,7474,2023-06-23,21500.0,0,11,False
1801,7295,2024-09-23,34800.0,22,36,False
1802,5620,2022-10-19,18100.0,37,11,False
1803,4789,2023-01-10,42700.0,3,12,False
1804,1658,2023-09-25,28000.0,30,11,False
1805,7957,2026-02-12,52900.0,46,36,False
1806,344,2025-11-22,37700.0,11,11,False
1807,4146,2025-11-06,51800.0,28,11,False
1808,2119,2023-04-16,35800.0,28,12,False
1809,7610,2024-05-06,28700.0,15,24,False
1810,656,2023-10-21,50200.0,18,11,False
1811,4934,2024-05-10,14600.0,13,11,False
1812,4363,2026-02-04,24900.0,14,11,False
1813,619,2026-02-21,49100.0,29,12,False
1814,6548,2026-02-13,48500.0,40,36,False
1815,5993,2024-02-09,37100.0,23,11,False
1816,6265,2025-11-08,28400.0,0,24,False
1817,7116,2024-08-01,38600.0,18,11,False
1818,459,2026-08-10,33100.0,11,12,False
1819,3023,2023-11-24,9000.0,46,11,False
1820,1746,2024-01-06,26300.0,53,11,False
1821,3556,2026-06-25,41100.0,6,24,False
1822,3040,2026-04-09,29500.0,32,12,False
1823,3100,2024-08-03,16300.0,29,12,False
1824,7801,2025-12-21,28300.0,28,11,False
1825,4905,2025-04-28,25800.0,56,24,False
1826,2740,2023-11-21,40100.0,40,11,False
1827,3714,2025-08-21,13200.0,4,12,False
1828,5818,2025-02-01,47900.0,21,11,False
1829,4321,2026-07-18,62000.0,8,12,False
1830,3139,2023-09-04,47900.0,29,11,False
1831,6066,2024-05-25,36200.0,10,36,False
1832,1417,2023-10-22,36400.0,15,11,False
1833,3864,2024-05-03,67500.0,12,36,False
1834,2932,2023-04-17,23400.0,42,11,False
1835,4896,2025-11-21,67400.0,29,11,False
1836,3446,2024-12-11,17400.0,15,11,False
1837,5613,2025-06-19,18800.0,23,12,False
1838,5001,2025-12-15,22000.0,53,24,False
1839,4218,2022-09-20,33700.0,45,11,False
1840,149,2024-04-05,41300.0,16,12,False
1841,3941,2023-03-09,15400.0,38,11,False
1842,5536,2022-08-28,13800.0,40,11,False
1843,2103,2024-04-14,39700.0,43,11,False
1844,7837,2023-02-25,37400.0,7,36,False
1845,6966,2024-11-26,42600.0,24,11,False
1846,1164,2023-12-10,41900.0,29,11,False
1847,187,2024-10-07,30000.0,30,11,False
1848,2918,2023-12-20,53200.0,63,11,False
1849,7037,2023-01-27,36700.0,18,36,False
1850,1278,2025-11-27,38800.0,22,24,False
1851,1364,2022-11-07,27500.0,27,12,False
1852,4287,2024-04-27,41400.0,28,12,False
1853,4244,2023-02-20,17000.0,8,24,False
1854,6911,2024-06-03,72600.0,45,11,True
1855,2772,2024-04-21,47100.0,17,11,False
1856,4963,2024-08-08,42400.0,10,12,False
1857,4605,2025-01-08,33800.0,12,24,False
1858,6343,2023-07-24,45100.0,0,12,False
1859,7635,2023-11-29,31100.0,0,24,False
1860,5529,2022-09-20,37200.0,36,24,False
1861,1825,2024-05-25,60300.0,41,36,False
1862,7874,2025-09-29,22300.0,1,11,False
1863,763,2023-08-31,49700.0,23,11,False
1864,7469,2026-02-21,54800.0,0,24,False
1865,7792,2026-02-05,33900.0,39,11,False
1866,1801,2022-12-04,27200.0,7,12,False
1867,7566,2024-12-07,48300.0,23,12,False
1868,7816,2023-11-02,36200.0,1,24,False
1869,4011,2026-02-09,19400.0,16,11,False
1870,7254,2025-04-05,69500.0,9,12,False
