event_id,property_id,event_date,event_type,source,event_value
3297,6977,2025-03-11,Lead,Ad Campaign,0.629
3298,1134,2024-12-31,Site Visit,Ad Campaign,0.744
3299,6480,2024-08-22,Inquiry,Ad Campaign,0.058
3300,4918,2025-04-29,View,Walk-in,0.669
3301,238,2025-12-26,View,Broker,0.631
3302,6525,2025-02-25,Site Visit,App,0.231
3303,7604,2026-04-25,Inquiry,App,0.705
3304,2947,2025-07-25,View,App,0.279
3305,2531,2026-08-02,Site Visit,App,0.661
3306,1961,2024-10-02,View,App,0.87
3307,7046,2025-09-06,Inquiry,Walk-in,0.863
3308,1049,2026-04-23,View,Ad Campaign,0.822
3309,5773,2024-09-07,Inquiry,Broker,0.649
3310,7285,2026-03-30,Inquiry,App,0.953
3311,2530,2025-02-11,View,Walk-in,0.628
3312,7560,2025-09-08,View,Broker,0.52
3313,2965,2026-02-17,Site Visit,Walk-in,0.15
3314,7138,2026-06-02,View,Broker,0.025
3315,964,2026-08-09,View,Ad Campaign,0.122
3316,537,2025-12-03,Site Visit,Broker,0.843
3317,7247,2026-07-14,Lead,App,0.518
3318,5700,2025-06-27,View,Website,0.46
3319,7341,2025-04-10,Inquiry,Ad Campaign,0.153
3320,6076,2025-11-25,View,Website,0.955
3321,7180,2025-07-12,Cancellation,Broker,0.892
3322,7968,2026-03-01,Site Visit,Walk-in,0.937
3323,4224,2025-07-13,Booking,Website,0.507
3324,3680,2025-10-06,Inquiry,Website,0.032
3325,4188,2026-02-26,View,Ad Campaign,0.222
3326,3725,2025-08-07,Lead,App,0.587
3327,543,2024-11-24,Inquiry,Ad Campaign,0.969
3328,846,2026-02-06,View,Ad Campaign,0.06
3329,3604,2026-06-23,Site Visit,Walk-in,0.375
3330,5778,2025-11-24,View,Website,0.488
3331,3037,2025-12-05,Inquiry,Website,0.264
3332,5948,2024-09-30,View,Walk-in,0.894
3333,2495,2026-03-03,Inquiry,Website,0.572
3334,4486,2025-03-28,Site Visit,Broker,0.836
3335,2720,2025-05-27,Inquiry,Broker,0.952
3336,1885,2024-12-19,Lead,Website,0.707
3337,4139,2025-08-03,View,App,0.388
3338,4350,2025-06-10,Inquiry,App,0.574
3339,3202,2025-02-22,View,Walk-in,0.352
3340,5180,2026-08-05,View,Ad Campaign,0.495
3341,2711,2026-05-28,View,Walk-in,0.194
3342,6611,2025-09-08,View,Ad Campaign,0.949
3343,6431,2024-10-03,Site Visit,Ad Campaign,0.299
3344,7155,2026-01-07,View,Broker,0.343
3345,5637,2026-06-23,View,App,0.032
3346,7635,2025-09-04,View,Ad Campaign,0.298
3347,1954,2025-11-30,View,Website,0.799
3348,6922,2025-06-30,Lead,App,0.193
3349,6489,2026-03-28,View,Walk-in,0.86
3350,4738,2026-06-27,Lead,Website,0.434
3351,6526,2026-02-27,View,App,0.01
3352,3851,2025-02-05,Site Visit,Website,0.116
3353,690,2026-02-25,View,Website,0.301
3354,5373,2024-11-05,Inquiry,App,0.951
3355,1951,2025-09-10,Lead,Broker,0.026
3356,5176,2025-09-20,Cancellation,Website,0.218
3357,5583,2025-06-10,View,Broker,0.652
3358,457,2025-07-05,View,Walk-in,0.002
3359,5079,2025-12-25,View,Broker,0.54
3360,2131,2026-06-26,View,Walk-in,0.849
3361,3977,2025-10-28,View,Ad Campaign,0.549
3362,5219,2025-05-18,View,App,0.873
3363,4245,2024-11-05,Site Visit,Broker,0.325
3364,5449,2026-07-17,View,Ad Campaign,0.174
3365,1180,2025-11-02,View,Website,0.214
3366,4286,2025-01-28,Site Visit,Ad Campaign,0.107
3367,3566,2026-06-11,Inquiry,Ad Campaign,0.917
3368,883,2024-12-13,View,App,0.645
3369,6407,2025-03-14,View,Website,0.544
3370,7248,2025-08-06,Site Visit,Website,0.766
3371,400,2025-12-04,Site Visit,App,0.01
3372,6908,2025-12-01,Inquiry,Broker,0.444
3373,609,2025-11-12,Site Visit,App,0.527
3374,7428,2024-12-09,Lead,Website,0.935
3375,5892,2025-04-21,View,App,0.158
3376,1639,2025-01-24,Booking,Website,0.975
3377,5672,2026-06-07,Booking,Ad Campaign,0.65
3378,6929,2024-09-02,Inquiry,App,0.558
3379,2149,2024-08-25,View,App,0.644
3380,1383,2024-12-04,View,App,0.072
3381,1404,2026-03-24,Inquiry,Broker,0.083
3382,820,2026-07-22,Site Visit,Broker,0.911
3383,3293,2025-05-15,View,Ad Campaign,0.99
3384,820,2025-11-09,View,App,0.847
3385,420,2025-05-27,Inquiry,App,0.217
3386,4220,2025-04-08,View,Broker,0.241
3387,4518,2026-03-27,View,Walk-in,0.229
3388,3303,2025-10-01,Site Visit,Broker,0.316
3389,7858,2025-08-09,View,Walk-in,0.218
3390,7231,2025-07-15,View,App,0.07
3391,1509,2025-05-13,Inquiry,App,0.627
3392,7796,2026-04-06,View,Walk-in,0.255
3393,7871,2024-09-18,Inquiry,Website,0.692
3394,5694,2026-01-26,Lead,Ad Campaign,0.807
3395,768,2025-05-21,Lead,Broker,0.526
3396,2045,2025-01-27,Inquiry,Website,0.032
3397,6627,2025-11-23,Lead,Broker,0.259
3398,6663,2024-10-05,Inquiry,Ad Campaign,0.875
3399,6299,2025-04-03,Inquiry,Broker,0.173
3400,2140,2025-06-12,Lead,Ad Campaign,0.807
3401,3030,2026-03-19,Cancellation,Broker,0.109
3402,1550,2024-11-06,View,App,0.352
3403,6599,2026-07-20,Inquiry,Ad Campaign,0.152
3404,1765,2024-12-12,View,Walk-in,0.249
3405,6141,2025-10-05,View,Website,0.647
3406,2646,2026-07-29,Site Visit,Walk-in,0.974
3407,3717,2025-03-18,Inquiry,Ad Campaign,0.67
3408,4606,2025-12-12,View,Walk-in,0.486
3409,5303,2025-01-20,View,Walk-in,0.394
3410,4482,2025-08-14,View,Website,0.142
3411,5694,2025-09-10,View,App,0.908
3412,7899,2024-08-29,View,Ad Campaign,0.827
3413,6549,2025-10-08,View,Website,0.715
3414,2294,2026-01-27,Inquiry,App,0.03
3415,4838,2024-12-09,Site Visit,Walk-in,0.658
3416,7759,2026-02-03,Inquiry,Website,0.164
3417,2709,2026-03-07,Inquiry,Walk-in,0.153
3418,6794,2025-09-06,View,Ad Campaign,0.146
3419,7639,2025-10-25,View,Ad Campaign,0.702
3420,7994,2024-09-17,Lead,Website,0.497
3421,6008,2026-07-21,Site Visit,Website,0.714
3422,5543,2025-07-18,Site Visit,Ad Campaign,0.135
3423,901,2026-04-19,Booking,Website,0.778
3424,6209,2026-05-27,View,Ad Campaign,0.865
3425,3085,2026-02-18,Inquiry,Ad Campaign,0.397
3426,6357,2026-07-14,View,Walk-in,0.788
3427,2010,2025-08-08,Lead,Walk-in,0.252
3428,242,2025-11-14,View,App,0.229
3429,6637,2024-11-01,Inquiry,Walk-in,0.891
3430,7381,2025-02-28,View,Walk-in,0.276
3431,7861,2026-04-20,Inquiry,Walk-in,0.259
3432,2386,2025-10-25,Inquiry,App,0.581
3433,6117,2025-09-26,Site Visit,App,0.184
3434,4269,2025-08-02,View,App,0.966
3435,672,2026-01-11,Site Visit,Ad Campaign,0.67
3436,164,2025-08-01,Inquiry,Ad Campaign,0.518
3437,465,2026-07-29,View,Website,0.599
3438,3043,2024-11-04,View,App,0.88
3439,4593,2025-06-19,View,Website,0.297
3440,4796,2025-10-10,View,Walk-in,0.164
3441,2443,2024-12-01,Inquiry,Website,0.509
3442,4799,2025-04-28,Lead,Walk-in,0.348
3443,6037,2024-12-20,Booking,Ad Campaign,0.969
3444,2356,2025-04-02,Inquiry,Broker,0.008
3445,5888,2026-06-27,View,Ad Campaign,0.542
3446,4279,2024-10-19,Lead,App,0.353
3447,4725,2024-08-30,View,Website,0.735
3448,7962,2025-06-07,View,Ad Campaign,0.95
3449,2558,2025-11-07,View,Website,0.273
3450,5828,2025-12-08,View,Broker,0.871
3451,546,2025-07-08,View,Walk-in,0.774
3452,5684,2025-03-20,Site Visit,Website,0.458
3453,4720,2024-08-20,View,Broker,0.961
3454,3836,2026-01-04,Booking,Ad Campaign,0.884
3455,594,2024-09-28,Lead,Walk-in,0.093
3456,4840,2025-08-29,View,Broker,0.504
3457,7395,2024-11-23,View,Website,0.307
3458,5865,2025-11-22,View,Website,0.742
3459,3805,2026-01-04,View,Walk-in,0.448
3460,1460,2025-06-06,Lead,App,0.868
3461,6045,2026-02-13,Inquiry,Ad Campaign,0.708
3462,3494,2024-10-10,View,Website,0.111
3463,2602,2024-08-25,Lead,Ad Campaign,0.973
3464,6165,2024-10-26,View,Broker,0.098
3465,6698,2025-09-07,Inquiry,Website,0.571
3466,2445,2025-04-23,Inquiry,Walk-in,0.132
3467,2673,2025-02-13,View,Ad Campaign,0.402
3468,4201,2025-07-16,Lead,Walk-in,0.15
3469,6336,2024-08-23,View,Ad Campaign,0.569
3470,17,2024-10-03,Inquiry,App,0.732
3471,3192,2024-09-03,Lead,Walk-in,0.932
3472,393,2024-08-23,Site Visit,App,0.346
3473,425,2024-12-06,Booking,Ad Campaign,0.16
3474,6273,2024-11-29,View,Ad Campaign,0.192
3475,7298,2026-01-30,Lead,App,0.272
3476,572,2024-12-20,Cancellation,Walk-in,0.521
3477,3632,2025-06-04,Site Visit,Broker,0.432
3478,6173,2026-04-16,Booking,App,0.214
3479,1121,2026-05-19,Inquiry,Broker,0.977
3480,7178,2026-07-09,View,App,0.462
3481,242,2024-09-18,Inquiry,Broker,0.043
3482,3898,2024-10-28,View,Walk-in,0.722
3483,4096,2026-02-14,View,App,0.662
3484,2280,2024-11-16,Lead,Broker,0.871
3485,789,2026-07-26,Site Visit,Broker,0.188
3486,7452,2024-10-14,View,Broker,0.5
3487,715,2026-06-18,View,Broker,0.222
3488,4855,2025-09-22,View,Walk-in,0.888
3489,2850,2024-10-07,Lead,Walk-in,0.673
3490,776,2025-05-22,Booking,App,0.625
3491,4027,2025-01-09,View,Broker,0.008
3492,6870,2025-03-03,View,Ad Campaign,0.718
3493,2248,2025-10-22,View,Broker,0.772
3494,7089,2024-08-22,View,Walk-in,0.091
3495,79,2025-05-25,View,App,0.764
3496,7100,2025-07-23,View,Broker,0.497
3497,3927,2025-11-12,Booking,Website,0.003
3498,856,2026-06-08,View,Website,0.255
3499,7341,2026-04-27,View,Ad Campaign,0.659
3500,6611,2024-09-16,Inquiry,Website,0.86
3501,6725,2026-08-05,View,Walk-in,0.953
3502,5536,2025-03-12,View,Walk-in,0.552
3503,7084,2025-03-29,View,Ad Campaign,0.343
3504,6593,2024-10-17,Inquiry,Ad Campaign,0.189
3505,6231,2026-03-29,Site Visit,App,0.029
3506,2149,2026-03-09,Inquiry,Broker,0.303
3507,1032,2025-06-26,Inquiry,Website,0.744
3508,4941,2026-04-22,Inquiry,App,0.19
3509,3272,2025-10-01,View,Ad Campaign,0.839
3510,3577,2026-02-13,View,App,0.285
3511,4183,2025-05-11,View,Broker,0.655
3512,6187,2025-10-07,Booking,Ad Campaign,0.758
3513,3457,2025-02-23,Lead,Ad Campaign,0.882
3514,7789,2024-11-25,Site Visit,App,0.456
3515,3507,2026-07-29,Inquiry,Broker,0.263
3516,408,2025-10-24,Inquiry,Ad Campaign,0.76
3517,7651,2025-04-16,View,Walk-in,0.208
3518,2712,2025-11-23,Lead,Walk-in,0.249
3519,3089,2024-11-15,Lead,Website,0.546
3520,1669,2025-07-11,Inquiry,Website,0.891
3521,148,2024-11-06,Inquiry,Ad Campaign,0.685
3522,6421,2026-06-06,View,Walk-in,0.167
3523,4328,2025-08-08,Lead,Broker,0.809
3524,3898,2026-05-15,View,Walk-in,0.17
3525,1951,2024-12-10,View,Website,0.696
3526,366,2025-04-14,Lead,Ad Campaign,0.584
3527,7396,2026-05-05,View,Website,0.228
3528,1675,2026-03-17,Inquiry,App,0.288
3529,4532,2025-10-27,Cancellation,Walk-in,0.398
3530,4495,2025-04-07,Lead,Website,0.801
3531,5331,2024-09-14,Inquiry,Broker,0.855
3532,5511,2024-12-11,Lead,Walk-in,0.006
3533,2547,2025-03-08,Lead,App,0.108
3534,6684,2026-02-10,View,App,0.324
3535,563,2026-06-08,View,Ad Campaign,0.005
3536,3563,2024-10-19,Lead,Ad Campaign,0.352
3537,2490,2025-09-01,View,Walk-in,0.549
3538,5381,2026-07-24,Booking,Ad Campaign,0.265
3539,773,2024-11-30,Inquiry,Broker,0.04
3540,6494,2025-04-14,View,Broker,0.17
3541,2038,2026-03-26,Inquiry,App,0.963
3542,3424,2025-11-27,Booking,Broker,0.248
3543,2568,2024-09-24,Lead,Broker,0.693
3544,5440,2026-01-09,View,Walk-in,0.602
3545,6282,2026-07-12,Inquiry,App,0.521
3546,1574,2025-11-13,View,Walk-in,0.4
3547,3695,2026-07-29,Lead,Ad Campaign,0.874
3548,5088,2024-08-20,View,Walk-in,0.78
3549,6512,2026-05-24,Cancellation,Walk-in,0.61
3550,3292,2025-03-22,Inquiry,Ad Campaign,0.252
3551,7505,2026-07-27,View,App,0.76
3552,1247,2025-12-07,View,Ad Campaign,0.692
3553,3720,2024-11-28,View,Broker,0.508
3554,3840,2025-01-23,View,Walk-in,0.285
3555,360,2026-07-25,Inquiry,Website,0.595
3556,5017,2024-12-28,View,Ad Campaign,0.587
3557,2377,2024-11-11,Booking,Ad Campaign,0.751
3558,3010,2025-07-23,Inquiry,Ad Campaign,0.77
3559,6607,2025-04-10,View,Ad Campaign,0.263
3560,2994,2025-08-21,Site Visit,App,0.441
3561,963,2025-08-17,View,Ad Campaign,0.451
3562,3633,2024-11-18,Inquiry,Ad Campaign,0.033
3563,1828,2026-01-02,View,Website,0.477
3564,7550,2025-01-08,View,Ad Campaign,0.478
3565,6980,2024-08-20,Lead,Website,0.718
3566,1614,2024-08-31,Booking,Broker,0.293
3567,1641,2024-10-23,Site Visit,Ad Campaign,0.102
3568,2217,2025-01-16,View,Ad Campaign,0.665
3569,4313,2026-03-28,Booking,Broker,0.443
3570,378,2024-11-22,View,Walk-in,0.006
3571,4215,2025-02-06,View,Walk-in,0.461
3572,4286,2026-03-10,View,Website,0.569
3573,6911,2025-06-18,Lead,Broker,0.674
3574,370,2025-06-25,Lead,Walk-in,0.508
3575,5898,2026-02-05,Inquiry,Walk-in,0.729
3576,2197,2026-04-07,View,Walk-in,0.036
3577,3748,2025-03-11,View,Broker,0.214
3578,652,2025-09-01,View,Website,0.927
3579,5979,2024-12-19,Booking,Walk-in,0.011
3580,5608,2025-08-27,Booking,App,0.788
3581,770,2025-08-11,View,Ad Campaign,0.698
3582,2422,2024-08-26,Inquiry,Website,0.427
3583,781,2026-06-16,View,Walk-in,0.697
3584,1717,2025-11-11,View,Website,0.736
3585,6304,2024-09-20,View,Website,0.006
3586,6495,2026-04-20,View,Website,0.062
3587,3984,2025-03-25,View,Broker,0.759
3588,1312,2025-07-01,View,App,0.557
3589,3360,2024-09-10,Lead,Walk-in,0.457
3590,7036,2025-10-15,Inquiry,App,0.883
3591,5346,2025-05-28,View,App,0.191
3592,523,2025-06-01,View,Broker,0.259
3593,522,2025-07-13,View,Broker,0.562
3594,4879,2026-04-22,View,Broker,0.774
3595,2321,2024-12-24,Booking,Website,0.364
3596,936,2025-05-22,Site Visit,Broker,0.09
3597,7570,2025-11-24,View,Ad Campaign,0.595
3598,2231,2026-07-12,Inquiry,Ad Campaign,0.383
3599,4041,2026-01-19,View,Walk-in,0.828
3600,5785,2026-05-01,Booking,Ad Campaign,0.4
3601,4584,2026-07-11,View,Walk-in,0.021
3602,5947,2025-04-03,View,Broker,0.046
3603,4942,2025-11-07,Lead,Broker,0.109
3604,6268,2024-10-09,Cancellation,Broker,0.821
3605,7129,2026-08-05,Inquiry,Broker,0.408
3606,3698,2024-09-18,View,App,0.132
3607,2838,2026-03-20,View,App,0.892
3608,4084,2025-08-14,Booking,Ad Campaign,0.478
3609,2462,2026-08-08,Site Visit,Broker,0.204
3610,6100,2025-03-24,View,Broker,0.121
3611,5845,2026-08-18,Booking,App,0.229
3612,3244,2025-04-15,Lead,Broker,0.709
3613,3360,2025-02-22,Inquiry,Walk-in,0.536
3614,7603,2026-04-18,View,Ad Campaign,0.404
3615,686,2025-04-10,View,Website,0.674
3616,2161,2025-08-21,Inquiry,Walk-in,0.915
3617,7032,2025-02-28,View,Walk-in,0.563
3618,3989,2025-03-29,View,Broker,0.42
3619,4067,2025-06-12,Lead,Broker,0.97
3620,6266,2025-07-26,Inquiry,Broker,0.36
3621,1568,2026-01-25,Lead,Website,0.561
3622,5342,2024-11-13,Lead,App,0.3
3623,7799,2026-01-03,Booking,Walk-in,0.417
3624,39,2026-06-08,Booking,Website,0.398
3625,2545,2025-07-14,View,Walk-in,0.153
3626,4876,2025-04-27,View,Broker,0.993
3627,1257,2025-02-21,View,Broker,0.124
3628,2991,2025-07-25,View,Website,0.098
3629,7698,2026-02-15,Inquiry,Broker,0.315
3630,2197,2025-01-20,Inquiry,Website,0.084
3631,3469,2026-04-26,Cancellation,Website,0.355
3632,7166,2025-09-03,View,App,0.334
3633,2709,2026-05-01,Lead,Website,0.766
3634,7806,2026-03-04,Inquiry,App,0.507
3635,6024,2024-12-03,Lead,Ad Campaign,0.898
3636,302,2026-03-14,Inquiry,Broker,0.939
3637,7528,2024-12-23,View,Website,0.614
3638,6382,2025-07-27,View,App,0.251
3639,647,2025-05-22,View,Ad Campaign,0.499
3640,4759,2026-07-22,View,Walk-in,0.218
3641,6380,2025-02-22,View,Website,0.265
3642,1760,2026-02-06,Lead,Ad Campaign,0.593
3643,6347,2025-11-23,Inquiry,Broker,0.46
3644,4352,2024-11-20,Lead,Broker,0.294
3645,598,2026-05-10,Lead,Walk-in,0.513
3646,662,2026-03-03,View,Broker,0.313
3647,4331,2026-03-05,View,Walk-in,0.096
3648,1369,2025-03-18,Booking,Walk-in,0.274
3649,2582,2025-06-28,Inquiry,Ad Campaign,0.839
3650,7004,2025-03-30,Inquiry,Walk-in,0.277
3651,3869,2025-11-21,Site Visit,App,0.729
3652,7949,2025-12-05,View,Ad Campaign,0.014
3653,3538,2025-01-04,Booking,Website,0.451
3654,4866,2026-02-03,View,Website,0.356
3655,6685,2026-01-27,View,Walk-in,0.696
3656,4309,2024-12-10,View,Website,0.065
3657,4559,2024-10-31,View,Ad Campaign,0.561
3658,6580,2025-03-26,View,Website,0.712
3659,283,2025-05-27,Inquiry,Website,0.98
3660,7730,2025-04-14,View,App,0.017
3661,3679,2026-05-03,View,Ad Campaign,0.676
3662,1487,2026-07-25,View,Ad Campaign,0.27
3663,4083,2025-03-21,Lead,Ad Campaign,0.73
3664,5527,2026-06-07,Inquiry,Broker,0.118
3665,4184,2025-01-13,View,Walk-in,0.969
3666,5164,2026-08-12,View,Ad Campaign,0.764
3667,461,2024-12-22,Cancellation,Broker,0.692
3668,2326,2026-08-04,Lead,Broker,0.37
3669,3755,2024-11-26,View,Ad Campaign,0.273
3670,2469,2025-02-16,Inquiry,Walk-in,0.942
3671,1725,2026-03-19,Booking,Walk-in,0.945
3672,1377,2025-04-19,View,App,0.83
3673,2744,2025-02-13,Inquiry,Walk-in,0.653
3674,515,2025-05-01,Cancellation,Ad Campaign,0.751
3675,703,2025-06-19,View,Walk-in,0.078
3676,1654,2026-04-02,Inquiry,Ad Campaign,0.823
3677,2067,2026-08-09,Inquiry,Ad Campaign,0.978
3678,23,2026-03-07,View,Website,0.878
3679,2461,2025-09-05,View,Website,0.012
3680,5150,2026-07-24,Booking,App,0.549
3681,5927,2026-03-01,Inquiry,Website,0.407
3682,6252,2026-04-07,Site Visit,Ad Campaign,0.442
3683,7535,2026-03-05,Lead,Ad Campaign,0.32
3684,1305,2025-12-22,View,Broker,0.549
3685,7296,2025-03-28,Inquiry,Walk-in,0.93
3686,3301,2026-06-09,View,Website,0.129
3687,5231,2024-12-05,View,Walk-in,0.146
3688,6280,2024-08-22,Inquiry,App,0.457
3689,362,2026-03-17,Inquiry,Walk-in,0.436
3690,7354,2025-01-27,View,Walk-in,0.107
3691,3728,2026-01-12,View,App,0.995
3692,7752,2025-09-22,View,App,0.933
3693,6273,2024-11-09,Booking,Website,0.512
3694,5996,2025-02-05,View,Website,0.542
3695,1285,2025-11-26,Lead,Broker,0.994
3696,515,2025-11-28,View,Ad Campaign,0.989
3697,449,2024-10-11,View,Website,0.511
3698,6020,2025-11-08,View,Walk-in,0.635
3699,7272,2026-06-08,View,App,0.041
3700,5603,2025-12-23,View,Ad Campaign,0.958
3701,5344,2025-08-06,View,Walk-in,0.256
3702,1856,2024-08-24,View,Ad Campaign,0.432
3703,4970,2026-06-18,View,App,0.827
3704,3563,2026-05-21,Inquiry,Ad Campaign,0.71
3705,2521,2024-11-11,Cancellation,Broker,0.424
3706,3082,2024-10-15,Booking,App,0.582
3707,1429,2026-02-17,View,Ad Campaign,0.046
3708,3968,2025-09-09,View,Broker,0.39
3709,6446,2025-11-27,Inquiry,Website,0.77
3710,6375,2026-04-23,Booking,App,0.79
3711,5851,2025-01-20,Site Visit,Website,0.003
3712,923,2025-05-04,View,Broker,0.856
3713,3138,2025-11-07,Lead,Broker,0.023
3714,7081,2024-12-14,View,Website,0.631
3715,2160,2024-10-11,Lead,App,0.618
3716,5133,2025-05-07,View,Ad Campaign,0.212
3717,5513,2025-07-23,Inquiry,Ad Campaign,0.123
3718,2548,2026-01-29,View,App,0.922
3719,2980,2025-06-11,View,App,0.765
3720,6742,2024-09-16,Inquiry,Broker,0.206
3721,2282,2026-03-09,View,Ad Campaign,0.566
3722,2650,2025-05-21,Booking,Broker,0.275
3723,314,2026-06-06,View,Broker,0.238
3724,2614,2025-07-12,View,Ad Campaign,0.126
3725,3084,2025-11-28,View,Broker,0.409
3726,2257,2024-09-04,Site Visit,Website,0.179
3727,6094,2026-05-29,Booking,Website,0.626
3728,1038,2026-04-10,Booking,Ad Campaign,0.863
3729,5753,2025-11-04,Lead,Broker,0.894
3730,3490,2026-03-16,View,App,0.841
3731,7605,2024-11-27,Site Visit,Ad Campaign,0.931
3732,7545,2026-05-18,View,Ad Campaign,0.696
3733,7188,2025-05-16,Inquiry,Broker,0.075
3734,2635,2024-09-16,Lead,Walk-in,0.174
3735,3984,2026-07-06,Lead,App,0.039
3736,1779,2025-09-29,Inquiry,Website,0.973
3737,7903,2024-10-25,View,Broker,0.711
3738,5111,2024-09-10,Lead,Website,0.474
3739,5190,2025-10-15,Site Visit,Broker,0.272
3740,3896,2025-02-28,Booking,Broker,0.314
3741,7379,2025-01-27,Site Visit,App,0.782
3742,1125,2024-09-13,Lead,Website,0.487
3743,698,2025-07-20,Cancellation,Ad Campaign,0.875
3744,2180,2025-01-30,Inquiry,Website,0.04
3745,7791,2026-02-18,Lead,Walk-in,0.447
3746,1405,2025-12-27,View,Broker,0.91
3747,5252,2025-04-21,Site Visit,Ad Campaign,0.245
3748,1044,2025-10-06,View,Broker,0.534
3749,1930,2024-12-03,Lead,Ad Campaign,0.17
3750,6680,2025-12-02,Lead,Broker,0.113
3751,1014,2025-11-21,View,Website,0.342
3752,227,2025-09-27,View,Website,0.325
3753,7322,2026-04-20,Inquiry,Broker,0.462
3754,1829,2025-09-07,Inquiry,Ad Campaign,0.77
3755,7910,2025-05-25,View,Broker,0.35
3756,5589,2025-01-10,View,Website,0.112
3757,4918,2024-12-17,Booking,App,0.521
3758,2024,2025-06-02,Site Visit,Walk-in,0.255
3759,4967,2025-07-10,View,Website,0.022
3760,2453,2026-02-08,Booking,Walk-in,0.006
3761,6346,2026-01-09,Lead,App,0.867
3762,2086,2024-10-31,Site Visit,Walk-in,0.086
3763,7086,2025-04-02,Lead,Website,0.563
3764,5892,2024-10-15,View,App,0.459
3765,4284,2024-10-02,Lead,Ad Campaign,0.118
3766,1081,2025-04-24,View,Walk-in,0.23
3767,5037,2026-05-09,Booking,Ad Campaign,0.665
3768,7188,2025-08-21,Lead,Walk-in,0.721
3769,2321,2026-05-04,View,Broker,0.155
3770,3191,2026-05-10,Inquiry,Ad Campaign,0.32
3771,2631,2026-08-14,View,Website,0.732
3772,2564,2025-03-08,Booking,Website,0.498
3773,3293,2025-03-01,Lead,Walk-in,0.718
3774,4622,2026-08-03,Lead,Broker,0.871
3775,3587,2025-01-01,Lead,Website,0.198
3776,7896,2026-01-28,View,Broker,0.397
3777,7909,2025-03-20,Lead,App,0.187
3778,4432,2025-10-25,View,Broker,0.226
3779,6842,2024-09-10,Booking,Ad Campaign,0.948
3780,5175,2025-05-21,Inquiry,Walk-in,0.961
3781,6644,2026-08-16,Inquiry,Ad Campaign,0.187
3782,2948,2025-02-23,View,Broker,0.681
3783,3960,2025-05-24,Inquiry,Website,0.606
3784,2814,2024-11-08,Lead,Walk-in,0.376
3785,2584,2026-07-07,Inquiry,Website,0.223
3786,162,2025-08-24,Inquiry,Ad Campaign,0.295
3787,7838,2025-01-13,View,Broker,0.432
3788,594,2026-06-11,View,Broker,0.804
3789,6035,2025-08-24,Site Visit,Website,0.911
3790,6303,2026-02-15,View,App,0.918
3791,3260,2025-06-16,View,Broker,0.615
3792,4156,2025-03-26,View,App,0.579
3793,2963,2026-01-30,Inquiry,Ad Campaign,0.994
3794,3889,2026-01-05,Inquiry,Walk-in,0.048
3795,3391,2026-01-31,View,App,0.624
3796,5998,2026-04-20,View,Walk-in,0.331
3797,6355,2026-06-13,View,Walk-in,0.859
3798,4502,2026-05-18,View,Ad Campaign,0.375
3799,664,2025-05-06,View,Ad Campaign,0.554
3800,1133,2025-03-14,View,Website,0.338
3801,5196,2025-07-31,View,Broker,0.776
3802,542,2025-02-14,View,Ad Campaign,0.756
3803,5434,2026-03-19,View,App,0.712
3804,5094,2025-03-21,View,App,0.16
3805,5237,2026-05-22,View,Broker,0.281
3806,2975,2024-11-24,View,Walk-in,0.227
3807,868,2025-08-25,Inquiry,Ad Campaign,0.021
3808,7872,2025-10-23,View,Walk-in,0.742
3809,2067,2026-03-27,Booking,Walk-in,0.03
3810,432,2024-12-15,Booking,App,0.985
3811,7853,2025-03-30,Inquiry,Website,0.424
3812,4836,2026-04-08,Lead,Ad Campaign,0.004
3813,5470,2025-07-19,Inquiry,App,0.144
3814,4279,2025-10-05,View,Ad Campaign,0.122
3815,6257,2026-07-09,Inquiry,Ad Campaign,0.493
3816,1207,2025-09-20,Booking,Website,0.596
3817,2529,2025-01-02,View,Walk-in,0.364
3818,1170,2026-03-25,Site Visit,Ad Campaign,0.596
3819,831,2025-04-24,View,Broker,0.789
3820,1652,2026-01-06,View,Website,0.869
3821,1137,2024-09-07,View,Ad Campaign,0.433
3822,2811,2025-12-08,View,Broker,0.93
3823,476,2025-03-11,View,App,0.301
3824,2811,2024-11-16,View,Website,0.078
3825,1327,2024-08-25,View,Ad Campaign,0.062
3826,5067,2025-03-26,Lead,Website,0.425
3827,7993,2025-10-25,View,Walk-in,0.02
3828,1020,2025-06-07,Inquiry,Walk-in,0.988
3829,5238,2024-11-07,Inquiry,Website,0.971
3830,1837,2026-04-17,Lead,Ad Campaign,0.624
3831,4257,2025-07-30,View,Broker,0.873
3832,2449,2025-09-08,Site Visit,Broker,0.619
3833,4294,2026-03-26,Booking,Ad Campaign,0.793
3834,1284,2025-05-17,Site Visit,Ad Campaign,0.001
3835,660,2025-10-06,Lead,Ad Campaign,0.951
3836,5872,2026-04-22,Inquiry,Website,0.142
3837,5167,2024-09-10,Lead,Walk-in,0.593
3838,2011,2025-04-29,View,Broker,0.509
3839,399,2026-01-15,Lead,App,0.553
3840,1734,2025-09-22,Inquiry,App,0.79
3841,5679,2025-05-26,Site Visit,Broker,0.934
3842,2126,2024-11-20,Booking,Ad Campaign,0.088
3843,2172,2026-02-13,View,Website,0.788
3844,75,2025-10-27,Inquiry,App,0.162
3845,6281,2026-05-02,View,Ad Campaign,0.057
3846,4698,2025-01-23,View,App,0.378
3847,3472,2025-10-07,View,Website,0.02
3848,837,2026-03-27,Lead,Ad Campaign,0.971
