property_id,driver,driver_value,delta_label,irr,npv,roi
5842,appreciation_rate,0.07440000000000001,-0.03,0.0882,-542450.7,0.4911
5842,appreciation_rate,0.08940000000000001,-0.015,0.1021,98582.28,0.5852
5842,appreciation_rate,0.1044,0.0,0.1161,775910.07,0.6847
5842,appreciation_rate,0.1194,0.015,0.1301,1491052.57,0.7897
5842,appreciation_rate,0.13440000000000002,0.03,0.1441,2245571.49,0.9005
5842,holding_period_years,3.0,-2.0,0.1062,179836.58,0.3417
5842,holding_period_years,4.0,-1.0,0.1127,490043.77,0.5064
5842,holding_period_years,5.0,0.0,0.1161,775910.07,0.6847
5842,holding_period_years,6.0,1.0,0.118,1039663.74,0.8778
5842,holding_period_years,7.0,2.0,0.119,1283330.51,1.0872
26,purchase_price,17348400.0,-0.1,0.1721,6530276.63,1.1356
26,purchase_price,18312200.0,-0.05,0.1706,6746283.36,1.1257
26,purchase_price,19276000.0,0.0,0.1691,6962290.08,1.1168
26,purchase_price,20239800.0,0.05,0.1679,7178296.8,1.1088
26,purchase_price,21203600.0,0.1,0.1667,7394303.52,1.1014
26,monthly_rent,57150.0,-0.1,0.1662,6674298.7,1.0984
26,monthly_rent,60325.0,-0.05,0.1677,6818294.39,1.1076
26,monthly_rent,63500.0,0.0,0.1691,6962290.08,1.1168
26,monthly_rent,66675.0,0.05,0.1706,7106285.77,1.126
26,monthly_rent,69850.0,0.1,0.1721,7250281.46,1.1352
26,vacancy_rate,0.0015,-0.5,0.1692,6966622.95,1.1171
26,vacancy_rate,0.003,0.0,0.1691,6962290.08,1.1168
26,vacancy_rate,0.0045000000000000005,0.5,0.1691,6957957.21,1.1165
26,vacancy_rate,0.006,1.0,0.1691,6953624.34,1.1163
26,vacancy_rate,0.009000000000000001,2.0,0.169,6944958.6,1.1157
26,annual_operating_expenses,56448.0,-0.1,0.1694,6986065.89,1.1183
26,annual_operating_expenses,59584.0,-0.05,0.1693,6974177.99,1.1176
26,annual_operating_expenses,62720.0,0.0,0.1691,6962290.08,1.1168
26,annual_operating_expenses,65856.0,0.05,0.169,6950402.17,1.116
26,annual_operating_expenses,68992.0,0.1,0.1689,6938514.27,1.1153
26,appreciation_rate,0.1329,-0.03,0.1409,3906416.78,0.8782
26,appreciation_rate,0.14789999999999998,-0.015,0.155,5394431.52,0.9944
26,appreciation_rate,0.1629,0.0,0.1691,6962290.08,1.1168
26,appreciation_rate,0.1779,0.015,0.1833,8613163.4,1.2457
26,appreciation_rate,0.1929,0.03,0.1975,10350305.29,1.3814
26,holding_period_years,3.0,-2.0,0.1595,3427890.89,0.5417
26,holding_period_years,4.0,-1.0,0.1659,5180239.06,0.8102
26,holding_period_years,5.0,0.0,0.1691,6962290.08,1.1168
26,holding_period_years,6.0,1.0,0.1709,8782151.46,1.4679
26,holding_period_years,7.0,2.0,0.1718,10647811.69,1.8707
5648,purchase_price,12821400.0,-0.1,0.1287,1778447.28,0.7803
5648,purchase_price,13533700.0,-0.05,0.1271,1775387.46,0.771
5648,purchase_price,14246000.0,0.0,0.1257,1772327.65,0.7627
5648,purchase_price,14958300.0,0.05,0.1245,1769267.83,0.7551
5648,purchase_price,15670600.000000002,0.1,0.1233,1766208.02,0.7483
5648,monthly_rent,40500.0,-0.1,0.1228,1570982.28,0.7453
5648,monthly_rent,42750.0,-0.05,0.1243,1671654.97,0.754
5648,monthly_rent,45000.0,0.0,0.1257,1772327.65,0.7627
5648,monthly_rent,47250.0,0.05,0.1272,1873000.33,0.7714
5648,monthly_rent,49500.00000000001,0.1,0.1287,1973673.01,0.7801
5648,vacancy_rate,0.0082,-0.5,0.126,1789113.25,0.7642
5648,vacancy_rate,0.0164,0.0,0.1257,1772327.65,0.7627
5648,vacancy_rate,0.024600000000000004,0.5,0.1255,1755542.04,0.7612
5648,vacancy_rate,0.0328,1.0,0.1252,1738756.44,0.7598
5648,vacancy_rate,0.04920000000000001,2.0,0.1248,1705185.23,0.7569
5648,annual_operating_expenses,42718.5,-0.1,0.126,1790320.62,0.7643
5648,annual_operating_expenses,45091.75,-0.05,0.1259,1781324.13,0.7635
5648,annual_operating_expenses,47465.0,0.0,0.1257,1772327.65,0.7627
5648,annual_operating_expenses,49838.25,0.05,0.1256,1763331.16,0.7619
5648,annual_operating_expenses,52211.50000000001,0.1,0.1255,1754334.68,0.7611
5648,appreciation_rate,0.0886,-0.03,0.0976,-157213.53,0.5588
5648,appreciation_rate,0.1036,-0.015,0.1116,781338.23,0.658
5648,appreciation_rate,0.1186,0.0,0.1257,1772327.65,0.7627
5648,appreciation_rate,0.1336,0.015,0.1399,2817921.96,0.8732
5648,appreciation_rate,0.1486,0.03,0.154,3920347.33,0.9896
5648,holding_period_years,3.0,-2.0,0.1156,640948.24,0.3771
5648,holding_period_years,4.0,-1.0,0.1222,1219555.45,0.5609
5648,holding_period_years,5.0,0.0,0.1257,1772327.65,0.7627
5648,holding_period_years,6.0,1.0,0.1277,2302066.06,0.9847
5648,holding_period_years,7.0,2.0,0.1289,2811324.88,1.2292
1647,purchase_price,21417300.0,-0.1,0.1876,10231010.65,1.2979
1647,purchase_price,22607150.0,-0.05,0.1865,10661114.05,1.2903
1647,purchase_price,23797000.0,0.0,0.1854,11091217.43,1.2835
1647,purchase_price,24986850.0,0.05,0.1845,11521320.82,1.2774
1647,purchase_price,26176700.000000004,0.1,0.1837,11951424.22,1.2718
1647,monthly_rent,60300.0,-0.1,0.1833,10812618.71,1.2691
1647,monthly_rent,63650.0,-0.05,0.1844,10951918.07,1.2763
1647,monthly_rent,67000.0,0.0,0.1854,11091217.43,1.2835
1647,monthly_rent,70350.0,0.05,0.1865,11230516.79,1.2907
1647,monthly_rent,73700.0,0.1,0.1876,11369816.15,1.298
1647,vacancy_rate,0.04295,-0.5,0.1865,11222120.12,1.2903
1647,vacancy_rate,0.0859,0.0,0.1854,11091217.43,1.2835
1647,vacancy_rate,0.12885000000000002,0.5,0.1844,10960314.74,1.2767
1647,vacancy_rate,0.1718,1.0,0.1834,10829412.05,1.27
1647,vacancy_rate,0.25770000000000004,2.0,0.1813,10567606.67,1.2564
1647,annual_operating_expenses,70474.5,-0.1,0.1857,11120901.19,1.2851
1647,annual_operating_expenses,74389.75,-0.05,0.1856,11106059.31,1.2843
1647,annual_operating_expenses,78305.0,0.0,0.1854,11091217.43,1.2835
1647,annual_operating_expenses,82220.25,0.05,0.1853,11076375.55,1.2828
1647,annual_operating_expenses,86135.5,0.1,0.1852,11061533.68,1.282
1647,appreciation_rate,0.1566,-0.03,0.1568,6997329.72,1.0246
1647,appreciation_rate,0.17159999999999997,-0.015,0.1711,8991872.4,1.1507
1647,appreciation_rate,0.1866,0.0,0.1854,11091217.43,1.2835
1647,appreciation_rate,0.2016,0.015,0.1998,13299441.72,1.4232
1647,appreciation_rate,0.2166,0.03,0.2141,15620726.52,1.57
1647,holding_period_years,3.0,-2.0,0.1749,5444235.61,0.6076
1647,holding_period_years,4.0,-1.0,0.1818,8197392.21,0.9189
1647,holding_period_years,5.0,0.0,0.1854,11091217.43,1.2835
1647,holding_period_years,6.0,1.0,0.1875,14143702.09,1.7114
1647,holding_period_years,7.0,2.0,0.1888,17373624.61,2.2142
7944,purchase_price,9768600.0,-0.1,0.1513,2526286.47,0.9605
7944,purchase_price,10311300.0,-0.05,0.1498,2588438.4,0.9512
7944,purchase_price,10854000.0,0.0,0.1484,2650590.32,0.9427
7944,purchase_price,11396700.0,0.05,0.1472,2712742.24,0.9351
7944,purchase_price,11939400.000000002,0.1,0.1461,2774894.16,0.9282
7944,monthly_rent,30870.0,-0.1,0.1456,2496059.42,0.9252
7944,monthly_rent,32585.0,-0.05,0.147,2573324.87,0.934
7944,monthly_rent,34300.0,0.0,0.1484,2650590.32,0.9427
7944,monthly_rent,36015.0,0.05,0.1499,2727855.76,0.9515
7944,monthly_rent,37730.0,0.1,0.1513,2805121.21,0.9603
7944,vacancy_rate,0.0048,-0.5,0.1486,2658079.7,0.9436
7944,vacancy_rate,0.0096,0.0,0.1484,2650590.32,0.9427
7944,vacancy_rate,0.0144,0.5,0.1483,2643100.93,0.9419
7944,vacancy_rate,0.0192,1.0,0.1482,2635611.55,0.941
7944,vacancy_rate,0.0288,2.0,0.1479,2620632.79,0.9393
7944,annual_operating_expenses,32706.0,-0.1,0.1487,2664366.04,0.9443
7944,annual_operating_expenses,34523.0,-0.05,0.1486,2657478.18,0.9435
7944,annual_operating_expenses,36340.0,0.0,0.1484,2650590.32,0.9427
7944,annual_operating_expenses,38157.0,0.05,0.1483,2643702.46,0.942
7944,annual_operating_expenses,39974.0,0.1,0.1482,2636814.6,0.9412
7944,appreciation_rate,0.11249999999999999,-0.03,0.1202,1048955.0,0.7206
7944,appreciation_rate,0.1275,-0.015,0.1343,1828470.53,0.8287
7944,appreciation_rate,0.1425,0.0,0.1484,2650590.32,0.9427
7944,appreciation_rate,0.15749999999999997,0.015,0.1626,3517037.38,1.0629
7944,appreciation_rate,0.1725,0.03,0.1768,4429580.57,1.1894
7944,holding_period_years,3.0,-2.0,0.1385,1227694.22,0.4618
7944,holding_period_years,4.0,-1.0,0.145,1941774.47,0.6884
7944,holding_period_years,5.0,0.0,0.1484,2650590.32,0.9427
7944,holding_period_years,6.0,1.0,0.1503,3356925.08,1.2288
7944,holding_period_years,7.0,2.0,0.1514,4063398.08,1.551
5177,purchase_price,8325900.0,-0.1,0.11,385534.08,0.6381
5177,purchase_price,8788450.0,-0.05,0.1082,335519.48,0.6281
5177,purchase_price,9251000.0,0.0,0.1066,285504.88,0.6191
5177,purchase_price,9713550.0,0.05,0.1052,235490.27,0.6109
5177,purchase_price,10176100.0,0.1,0.1039,185475.66,0.6035
5177,monthly_rent,29700.0,-0.1,0.1034,144771.92,0.6003
5177,monthly_rent,31350.0,-0.05,0.105,215138.4,0.6097
5177,monthly_rent,33000.0,0.0,0.1066,285504.88,0.6191
5177,monthly_rent,34650.0,0.05,0.1083,355871.36,0.6285
5177,monthly_rent,36300.0,0.1,0.1099,426237.84,0.6378
5177,vacancy_rate,0.03125,-0.5,0.1077,332415.86,0.6253
5177,vacancy_rate,0.0625,0.0,0.1066,285504.88,0.6191
5177,vacancy_rate,0.09375,0.5,0.1056,238593.89,0.6128
5177,vacancy_rate,0.125,1.0,0.1045,191682.9,0.6066
5177,vacancy_rate,0.1875,2.0,0.1023,97860.93,0.5941
5177,annual_operating_expenses,28854.0,-0.1,0.1069,297658.14,0.6207
5177,annual_operating_expenses,30457.0,-0.05,0.1068,291581.51,0.6199
5177,annual_operating_expenses,32060.0,0.0,0.1066,285504.88,0.6191
5177,annual_operating_expenses,33663.0,0.05,0.1065,279428.25,0.6183
5177,annual_operating_expenses,35266.0,0.1,0.1064,273351.61,0.6175
5177,appreciation_rate,0.0659,-0.03,0.0787,-867555.11,0.4315
5177,appreciation_rate,0.0809,-0.015,0.0927,-307021.88,0.5227
5177,appreciation_rate,0.0959,0.0,0.1066,285504.88,0.6191
5177,appreciation_rate,0.1109,0.015,0.1207,911375.61,0.7209
5177,appreciation_rate,0.1259,0.03,0.1347,1571978.22,0.8284
5177,holding_period_years,3.0,-2.0,0.0965,-90071.44,0.3083
5177,holding_period_years,4.0,-1.0,0.1031,108184.96,0.4581
5177,holding_period_years,5.0,0.0,0.1066,285504.88,0.6191
5177,holding_period_years,6.0,1.0,0.1087,443802.48,0.7922
5177,holding_period_years,7.0,2.0,0.1098,584817.89,0.9786
4043,purchase_price,15118200.0,-0.1,0.1509,3876831.14,0.9578
4043,purchase_price,15958100.0,-0.05,0.1494,3973019.46,0.9486
4043,purchase_price,16798000.0,0.0,0.1481,4069207.77,0.9403
4043,purchase_price,17637900.0,0.05,0.1468,4165396.09,0.9328
4043,purchase_price,18477800.0,0.1,0.1457,4261584.4,0.926
4043,monthly_rent,48960.0,-0.1,0.1452,3832905.78,0.923
4043,monthly_rent,51680.0,-0.05,0.1466,3951056.76,0.9317
4043,monthly_rent,54400.0,0.0,0.1481,4069207.77,0.9403
4043,monthly_rent,57120.0,0.05,0.1495,4187358.78,0.949
4043,monthly_rent,59840.00000000001,0.1,0.1509,4305509.77,0.9577
4043,vacancy_rate,0.02255,-0.5,0.1487,4125010.58,0.9444
4043,vacancy_rate,0.0451,0.0,0.1481,4069207.77,0.9403
4043,vacancy_rate,0.06765,0.5,0.1474,4013404.97,0.9362
4043,vacancy_rate,0.0902,1.0,0.1467,3957602.16,0.9321
4043,vacancy_rate,0.1353,2.0,0.1454,3845996.55,0.9239
4043,annual_operating_expenses,51657.003,-0.1,0.1483,4090965.63,0.9419
4043,annual_operating_expenses,54526.8365,-0.05,0.1482,4080086.69,0.9411
4043,annual_operating_expenses,57396.67,0.0,0.1481,4069207.77,0.9403
4043,annual_operating_expenses,60266.5035,0.05,0.1479,4058328.85,0.9395
4043,annual_operating_expenses,63136.33700000001,0.1,0.1478,4047449.91,0.9387
4043,appreciation_rate,0.11249999999999999,-0.03,0.1198,1590465.38,0.7182
4043,appreciation_rate,0.1275,-0.015,0.1339,2796868.71,0.8263
4043,appreciation_rate,0.1425,0.0,0.1481,4069207.77,0.9403
4043,appreciation_rate,0.15749999999999997,0.015,0.1622,5410149.15,1.0605
4043,appreciation_rate,0.1725,0.03,0.1764,6822430.39,1.187
4043,holding_period_years,3.0,-2.0,0.1381,1878415.44,0.4603
4043,holding_period_years,4.0,-1.0,0.1446,2977615.59,0.6865
4043,holding_period_years,5.0,0.0,0.1481,4069207.77,0.9403
4043,holding_period_years,6.0,1.0,0.15,5157450.52,1.2259
4043,holding_period_years,7.0,2.0,0.151,6246353.02,1.5476
6644,purchase_price,7747200.0,-0.1,0.0065,-2830032.02,0.0311
6644,purchase_price,8177600.0,-0.05,0.005,-3033985.47,0.0241
6644,purchase_price,8608000.0,0.0,0.0037,-3237938.92,0.0177
6644,purchase_price,9038400.0,0.05,0.0025,-3441892.37,0.012
6644,purchase_price,9468800.0,0.1,0.0014,-3645845.82,0.0068
6644,monthly_rent,20250.0,-0.1,0.0009,-3332757.12,0.0041
6644,monthly_rent,21375.0,-0.05,0.0023,-3285348.02,0.0109
6644,monthly_rent,22500.0,0.0,0.0037,-3237938.92,0.0177
6644,monthly_rent,23625.0,0.05,0.0051,-3190529.83,0.0245
6644,monthly_rent,24750.000000000004,0.1,0.0065,-3143120.73,0.0313
6644,vacancy_rate,0.0368,-0.5,0.0048,-3200273.67,0.0231
6644,vacancy_rate,0.0736,0.0,0.0037,-3237938.92,0.0177
6644,vacancy_rate,0.1104,0.5,0.0026,-3275604.18,0.0123
6644,vacancy_rate,0.1472,1.0,0.0014,-3313269.44,0.0069
6644,vacancy_rate,0.2208,2.0,-0.0008,-3388599.95,-0.0039
6644,annual_operating_expenses,25416.0,-0.1,0.004,-3227233.74,0.0193
6644,annual_operating_expenses,26828.0,-0.05,0.0039,-3232586.33,0.0185
6644,annual_operating_expenses,28240.0,0.0,0.0037,-3237938.92,0.0177
6644,annual_operating_expenses,29652.0,0.05,0.0035,-3243291.52,0.017
6644,annual_operating_expenses,31064.000000000004,0.1,0.0034,-3248644.11,0.0162
6644,appreciation_rate,-0.0341,-0.03,-0.0242,-3965648.65,-0.1095
6644,appreciation_rate,-0.0191,-0.015,-0.0103,-3612918.08,-0.0478
6644,appreciation_rate,-0.0041,0.0,0.0037,-3237938.92,0.0177
6644,appreciation_rate,0.0109,0.015,0.0177,-2839674.9,0.0874
6644,appreciation_rate,0.0259,0.03,0.0317,-2417058.01,0.1613
6644,holding_period_years,3.0,-2.0,-0.0079,-2398423.79,-0.0231
6644,holding_period_years,4.0,-1.0,-0.0007,-2839326.51,-0.0027
6644,holding_period_years,5.0,0.0,0.0037,-3237938.92,0.0177
6644,holding_period_years,6.0,1.0,0.0066,-3598314.58,0.0381
6644,holding_period_years,7.0,2.0,0.0088,-3924118.75,0.0586
1084,purchase_price,13108500.0,-0.1,0.0021,-4859073.73,0.0097
1084,purchase_price,13836750.0,-0.05,-0.0001,-5243627.51,-0.0005
1084,purchase_price,14565000.0,0.0,-0.0021,-5628181.29,-0.0097
1084,purchase_price,15293250.0,0.05,-0.0039,-6012735.07,-0.018
1084,purchase_price,16021500.000000002,0.1,-0.0055,-6397288.85,-0.0256
1084,monthly_rent,46440.0,-0.1,-0.0062,-5852837.07,-0.0287
1084,monthly_rent,49020.0,-0.05,-0.0041,-5740509.2,-0.0192
1084,monthly_rent,51600.0,0.0,-0.0021,-5628181.29,-0.0097
1084,monthly_rent,54180.0,0.05,-0.0,-5515853.38,-0.0002
1084,monthly_rent,56760.00000000001,0.1,0.002,-5403525.5,0.0093
1084,vacancy_rate,0.02145,-0.5,-0.0012,-5577832.67,-0.0054
1084,vacancy_rate,0.0429,0.0,-0.0021,-5628181.29,-0.0097
1084,vacancy_rate,0.06435,0.5,-0.003,-5678529.91,-0.014
1084,vacancy_rate,0.0858,1.0,-0.0039,-5728878.54,-0.0182
1084,vacancy_rate,0.1287,2.0,-0.0058,-5829575.78,-0.0267
1084,annual_operating_expenses,43605.0,-0.1,-0.0018,-5609814.93,-0.0081
1084,annual_operating_expenses,46027.5,-0.05,-0.0019,-5618998.11,-0.0089
1084,annual_operating_expenses,48450.0,0.0,-0.0021,-5628181.29,-0.0097
1084,annual_operating_expenses,50872.5,0.05,-0.0023,-5637364.47,-0.0105
1084,annual_operating_expenses,53295.00000000001,0.1,-0.0024,-5646547.65,-0.0112
1084,appreciation_rate,-0.0529,-0.03,-0.0291,-6767791.53,-0.1275
1084,appreciation_rate,-0.0379,-0.015,-0.0156,-6215747.48,-0.0704
1084,appreciation_rate,-0.0229,0.0,-0.0021,-5628181.29,-0.0097
1084,appreciation_rate,-0.0079,0.015,0.0115,-5003405.6,0.0549
1084,appreciation_rate,0.007099999999999999,0.03,0.0252,-4339680.43,0.1235
1084,holding_period_years,3.0,-2.0,-0.0143,-4227196.18,-0.0408
1084,holding_period_years,4.0,-1.0,-0.0068,-4973234.04,-0.0255
1084,holding_period_years,5.0,0.0,-0.0021,-5628181.29,-0.0097
1084,holding_period_years,6.0,1.0,0.0012,-6202918.67,0.0065
1084,holding_period_years,7.0,2.0,0.0037,-6707047.3,0.0232
6687,purchase_price,15744600.0,-0.1,0.1442,3452566.27,0.8994
6687,purchase_price,16619300.0,-0.05,0.1426,3512129.37,0.8896
6687,purchase_price,17494000.0,0.0,0.1412,3571692.47,0.8807
6687,purchase_price,18368700.0,0.05,0.1398,3631255.56,0.8728
6687,purchase_price,19243400.0,0.1,0.1387,3690818.67,0.8655
6687,monthly_rent,53370.0,-0.1,0.1381,3310275.42,0.8623
6687,monthly_rent,56335.0,-0.05,0.1396,3440983.94,0.8715
6687,monthly_rent,59300.0,0.0,0.1412,3571692.47,0.8807
6687,monthly_rent,62265.0,0.05,0.1427,3702400.99,0.8899
6687,monthly_rent,65230.00000000001,0.1,0.1442,3833109.52,0.8992
6687,vacancy_rate,0.01545,-0.5,0.1416,3613369.21,0.8837
6687,vacancy_rate,0.0309,0.0,0.1412,3571692.47,0.8807
6687,vacancy_rate,0.04635,0.5,0.1407,3530015.72,0.8778
6687,vacancy_rate,0.0618,1.0,0.1402,3488338.98,0.8749
6687,vacancy_rate,0.0927,2.0,0.1392,3404985.49,0.869
6687,annual_operating_expenses,55494.0,-0.1,0.1414,3595066.46,0.8824
6687,annual_operating_expenses,58577.0,-0.05,0.1413,3583379.46,0.8816
6687,annual_operating_expenses,61660.0,0.0,0.1412,3571692.47,0.8807
6687,annual_operating_expenses,64743.0,0.05,0.141,3560005.47,0.8799
6687,annual_operating_expenses,67826.0,0.1,0.1409,3548318.47,0.8791
6687,appreciation_rate,0.10339999999999999,-0.03,0.113,1072568.02,0.6657
6687,appreciation_rate,0.11839999999999999,-0.015,0.1271,2288620.99,0.7703
6687,appreciation_rate,0.1334,0.0,0.1412,3571692.47,0.8807
6687,appreciation_rate,0.14839999999999998,0.015,0.1553,4924515.19,0.9971
6687,appreciation_rate,0.1634,0.03,0.1694,6349895.18,1.1198
6687,holding_period_years,3.0,-2.0,0.1313,1596734.07,0.4341
6687,holding_period_years,4.0,-1.0,0.1378,2595063.71,0.6456
6687,holding_period_years,5.0,0.0,0.1412,3571692.47,0.8807
6687,holding_period_years,6.0,1.0,0.143,4530689.95,1.1428
6687,holding_period_years,7.0,2.0,0.144,5475819.48,1.4353
7269,purchase_price,12393000.0,-0.1,0.0545,-2367599.86,0.2826
7269,purchase_price,13081500.0,-0.05,0.0526,-2601155.28,0.273
7269,purchase_price,13770000.0,0.0,0.0509,-2834710.7,0.2643
7269,purchase_price,14458500.0,0.05,0.0494,-3068266.12,0.2565
7269,purchase_price,15147000.000000002,0.1,0.048,-3301821.54,0.2494
7269,monthly_rent,42390.0,-0.1,0.0474,-3036732.0,0.2462
7269,monthly_rent,44745.0,-0.05,0.0492,-2935721.33,0.2553
7269,monthly_rent,47100.0,0.0,0.0509,-2834710.7,0.2643
7269,monthly_rent,49455.0,0.05,0.0527,-2733700.07,0.2734
7269,monthly_rent,51810.00000000001,0.1,0.0544,-2632689.4,0.2824
7269,vacancy_rate,0.02855,-0.5,0.052,-2773540.82,0.2698
7269,vacancy_rate,0.0571,0.0,0.0509,-2834710.7,0.2643
7269,vacancy_rate,0.08565,0.5,0.0499,-2895880.58,0.2588
7269,vacancy_rate,0.1142,1.0,0.0488,-2957050.46,0.2534
7269,vacancy_rate,0.1713,2.0,0.0467,-3079390.22,0.2424
7269,annual_operating_expenses,43641.0,-0.1,0.0512,-2816329.18,0.266
7269,annual_operating_expenses,46065.5,-0.05,0.0511,-2825519.94,0.2651
7269,annual_operating_expenses,48490.0,0.0,0.0509,-2834710.7,0.2643
7269,annual_operating_expenses,50914.5,0.05,0.0508,-2843901.46,0.2635
7269,annual_operating_expenses,53339.00000000001,0.1,0.0506,-2853092.23,0.2627
7269,appreciation_rate,0.007300000000000001,-0.03,0.0233,-4208082.91,0.1142
7269,appreciation_rate,0.0223,-0.015,0.0371,-3541541.51,0.1871
7269,appreciation_rate,0.0373,0.0,0.0509,-2834710.7,0.2643
7269,appreciation_rate,0.0523,0.015,0.0648,-2085790.98,0.3462
7269,appreciation_rate,0.0673,0.03,0.0788,-1292930.06,0.4328
7269,holding_period_years,3.0,-2.0,0.04,-2213120.52,0.1209
7269,holding_period_years,4.0,-1.0,0.047,-2527258.68,0.1919
7269,holding_period_years,5.0,0.0,0.0509,-2834710.7,0.2643
7269,holding_period_years,6.0,1.0,0.0534,-3134837.72,0.3382
7269,holding_period_years,7.0,2.0,0.0551,-3427130.01,0.4137
5565,purchase_price,12393000.0,-0.1,0.0019,-4705842.57,0.0089
5565,purchase_price,13081500.0,-0.05,0.0004,-5043310.71,0.0017
5565,purchase_price,13770000.0,0.0,-0.001,-5380778.85,-0.0047
5565,purchase_price,14458500.0,0.05,-0.0022,-5718246.99,-0.0106
5565,purchase_price,15147000.000000002,0.1,-0.0033,-6055715.13,-0.0159
5565,monthly_rent,31950.0,-0.1,-0.0039,-5535241.66,-0.0185
5565,monthly_rent,33725.0,-0.05,-0.0025,-5458010.25,-0.0116
5565,monthly_rent,35500.0,0.0,-0.001,-5380778.85,-0.0047
5565,monthly_rent,37275.0,0.05,0.0005,-5303547.44,0.0022
5565,monthly_rent,39050.0,0.1,0.0019,-5226316.04,0.0091
5565,vacancy_rate,0.02175,-0.5,-0.0003,-5345655.31,-0.0016
5565,vacancy_rate,0.0435,0.0,-0.001,-5380778.85,-0.0047
5565,vacancy_rate,0.06525,0.5,-0.0017,-5415902.38,-0.0079
5565,vacancy_rate,0.087,1.0,-0.0023,-5451025.92,-0.011
5565,vacancy_rate,0.1305,2.0,-0.0036,-5521272.99,-0.0173
5565,annual_operating_expenses,41796.0,-0.1,-0.0007,-5363174.43,-0.0031
5565,annual_operating_expenses,44118.0,-0.05,-0.0008,-5371976.64,-0.0039
5565,annual_operating_expenses,46440.0,0.0,-0.001,-5380778.85,-0.0047
5565,annual_operating_expenses,48762.0,0.05,-0.0012,-5389581.05,-0.0055
5565,annual_operating_expenses,51084.00000000001,0.1,-0.0013,-5398383.26,-0.0063
5565,appreciation_rate,-0.039599999999999996,-0.03,-0.0288,-6518993.64,-0.1291
5565,appreciation_rate,-0.024599999999999997,-0.015,-0.0149,-5967383.85,-0.0688
5565,appreciation_rate,-0.0096,0.0,-0.001,-5380778.85,-0.0047
5565,appreciation_rate,0.0054,0.015,0.013,-4757539.3,0.0634
5565,appreciation_rate,0.0204,0.03,0.027,-4095975.46,0.1357
5565,holding_period_years,3.0,-2.0,-0.0127,-3986581.77,-0.0367
5565,holding_period_years,4.0,-1.0,-0.0054,-4721361.73,-0.0208
5565,holding_period_years,5.0,0.0,-0.001,-5380778.85,-0.0047
5565,holding_period_years,6.0,1.0,0.002,-5972537.64,0.0114
5565,holding_period_years,7.0,2.0,0.0042,-6503557.19,0.0276
1239,purchase_price,17354700.0,-0.1,0.1676,6117439.91,1.1047
1239,purchase_price,18318850.0,-0.05,0.1662,6328704.3,1.0961
1239,purchase_price,19283000.0,0.0,0.165,6539968.68,1.0883
1239,purchase_price,20247150.0,0.05,0.1639,6751233.07,1.0812
1239,purchase_price,21211300.0,0.1,0.1629,6962497.46,1.0748
1239,monthly_rent,51750.0,-0.1,0.1624,6284603.47,1.072
1239,monthly_rent,54625.0,-0.05,0.1637,6412286.08,1.0801
1239,monthly_rent,57500.0,0.0,0.165,6539968.68,1.0883
1239,monthly_rent,60375.0,0.05,0.1663,6667651.29,1.0965
1239,monthly_rent,63250.00000000001,0.1,0.1676,6795333.9,1.1046
1239,vacancy_rate,0.01185,-0.5,0.1653,6570964.05,1.0903
1239,vacancy_rate,0.0237,0.0,0.165,6539968.68,1.0883
1239,vacancy_rate,0.03555,0.5,0.1647,6508973.31,1.0863
1239,vacancy_rate,0.0474,1.0,0.1644,6477977.95,1.0843
1239,vacancy_rate,0.0711,2.0,0.1637,6415987.21,1.0804
1239,annual_operating_expenses,56736.0,-0.1,0.1652,6563865.8,1.0898
1239,annual_operating_expenses,59888.0,-0.05,0.1651,6551917.24,1.0891
1239,annual_operating_expenses,63040.0,0.0,0.165,6539968.68,1.0883
1239,annual_operating_expenses,66192.0,0.05,0.1649,6528020.12,1.0875
1239,annual_operating_expenses,69344.0,0.1,0.1647,6516071.56,1.0868
1239,appreciation_rate,0.132,-0.03,0.1366,3492559.95,0.8504
1239,appreciation_rate,0.14700000000000002,-0.015,0.1508,4976421.76,0.9662
1239,appreciation_rate,0.162,0.0,0.165,6539968.68,1.0883
1239,appreciation_rate,0.177,0.015,0.1792,8186367.86,1.2168
1239,appreciation_rate,0.192,0.03,0.1935,9918869.27,1.352
1239,holding_period_years,3.0,-2.0,0.1549,3161873.96,0.5258
1239,holding_period_years,4.0,-1.0,0.1615,4834494.1,0.7882
1239,holding_period_years,5.0,0.0,0.165,6539968.68,1.0883
1239,holding_period_years,6.0,1.0,0.1669,8285733.2,1.4322
1239,holding_period_years,7.0,2.0,0.168,10079134.6,1.8271
