expense_id,property_id,date,property_tax,maintenance,insurance,management_cost,renovation_cost
2199,6472,2025-09-21,16680.0,2090.0,6670.0,1730.0,50000
2200,5371,2025-02-25,24830.0,3120.0,9930.0,2590.0,300000
2201,3973,2024-10-12,18500.0,1950.0,7400.0,2160.0,50000
2202,5296,2026-04-03,19110.0,2570.0,7640.0,2020.0,0
2203,5722,2025-11-27,16610.0,3060.0,6640.0,1630.0,0
2204,914,2026-07-15,38230.0,5090.0,15290.0,3610.0,150000
2205,4550,2025-11-10,22280.0,3500.0,8910.0,2470.0,150000
2206,37,2024-11-02,32690.0,4110.0,13070.0,4030.0,0
2207,3388,2024-10-07,9370.0,2230.0,3750.0,1300.0,50000
2208,1712,2025-12-29,23090.0,2760.0,9240.0,2620.0,150000
2209,3021,2026-02-13,13260.0,2630.0,5300.0,1580.0,300000
2210,796,2026-04-05,14420.0,2820.0,5770.0,1980.0,0
2211,4037,2025-04-15,19320.0,3620.0,7730.0,2290.0,300000
2212,5069,2025-09-16,32210.0,4870.0,12880.0,2700.0,0
2213,4689,2026-03-26,20070.0,3210.0,8030.0,1840.0,50000
2214,5234,2025-03-10,29510.0,6880.0,11800.0,4660.0,50000
2215,3112,2024-12-31,24930.0,5030.0,9970.0,3420.0,0
2216,1325,2026-05-10,15170.0,2180.0,6070.0,1670.0,50000
2217,6368,2024-11-12,22390.0,2430.0,8960.0,2470.0,0
2218,318,2024-12-14,37500.0,7370.0,15000.0,4220.0,0
2219,2397,2026-01-07,27650.0,6170.0,11060.0,3350.0,0
2220,2163,2026-05-10,45260.0,9840.0,18100.0,4870.0,0
2221,2746,2026-02-04,21490.0,2140.0,8590.0,2900.0,300000
2222,5443,2025-09-16,39760.0,7110.0,15900.0,4580.0,300000
2223,1592,2026-02-16,22630.0,2780.0,9050.0,2160.0,300000
2224,3112,2024-12-20,24930.0,3800.0,9970.0,3420.0,150000
2225,5986,2024-10-27,30160.0,4190.0,12060.0,3430.0,0
2226,6184,2025-05-01,27820.0,3920.0,11130.0,3780.0,0
2227,3931,2026-05-24,34270.0,4510.0,13710.0,3220.0,150000
2228,1997,2025-07-27,23380.0,3830.0,9350.0,2460.0,0
2229,5869,2025-12-03,19940.0,2440.0,7980.0,2170.0,0
2230,1313,2025-04-09,19960.0,2570.0,7990.0,1950.0,0
2231,1286,2026-07-18,21650.0,5070.0,8660.0,2540.0,0
2232,4312,2026-06-17,24150.0,3820.0,9660.0,2650.0,150000
2233,7315,2025-01-18,19110.0,3160.0,7640.0,2150.0,0
2234,2384,2024-10-26,26060.0,6150.0,10420.0,2380.0,50000
2235,3240,2025-04-10,26040.0,3950.0,10420.0,3580.0,0
2236,2140,2026-01-14,29800.0,3810.0,11920.0,3500.0,50000
2237,6497,2025-12-10,23610.0,2860.0,9440.0,2650.0,0
2238,6715,2026-05-29,32750.0,4030.0,13100.0,3560.0,0
2239,7739,2025-01-06,20360.0,2170.0,8140.0,2540.0,50000
2240,6960,2026-06-16,32570.0,5220.0,13030.0,4120.0,50000
2241,1705,2025-03-08,24330.0,3540.0,9730.0,2840.0,0
2242,6925,2026-01-18,17630.0,1880.0,7050.0,2000.0,0
2243,363,2026-02-10,27460.0,2770.0,10980.0,3580.0,0
2244,2605,2024-12-31,30440.0,4940.0,12180.0,3650.0,0
2245,7513,2024-10-01,33870.0,5640.0,13550.0,4660.0,0
2246,1717,2025-07-26,23620.0,7220.0,9450.0,2870.0,300000
2247,5290,2026-07-30,20160.0,2340.0,8060.0,2440.0,50000
2248,4452,2025-11-30,20310.0,3610.0,8120.0,1940.0,0
2249,4287,2026-04-08,20190.0,2500.0,8080.0,3080.0,50000
2250,3739,2025-04-17,23480.0,4810.0,9390.0,2740.0,150000
2251,2470,2026-06-01,28100.0,5820.0,11240.0,2520.0,0
2252,4796,2026-04-23,19290.0,2520.0,7720.0,1980.0,150000
2253,6151,2025-10-19,30570.0,5330.0,12230.0,4430.0,0
2254,6277,2026-01-07,12470.0,3560.0,4990.0,1290.0,50000
2255,7915,2025-10-29,28270.0,3780.0,11310.0,3190.0,150000
2256,557,2025-03-04,43950.0,5940.0,17580.0,5500.0,150000
2257,826,2026-02-07,6320.0,900.0,2530.0,800.0,0
2258,2809,2026-02-14,19900.0,3390.0,7960.0,1900.0,0
2259,5151,2026-01-03,33010.0,7880.0,13200.0,4100.0,0
2260,6679,2024-10-18,15710.0,2720.0,6280.0,1290.0,0
2261,4522,2025-11-21,20040.0,2320.0,8020.0,2620.0,0
2262,7562,2025-07-22,16220.0,2120.0,6490.0,1900.0,300000
2263,2720,2025-02-13,41840.0,8160.0,16740.0,4300.0,150000
2264,6507,2026-03-01,20640.0,4380.0,8250.0,2900.0,150000
2265,3509,2025-01-22,18310.0,3130.0,7320.0,1880.0,300000
2266,3742,2025-10-20,20810.0,4910.0,8320.0,3320.0,300000
2267,1575,2025-05-18,13590.0,1800.0,5440.0,1630.0,50000
2268,3999,2026-02-09,23520.0,3300.0,9410.0,3180.0,0
2269,2130,2024-09-19,21900.0,2530.0,8760.0,2610.0,300000
2270,2404,2025-01-24,33450.0,5140.0,13380.0,4270.0,300000
2271,3330,2025-05-19,28040.0,3370.0,11220.0,3750.0,300000
2272,7886,2025-04-07,18590.0,2550.0,7440.0,1810.0,300000
2273,589,2026-08-12,10930.0,1500.0,4370.0,1260.0,50000
2274,2013,2025-03-18,28520.0,6930.0,11410.0,2320.0,150000
2275,1548,2025-01-21,25280.0,5380.0,10110.0,3420.0,50000
2276,295,2025-06-25,28260.0,5300.0,11300.0,3070.0,150000
2277,1986,2026-05-30,15860.0,2800.0,6340.0,1790.0,300000
2278,5344,2025-10-26,18410.0,3240.0,7360.0,2120.0,150000
2279,5645,2024-10-10,34000.0,7250.0,13600.0,4460.0,0
2280,3118,2025-03-17,9820.0,1390.0,3930.0,1280.0,0
2281,1691,2025-12-22,45340.0,8440.0,18140.0,5820.0,50000
2282,1137,2026-05-31,28410.0,3150.0,11360.0,3730.0,300000
2283,5353,2025-03-27,18030.0,2960.0,7210.0,2440.0,50000
2284,2065,2024-10-27,20640.0,3850.0,8250.0,2450.0,0
2285,4456,2025-03-09,43370.0,7120.0,17350.0,3800.0,0
2286,7391,2025-04-09,17580.0,2120.0,7030.0,2470.0,300000
2287,7010,2025-01-08,21570.0,4490.0,8630.0,2110.0,0
2288,4796,2025-08-11,19290.0,4570.0,7720.0,1980.0,0
2289,4544,2026-02-27,25740.0,6220.0,10300.0,2570.0,300000
2290,7000,2024-11-15,37130.0,5520.0,14850.0,0.0,50000
2291,6509,2025-08-08,29050.0,3350.0,11620.0,2820.0,0
2292,4771,2024-10-29,25510.0,2780.0,10210.0,2450.0,50000
2293,1008,2025-04-14,18960.0,2860.0,7580.0,1660.0,50000
2294,5446,2025-01-31,22620.0,3200.0,9050.0,2190.0,0
2295,2515,2026-05-17,9860.0,2860.0,3950.0,1000.0,0
2296,6558,2024-08-22,32790.0,6070.0,13110.0,2800.0,0
2297,3527,2025-01-04,28100.0,3430.0,11240.0,1580.0,0
2298,4682,2024-09-13,16510.0,2450.0,6600.0,1580.0,0
2299,5353,2025-06-20,18030.0,2350.0,7210.0,2440.0,0
2300,1248,2026-08-18,15030.0,2680.0,6010.0,1840.0,300000
2301,5090,2024-12-24,27780.0,3970.0,11110.0,4130.0,150000
2302,3903,2025-12-03,32460.0,5800.0,12980.0,4010.0,0
2303,1436,2025-10-22,17660.0,3270.0,7060.0,1820.0,0
2304,572,2025-10-12,21020.0,4530.0,8410.0,2340.0,0
2305,2383,2025-05-21,16650.0,2900.0,6660.0,1660.0,150000
2306,1246,2024-12-05,17960.0,3000.0,7190.0,1820.0,150000
2307,2085,2026-06-14,19990.0,2540.0,8000.0,2450.0,50000
2308,5085,2025-02-01,21540.0,5510.0,8620.0,2490.0,50000
2309,278,2026-07-07,19910.0,5340.0,7970.0,1570.0,150000
2310,5316,2024-11-07,27030.0,6390.0,10810.0,3340.0,0
2311,7060,2026-03-03,8820.0,2240.0,3530.0,1090.0,0
2312,1888,2025-05-13,34290.0,6640.0,13720.0,3140.0,50000
2313,4580,2025-10-26,13790.0,2760.0,5520.0,1050.0,0
2314,1266,2025-07-08,31480.0,6620.0,12590.0,4830.0,50000
2315,7492,2026-07-08,19390.0,2420.0,7750.0,1680.0,0
2316,4827,2026-06-26,15860.0,4330.0,6350.0,2080.0,0
2317,6336,2025-01-13,25710.0,3570.0,10280.0,3010.0,0
2318,1041,2025-09-10,13840.0,3100.0,5540.0,1540.0,150000
2319,6668,2025-08-20,28510.0,5270.0,11400.0,3660.0,150000
2320,918,2024-09-15,22590.0,3840.0,9040.0,3280.0,50000
2321,6545,2026-06-18,19950.0,3680.0,7980.0,2180.0,0
2322,886,2026-01-17,18200.0,2290.0,7280.0,2240.0,0
2323,2753,2025-11-30,33670.0,6990.0,13470.0,3800.0,50000
2324,22,2026-06-26,18540.0,3400.0,7420.0,2190.0,0
2325,4570,2025-07-21,24720.0,3080.0,9890.0,1780.0,0
2326,3192,2025-04-30,26460.0,4320.0,10590.0,3260.0,0
2327,6354,2025-01-10,36660.0,3490.0,14670.0,4190.0,0
2328,2354,2026-03-13,46640.0,4370.0,18660.0,5850.0,0
2329,7438,2026-03-12,13390.0,2810.0,5360.0,1420.0,150000
2330,4800,2026-04-21,43850.0,3640.0,17540.0,4700.0,150000
2331,687,2026-01-07,29000.0,3350.0,11600.0,4340.0,0
2332,285,2025-04-04,18240.0,3270.0,7300.0,2050.0,300000
2333,4812,2026-05-23,33790.0,5850.0,13520.0,3200.0,300000
2334,3748,2024-11-04,34400.0,4010.0,13760.0,3180.0,300000
2335,763,2025-02-01,34850.0,4940.0,13940.0,4040.0,0
2336,5347,2025-10-09,28180.0,4070.0,11270.0,2320.0,0
2337,5044,2026-04-14,17810.0,3610.0,7120.0,1400.0,150000
2338,2429,2026-03-17,31560.0,5460.0,12620.0,2770.0,300000
2339,2508,2026-02-20,13890.0,1990.0,5560.0,1610.0,300000
2340,5127,2026-01-16,12430.0,2260.0,4970.0,1040.0,150000
2341,29,2026-03-31,16280.0,1830.0,6510.0,1780.0,0
2342,907,2025-11-11,28790.0,4120.0,11520.0,2280.0,300000
2343,3105,2025-03-11,22280.0,3080.0,8910.0,2730.0,150000
2344,7814,2025-11-22,41050.0,4320.0,16420.0,5470.0,0
2345,7023,2025-05-05,20820.0,3080.0,8330.0,2900.0,0
2346,6223,2025-08-24,26720.0,3110.0,10690.0,2590.0,0
2347,4000,2026-06-16,28510.0,4960.0,11410.0,3140.0,50000
2348,2995,2024-12-07,36140.0,3290.0,14460.0,3620.0,0
2349,2507,2024-10-19,21440.0,3750.0,8580.0,1910.0,150000
2350,4666,2024-12-18,29820.0,4400.0,11930.0,2760.0,300000
2351,6103,2024-10-19,29040.0,5210.0,11620.0,3000.0,300000
2352,3610,2026-08-11,28190.0,4020.0,11280.0,2960.0,0
2353,3554,2024-10-13,19920.0,2260.0,7970.0,1510.0,0
2354,1454,2024-09-19,30860.0,4550.0,12350.0,3010.0,150000
2355,4834,2025-09-18,20300.0,3180.0,8120.0,2880.0,0
2356,3357,2026-04-08,29610.0,4020.0,11840.0,4250.0,50000
2357,516,2026-01-13,31230.0,4550.0,12490.0,5020.0,50000
2358,6097,2025-09-19,10790.0,2160.0,4320.0,1450.0,0
2359,7267,2025-04-27,30300.0,4830.0,12120.0,3540.0,300000
2360,6541,2024-09-24,35340.0,7310.0,14130.0,4200.0,0
2361,7657,2025-06-12,34550.0,6930.0,13820.0,2680.0,0
2362,39,2025-05-18,34900.0,5930.0,13960.0,3890.0,0
2363,3343,2026-03-17,22120.0,3430.0,8850.0,3090.0,300000
2364,887,2026-04-27,42790.0,8610.0,17120.0,4100.0,0
2365,2845,2025-04-25,27050.0,4950.0,10820.0,2380.0,0
2366,2205,2026-04-19,36430.0,6140.0,14570.0,3560.0,0
2367,1099,2026-01-20,35260.0,4800.0,14110.0,4400.0,0
2368,7028,2026-05-14,37780.0,4070.0,15110.0,2500.0,0
2369,1824,2024-09-05,28320.0,3610.0,11330.0,3100.0,0
2370,3202,2026-01-30,27000.0,4440.0,10800.0,2190.0,50000
2371,5807,2025-03-27,21280.0,4270.0,8510.0,2310.0,0
2372,5070,2025-05-02,33790.0,6140.0,13520.0,2820.0,150000
2373,3156,2026-06-01,23260.0,5930.0,9300.0,1820.0,0
2374,3094,2026-05-29,19580.0,3120.0,7830.0,2800.0,0
2375,3531,2026-04-04,21100.0,5370.0,8440.0,1930.0,50000
2376,5659,2025-06-01,21090.0,4720.0,8430.0,2370.0,0
2377,3779,2025-06-09,14520.0,1470.0,5810.0,1570.0,0
2378,2897,2025-10-26,20240.0,4160.0,8100.0,3220.0,150000
2379,3454,2026-04-01,13680.0,3190.0,5470.0,1230.0,0
2380,6892,2025-08-07,15410.0,3540.0,6170.0,1860.0,150000
2381,3512,2025-03-31,29500.0,3040.0,11800.0,4070.0,150000
2382,7772,2025-08-13,27870.0,3750.0,11150.0,1970.0,0
2383,989,2024-08-30,23300.0,2100.0,9320.0,1820.0,0
2384,4117,2025-08-05,11750.0,3000.0,4700.0,1090.0,150000
2385,6447,2025-10-31,22670.0,6420.0,9070.0,2330.0,300000
2386,4965,2026-02-01,22320.0,4610.0,8930.0,2770.0,0
2387,4027,2024-12-23,23310.0,6190.0,9320.0,3380.0,0
2388,4180,2025-03-23,23640.0,4720.0,9450.0,1940.0,0
2389,7942,2026-07-01,22810.0,4040.0,9120.0,0.0,150000
2390,1683,2025-02-27,26100.0,3830.0,10440.0,3100.0,0
2391,6073,2025-11-05,27970.0,4830.0,11190.0,2060.0,0
2392,7621,2025-09-22,52850.0,4030.0,21140.0,3420.0,150000
2393,5507,2025-07-08,26310.0,4890.0,10520.0,4070.0,0
2394,5627,2026-05-31,24610.0,3040.0,9840.0,2600.0,0
2395,7425,2025-10-08,12040.0,3420.0,4820.0,1740.0,0
2396,4666,2025-05-22,29820.0,6920.0,11930.0,2760.0,300000
2397,3964,2024-09-22,32280.0,4090.0,12910.0,3820.0,300000
2398,934,2025-06-03,32520.0,6170.0,13010.0,3920.0,300000
2399,3599,2025-03-18,19200.0,4140.0,7680.0,2420.0,0
2400,3234,2026-01-07,23100.0,4250.0,9240.0,2810.0,0
2401,1981,2025-04-14,22110.0,3030.0,8850.0,2260.0,0
2402,7331,2025-09-30,29360.0,4070.0,11740.0,3020.0,0
2403,1856,2024-09-07,23030.0,2080.0,9210.0,3600.0,150000
2404,3057,2026-06-02,30290.0,5390.0,12120.0,3580.0,150000
2405,793,2025-04-30,26100.0,6020.0,10440.0,3890.0,50000
2406,792,2026-06-26,38510.0,4800.0,15400.0,6050.0,50000
2407,7692,2025-04-30,44380.0,6280.0,17750.0,6410.0,0
2408,1810,2026-02-23,28060.0,6470.0,11220.0,4100.0,0
2409,5391,2025-06-20,22070.0,3490.0,8830.0,2720.0,0
2410,6636,2026-02-23,29410.0,3460.0,11760.0,2620.0,300000
2411,2256,2025-04-21,25540.0,4040.0,10210.0,3210.0,0
2412,3611,2024-11-07,23640.0,4900.0,9450.0,3310.0,0
2413,1608,2026-07-31,29460.0,6280.0,11780.0,3540.0,150000
2414,5180,2026-07-08,18010.0,4020.0,7200.0,1260.0,0
2415,6574,2026-01-20,28500.0,4910.0,11400.0,2890.0,50000
2416,985,2025-07-01,23640.0,3820.0,9450.0,2500.0,0
2417,5777,2025-09-07,12430.0,2560.0,4970.0,1260.0,300000
2418,3677,2025-11-23,26660.0,5480.0,10660.0,3150.0,50000
2419,3381,2025-01-28,19700.0,4330.0,7880.0,2390.0,150000
2420,520,2025-03-09,18360.0,4100.0,7340.0,970.0,0
2421,591,2025-04-05,28440.0,3990.0,11380.0,2860.0,0
2422,1051,2025-07-25,12660.0,1590.0,5060.0,890.0,300000
2423,5806,2026-05-26,26560.0,4710.0,10620.0,1990.0,0
2424,3634,2026-06-01,26780.0,4690.0,10710.0,1890.0,0
2425,6132,2025-12-03,31360.0,6640.0,12540.0,0.0,150000
2426,6343,2025-08-29,26440.0,3330.0,10580.0,3470.0,0
2427,6531,2026-06-19,11100.0,1990.0,4440.0,870.0,150000
2428,4445,2025-12-30,30590.0,4750.0,12240.0,3500.0,150000
2429,960,2024-10-04,19430.0,3970.0,7770.0,1660.0,0
2430,6060,2026-07-07,15150.0,3090.0,6060.0,1100.0,0
2431,693,2026-04-16,14010.0,2230.0,5610.0,1500.0,0
2432,5656,2025-02-13,14670.0,4680.0,5870.0,1470.0,300000
2433,3900,2024-11-26,20020.0,2710.0,8010.0,2500.0,150000
2434,4474,2025-03-26,43860.0,6230.0,17540.0,4100.0,300000
2435,2947,2026-01-27,39020.0,3420.0,15610.0,4530.0,0
2436,7060,2026-08-05,8820.0,1250.0,3530.0,1090.0,0
2437,7726,2025-04-08,30340.0,5510.0,12140.0,3780.0,50000
2438,527,2026-07-21,21530.0,3140.0,8610.0,2130.0,0
2439,3225,2026-06-29,23920.0,2970.0,9570.0,2460.0,0
2440,6878,2026-08-05,20360.0,2440.0,8150.0,2380.0,0
2441,2254,2024-10-23,29960.0,4310.0,11990.0,3650.0,0
2442,6599,2024-11-11,23880.0,2790.0,9550.0,3260.0,300000
2443,3345,2026-06-09,22570.0,3630.0,9030.0,2170.0,50000
2444,3966,2025-02-24,30720.0,5470.0,12290.0,4600.0,0
2445,5356,2025-08-28,27960.0,4880.0,11180.0,3590.0,50000
2446,1876,2025-12-07,16540.0,2190.0,6610.0,1740.0,150000
2447,1764,2024-10-31,23990.0,3290.0,9600.0,2480.0,0
2448,521,2024-12-01,21120.0,3170.0,8450.0,2580.0,300000
2449,5798,2026-02-14,27460.0,4700.0,10980.0,2930.0,150000
2450,1017,2025-11-18,12690.0,2050.0,5070.0,1150.0,300000
2451,7100,2025-05-15,15320.0,3110.0,6130.0,1620.0,300000
2452,7999,2026-06-17,33150.0,4480.0,13260.0,3160.0,0
2453,6870,2024-09-06,39770.0,7320.0,15910.0,4360.0,300000
2454,5110,2025-06-27,46290.0,7170.0,18520.0,5160.0,150000
2455,6645,2025-06-17,30890.0,4980.0,12360.0,3690.0,0
2456,117,2025-04-19,25590.0,5500.0,10240.0,3120.0,50000
2457,2434,2025-10-13,22810.0,3970.0,9120.0,2250.0,50000
2458,5464,2025-10-10,26580.0,3780.0,10630.0,4060.0,50000
2459,584,2026-02-09,26490.0,6960.0,10600.0,2140.0,150000
2460,395,2024-12-03,30810.0,5440.0,12320.0,2860.0,150000
2461,5184,2026-08-19,18500.0,4020.0,7400.0,1980.0,0
2462,3789,2024-10-05,14240.0,5010.0,5700.0,1210.0,0
2463,2769,2025-07-22,35900.0,5380.0,14360.0,4230.0,50000
2464,4168,2025-03-06,22320.0,3660.0,8930.0,2250.0,300000
2465,3861,2025-05-19,29840.0,2980.0,11940.0,3880.0,300000
2466,274,2025-06-03,28630.0,4980.0,11450.0,3530.0,150000
2467,2014,2026-07-30,52060.0,7940.0,20820.0,5840.0,0
2468,5440,2025-09-11,23600.0,3060.0,9440.0,1960.0,0
2469,4434,2025-05-17,23910.0,4030.0,9560.0,3380.0,0
2470,1390,2025-10-30,20760.0,3190.0,8300.0,1260.0,0
2471,3567,2024-12-12,14600.0,4400.0,5840.0,1620.0,0
2472,4703,2025-09-07,22520.0,2750.0,9010.0,3130.0,50000
2473,166,2025-11-28,36070.0,3080.0,14430.0,4030.0,0
2474,1568,2024-10-25,26220.0,2640.0,10490.0,2580.0,0
2475,6155,2026-01-11,47330.0,3950.0,18930.0,4020.0,50000
2476,5421,2025-07-05,27960.0,2800.0,11180.0,3820.0,150000
2477,729,2026-01-23,17370.0,2980.0,6950.0,1940.0,0
2478,6945,2026-03-21,15380.0,2660.0,6150.0,1500.0,300000
2479,2044,2024-10-26,25590.0,4370.0,10240.0,2920.0,0
2480,4198,2025-08-24,22000.0,3340.0,8800.0,2160.0,150000
2481,3497,2026-08-19,16550.0,4250.0,6620.0,1550.0,0
2482,5512,2026-05-18,29170.0,3410.0,11670.0,4430.0,0
2483,779,2024-11-12,14220.0,1670.0,5690.0,1120.0,150000
2484,214,2024-11-22,24800.0,5710.0,9920.0,2840.0,150000
2485,3763,2024-09-16,19760.0,3450.0,7900.0,2100.0,50000
2486,5208,2025-08-19,38840.0,6530.0,15540.0,4930.0,300000
2487,1577,2025-04-03,42830.0,5950.0,17130.0,3980.0,300000
2488,2449,2024-12-25,27550.0,5010.0,11020.0,2870.0,0
2489,6732,2025-09-12,22140.0,4980.0,8850.0,2890.0,0
2490,2937,2025-10-18,15330.0,2100.0,6130.0,2020.0,0
2491,3118,2026-04-23,9820.0,1400.0,3930.0,1280.0,50000
2492,5792,2025-04-19,20990.0,4310.0,8400.0,2300.0,150000
2493,7631,2026-01-30,13910.0,3400.0,5560.0,1810.0,300000
2494,592,2024-09-18,41850.0,4610.0,16740.0,3300.0,150000
2495,5430,2025-12-20,31530.0,4700.0,12610.0,3880.0,300000
2496,5206,2026-08-19,37580.0,3510.0,15030.0,4120.0,0
2497,6236,2025-02-17,37570.0,6780.0,15030.0,5280.0,300000
2498,7828,2025-11-08,14150.0,3170.0,5660.0,1370.0,0
2499,2721,2025-09-11,27680.0,5210.0,11070.0,2130.0,50000
2500,714,2025-07-18,23190.0,4890.0,9280.0,2810.0,300000
2501,936,2026-06-09,35900.0,7690.0,14360.0,2900.0,0
2502,6048,2025-09-29,19890.0,4190.0,7960.0,1500.0,50000
2503,4338,2025-04-07,46270.0,4510.0,18510.0,4860.0,0
2504,6140,2025-03-05,14290.0,2770.0,5720.0,1340.0,0
2505,2,2024-11-29,29460.0,5440.0,11780.0,3800.0,150000
2506,6369,2024-09-01,23390.0,4020.0,9350.0,2190.0,150000
2507,2849,2026-06-24,51520.0,7100.0,20610.0,4460.0,300000
2508,5865,2025-05-21,15130.0,3200.0,6050.0,1700.0,300000
2509,4045,2024-11-19,14320.0,3570.0,5730.0,1530.0,300000
2510,1950,2024-09-26,25570.0,3840.0,10230.0,2620.0,0
2511,6733,2025-08-18,21330.0,2210.0,8530.0,2580.0,50000
2512,6260,2026-04-21,30590.0,4830.0,12240.0,3040.0,0
2513,7834,2026-07-31,26680.0,4020.0,10670.0,2510.0,50000
2514,918,2024-09-23,22590.0,4200.0,9040.0,3280.0,0
2515,3175,2025-05-04,27880.0,4750.0,11150.0,2720.0,0
2516,2242,2025-06-12,26520.0,2390.0,10610.0,2770.0,150000
2517,7334,2025-02-04,33880.0,7410.0,13550.0,4260.0,50000
2518,7015,2026-04-17,25730.0,2880.0,10290.0,3090.0,300000
2519,90,2026-07-15,32620.0,6850.0,13050.0,3860.0,300000
2520,1710,2024-10-23,25770.0,6120.0,10310.0,3250.0,0
2521,2170,2026-01-05,35270.0,5800.0,14110.0,3950.0,0
2522,4239,2025-11-23,29920.0,3320.0,11970.0,3180.0,0
2523,3042,2026-08-18,18440.0,2860.0,7380.0,1630.0,0
2524,106,2024-09-26,25530.0,3800.0,10210.0,3360.0,300000
2525,887,2025-11-06,42790.0,4180.0,17120.0,4100.0,50000
2526,428,2024-12-05,14460.0,2790.0,5780.0,1510.0,0
2527,5425,2025-07-07,21000.0,3390.0,8400.0,2770.0,50000
2528,1896,2024-12-22,32580.0,4920.0,13030.0,3550.0,50000
2529,6091,2025-08-19,27010.0,3630.0,10800.0,3010.0,150000
2530,317,2025-05-18,9930.0,1680.0,3970.0,1040.0,300000
2531,6083,2026-03-08,15500.0,3270.0,6200.0,1930.0,50000
2532,635,2026-02-21,25500.0,4590.0,10200.0,2260.0,300000
2533,1926,2025-10-23,31780.0,6630.0,12710.0,3290.0,0
2534,2057,2025-08-01,22710.0,4190.0,9080.0,2780.0,50000
2535,6918,2025-09-29,18680.0,4440.0,7470.0,2100.0,50000
2536,3145,2025-02-21,24850.0,6680.0,9940.0,3480.0,300000
2537,7527,2026-05-06,28290.0,7470.0,11310.0,3390.0,0
2538,2271,2025-09-04,13870.0,3160.0,5550.0,1420.0,0
2539,1440,2024-12-17,16700.0,4800.0,6680.0,1260.0,150000
2540,553,2026-04-11,30210.0,4090.0,12080.0,3010.0,0
2541,7538,2025-09-06,16070.0,3660.0,6430.0,1580.0,300000
2542,716,2024-10-21,38140.0,5880.0,15250.0,3660.0,300000
2543,5384,2025-11-01,28320.0,2960.0,11330.0,2570.0,0
2544,3912,2024-11-18,36740.0,4120.0,14700.0,4130.0,50000
2545,1714,2024-12-04,103640.0,8240.0,41450.0,4420.0,150000
2546,5980,2026-03-13,22120.0,4760.0,8850.0,2190.0,0
2547,3390,2026-04-17,19060.0,3720.0,7620.0,2260.0,0
2548,1108,2025-05-21,41340.0,5860.0,16540.0,4980.0,50000
2549,5438,2025-08-03,29260.0,5760.0,11700.0,2460.0,150000
2550,4207,2025-08-26,29230.0,3700.0,11690.0,2300.0,50000
2551,251,2026-03-03,22220.0,3930.0,8890.0,2600.0,50000
2552,2431,2025-11-14,35710.0,3860.0,14280.0,4300.0,300000
2553,2055,2025-11-01,29690.0,5880.0,11880.0,3900.0,150000
2554,459,2025-07-03,22980.0,3720.0,9190.0,2500.0,0
2555,5204,2024-12-04,25820.0,3300.0,10330.0,2150.0,0
2556,208,2024-12-27,20240.0,2250.0,8100.0,1500.0,0
2557,900,2026-05-11,10390.0,1830.0,4160.0,1390.0,0
2558,3462,2024-11-03,23170.0,2950.0,9270.0,2800.0,0
2559,3386,2026-08-17,20800.0,3450.0,8320.0,1900.0,0
2560,22,2026-02-06,18540.0,2150.0,7420.0,2190.0,0
2561,410,2026-06-25,33370.0,6950.0,13350.0,4300.0,0
2562,895,2025-11-18,20810.0,4220.0,8320.0,1540.0,150000
2563,515,2025-08-20,24110.0,3330.0,9640.0,2570.0,150000
2564,7295,2026-04-09,19810.0,2670.0,7920.0,2830.0,0
2565,4905,2025-08-24,19380.0,5220.0,7750.0,1980.0,0
2566,7868,2024-09-19,31010.0,6700.0,12400.0,3980.0,300000
2567,4970,2024-12-20,44980.0,8190.0,17990.0,4310.0,300000
2568,4110,2025-09-17,15200.0,3050.0,6080.0,2360.0,300000
2569,5067,2025-08-27,16500.0,3650.0,6600.0,1740.0,150000
2570,7122,2025-10-28,37400.0,3520.0,14960.0,6690.0,0
2571,7158,2025-04-15,39170.0,7080.0,15670.0,4130.0,150000
2572,7180,2025-10-09,28420.0,5930.0,11370.0,3480.0,0
2573,2135,2025-06-04,33920.0,5660.0,13570.0,3930.0,150000
2574,3596,2025-07-06,20850.0,5450.0,8340.0,2850.0,300000
2575,2957,2024-12-09,23780.0,4480.0,9510.0,2250.0,50000
2576,1561,2025-03-23,9300.0,1400.0,3720.0,1210.0,0
2577,5421,2026-06-09,27960.0,2730.0,11180.0,3820.0,0
2578,1267,2025-05-07,22250.0,2720.0,8900.0,1780.0,300000
2579,2170,2026-06-28,35270.0,5360.0,14110.0,3950.0,300000
2580,7315,2025-11-18,19110.0,3540.0,7640.0,2150.0,50000
2581,3639,2025-07-30,9030.0,1240.0,3610.0,1110.0,50000
2582,750,2025-08-01,15290.0,2270.0,6120.0,1610.0,300000
2583,3428,2024-12-21,30130.0,5130.0,12050.0,2620.0,50000
2584,4781,2025-10-09,30160.0,4620.0,12060.0,3860.0,0
2585,1928,2025-07-23,22010.0,2230.0,8800.0,2900.0,0
2586,3805,2024-12-25,32610.0,4540.0,13040.0,3360.0,0
2587,3703,2025-09-13,27250.0,3790.0,10900.0,2940.0,150000
2588,2357,2025-10-06,16950.0,2240.0,6780.0,2060.0,300000
2589,4791,2025-05-08,12850.0,3040.0,5140.0,1380.0,300000
2590,2336,2025-06-27,37870.0,5340.0,15150.0,4610.0,150000
2591,307,2026-03-01,36390.0,8840.0,14560.0,4940.0,300000
2592,7980,2025-04-18,15800.0,1750.0,6320.0,1540.0,150000
